Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes
viralrecon,exponential,0.05,40,30,ROUNDROBIN,542.52,0, 1, 12, 38, 5, 15, 23, 2, 0, 3, 8, 5, 4, 0, 14, 4, 3, 0, 2, 0, 0, 60, 7, 0, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=12; c5a.xlarge=38; d3.2xlarge=5; d3.xlarge=15; i3.2xlarge=23; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=8; m5.xlarge=5; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=14; m5zn.2xlarge=4; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=60; r5a.large=7; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.05,40,30,STATIC,527.7199999999998,17, 1, 8, 9, 2, 20, 3, 0, 0, 2, 1, 6, 0, 0, 3, 29, 25, 9, 5, 0, 1, 44, 10, 0, 0, 7, 3,{c5.2xlarge=17; c5.xlarge=1; c5a.2xlarge=8; c5a.xlarge=9; d3.2xlarge=2; d3.xlarge=20; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=6; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=29; m5zn.large=25; m5zn.xlarge=9; r5.2xlarge=5; r5.large=0; r5.xlarge=1; r5a.2xlarge=44; r5a.large=10; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=3}
viralrecon,exponential,0.05,40,30,NOML,524.3199999999998,15, 14, 17, 18, 3, 1, 0, 0, 0, 31, 14, 16, 11, 0, 16, 18, 9, 4, 1, 0, 3, 2, 2, 0, 0, 6, 4,{c5.2xlarge=15; c5.xlarge=14; c5a.2xlarge=17; c5a.xlarge=18; d3.2xlarge=3; d3.xlarge=1; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=31; m5.large=14; m5.xlarge=16; m5a.2xlarge=11; m5a.large=0; m5a.xlarge=16; m5zn.2xlarge=18; m5zn.large=9; m5zn.xlarge=4; r5.2xlarge=1; r5.large=0; r5.xlarge=3; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=4}
viralrecon,exponential,0.05,40,30,CUSTOMCLUSTERNOML,341.6099999999999,8, 6, 5, 15, 60, 9, 4, 6, 0, 46, 2, 2, 2, 0, 2, 15, 0, 6, 9, 0, 2, 0, 0, 0, 0, 0, 6,{c5.2xlarge=8; c5.xlarge=6; c5a.2xlarge=5; c5a.xlarge=15; d3.2xlarge=60; d3.xlarge=9; i3.2xlarge=4; i3.large=6; i3.xlarge=0; m5.2xlarge=46; m5.large=2; m5.xlarge=2; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=15; m5zn.large=0; m5zn.xlarge=6; r5.2xlarge=9; r5.large=0; r5.xlarge=2; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6}
viralrecon,exponential,0.05,40,30,TEXTDISTANCE,342.66999999999996,9, 5, 2, 8, 0, 1, 2, 2, 0, 30, 38, 12, 7, 0, 34, 20, 16, 10, 1, 0, 3, 4, 0, 0, 0, 0, 1,{c5.2xlarge=9; c5.xlarge=5; c5a.2xlarge=2; c5a.xlarge=8; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=0; m5.2xlarge=30; m5.large=38; m5.xlarge=12; m5a.2xlarge=7; m5a.large=0; m5a.xlarge=34; m5zn.2xlarge=20; m5zn.large=16; m5zn.xlarge=10; r5.2xlarge=1; r5.large=0; r5.xlarge=3; r5a.2xlarge=4; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.05,40,30,CRITICALPATH,525.2599999999999,11, 11, 10, 43, 6, 14, 1, 0, 0, 3, 1, 2, 0, 0, 0, 50, 27, 9, 1, 0, 1, 0, 0, 0, 0, 7, 9,{c5.2xlarge=11; c5.xlarge=11; c5a.2xlarge=10; c5a.xlarge=43; d3.2xlarge=6; d3.xlarge=14; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=50; m5zn.large=27; m5zn.xlarge=9; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=9}
viralrecon,exponential,0.05,40,30,CRITICALPATHREVERSE,450.75999999999993,30, 6, 18, 64, 5, 11, 0, 0, 0, 4, 2, 2, 0, 0, 0, 18, 21, 5, 3, 0, 1, 0, 0, 0, 0, 8, 7,{c5.2xlarge=30; c5.xlarge=6; c5a.2xlarge=18; c5a.xlarge=64; d3.2xlarge=5; d3.xlarge=11; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=4; m5.large=2; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=18; m5zn.large=21; m5zn.xlarge=5; r5.2xlarge=3; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=7}
viralrecon,exponential,0.05,40,30,RESHIV2,352.6799999999999,39, 12, 12, 43, 7, 19, 0, 0, 0, 4, 1, 3, 0, 0, 0, 19, 20, 4, 2, 0, 2, 0, 0, 0, 0, 6, 13,{c5.2xlarge=39; c5.xlarge=12; c5a.2xlarge=12; c5a.xlarge=43; d3.2xlarge=7; d3.xlarge=19; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=4; m5.large=1; m5.xlarge=3; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=19; m5zn.large=20; m5zn.xlarge=4; r5.2xlarge=2; r5.large=0; r5.xlarge=2; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=13}
viralrecon,exponential,0.05,40,30,RESHIV3,352.6799999999999,35, 9, 6, 58, 9, 14, 0, 0, 0, 7, 1, 3, 0, 0, 0, 22, 18, 4, 2, 0, 2, 0, 0, 0, 0, 8, 8,{c5.2xlarge=35; c5.xlarge=9; c5a.2xlarge=6; c5a.xlarge=58; d3.2xlarge=9; d3.xlarge=14; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=7; m5.large=1; m5.xlarge=3; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=22; m5zn.large=18; m5zn.xlarge=4; r5.2xlarge=2; r5.large=0; r5.xlarge=2; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=8}
viralrecon,exponential,0.05,40,30,RESHIMAX,342.3499999999998,25, 6, 6, 45, 6, 20, 1, 0, 0, 8, 3, 2, 0, 0, 0, 26, 24, 8, 5, 0, 0, 0, 0, 0, 0, 10, 11,{c5.2xlarge=25; c5.xlarge=6; c5a.2xlarge=6; c5a.xlarge=45; d3.2xlarge=6; d3.xlarge=20; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=8; m5.large=3; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=26; m5zn.large=24; m5zn.xlarge=8; r5.2xlarge=5; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=11}
viralrecon,exponential,0.05,40,30,RESHIFCFS,365.6299999999999,31, 2, 13, 72, 4, 11, 0, 0, 0, 2, 1, 1, 0, 0, 0, 34, 19, 6, 1, 0, 1, 0, 0, 0, 0, 5, 3,{c5.2xlarge=31; c5.xlarge=2; c5a.2xlarge=13; c5a.xlarge=72; d3.2xlarge=4; d3.xlarge=11; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=34; m5zn.large=19; m5zn.xlarge=6; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=3}
viralrecon,exponential,0.05,40,31,MINMIN,648.93,17, 5, 12, 24, 3, 12, 9, 0, 0, 8, 4, 7, 1, 0, 8, 20, 21, 6, 5, 0, 3, 29, 3, 0, 0, 4, 5,{c5.2xlarge=17; c5.xlarge=5; c5a.2xlarge=12; c5a.xlarge=24; d3.2xlarge=3; d3.xlarge=12; i3.2xlarge=9; i3.large=0; i3.xlarge=0; m5.2xlarge=8; m5.large=4; m5.xlarge=7; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=8; m5zn.2xlarge=20; m5zn.large=21; m5zn.xlarge=6; r5.2xlarge=5; r5.large=0; r5.xlarge=3; r5a.2xlarge=29; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=5}
viralrecon,exponential,0.05,40,31,MAXMIN,529.14,17, 3, 8, 14, 5, 0, 2, 0, 0, 0, 0, 4, 5, 20, 0, 21, 21, 0, 0, 16, 0, 3, 13, 28, 4, 7, 15,{c5.2xlarge=17; c5.xlarge=3; c5a.2xlarge=8; c5a.xlarge=14; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=5; m5a.large=20; m5a.xlarge=0; m5zn.2xlarge=21; m5zn.large=21; m5zn.xlarge=0; r5.2xlarge=0; r5.large=16; r5.xlarge=0; r5a.2xlarge=3; r5a.large=13; r5a.xlarge=28; z1d.2xlarge=4; z1d.large=7; z1d.xlarge=15}
viralrecon,exponential,0.05,40,31,MCT,544.1999999999999,21, 3, 8, 15, 2, 0, 4, 0, 1, 0, 0, 4, 3, 19, 1, 21, 24, 0, 0, 14, 0, 0, 8, 35, 3, 7, 13,{c5.2xlarge=21; c5.xlarge=3; c5a.2xlarge=8; c5a.xlarge=15; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=4; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=3; m5a.large=19; m5a.xlarge=1; m5zn.2xlarge=21; m5zn.large=24; m5zn.xlarge=0; r5.2xlarge=0; r5.large=14; r5.xlarge=0; r5a.2xlarge=0; r5a.large=8; r5a.xlarge=35; z1d.2xlarge=3; z1d.large=7; z1d.xlarge=13}
viralrecon,exponential,0.05,40,31,ROUNDROBIN,599.8499999999998,0, 5, 1, 20, 1, 0, 4, 0, 6, 0, 0, 1, 11, 23, 11, 8, 30, 0, 0, 10, 0, 3, 10, 47, 8, 1, 5,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=1; c5a.xlarge=20; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=4; i3.large=0; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=11; m5a.large=23; m5a.xlarge=11; m5zn.2xlarge=8; m5zn.large=30; m5zn.xlarge=0; r5.2xlarge=0; r5.large=10; r5.xlarge=0; r5a.2xlarge=3; r5a.large=10; r5a.xlarge=47; z1d.2xlarge=8; z1d.large=1; z1d.xlarge=5}
viralrecon,exponential,0.05,40,31,STATIC,670.7499999999998,18, 2, 7, 9, 2, 0, 1, 0, 0, 0, 0, 4, 3, 9, 0, 29, 32, 0, 0, 7, 0, 0, 8, 56, 2, 6, 10,{c5.2xlarge=18; c5.xlarge=2; c5a.2xlarge=7; c5a.xlarge=9; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=3; m5a.large=9; m5a.xlarge=0; m5zn.2xlarge=29; m5zn.large=32; m5zn.xlarge=0; r5.2xlarge=0; r5.large=7; r5.xlarge=0; r5a.2xlarge=0; r5a.large=8; r5a.xlarge=56; z1d.2xlarge=2; z1d.large=6; z1d.xlarge=10}
viralrecon,exponential,0.05,40,31,NOML,524.3199999999998,33, 14, 14, 5, 2, 0, 0, 0, 0, 0, 0, 12, 24, 24, 26, 18, 9, 0, 0, 3, 0, 0, 1, 0, 5, 5, 10,{c5.2xlarge=33; c5.xlarge=14; c5a.2xlarge=14; c5a.xlarge=5; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=12; m5a.2xlarge=24; m5a.large=24; m5a.xlarge=26; m5zn.2xlarge=18; m5zn.large=9; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=5; z1d.xlarge=10}
viralrecon,exponential,0.05,40,31,CUSTOMCLUSTERNOML,342.0399999999999,13, 5, 6, 13, 59, 0, 1, 0, 46, 0, 0, 3, 6, 7, 4, 17, 2, 0, 0, 2, 0, 0, 0, 0, 4, 1, 16,{c5.2xlarge=13; c5.xlarge=5; c5a.2xlarge=6; c5a.xlarge=13; d3.2xlarge=59; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=46; m5.2xlarge=0; m5.large=0; m5.xlarge=3; m5a.2xlarge=6; m5a.large=7; m5a.xlarge=4; m5zn.2xlarge=17; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=1; z1d.xlarge=16}
viralrecon,exponential,0.05,40,31,TEXTDISTANCE,344.5399999999999,15, 4, 3, 11, 4, 0, 1, 0, 0, 0, 0, 18, 4, 68, 40, 15, 8, 0, 0, 3, 0, 1, 0, 4, 1, 0, 6,{c5.2xlarge=15; c5.xlarge=4; c5a.2xlarge=3; c5a.xlarge=11; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=18; m5a.2xlarge=4; m5a.large=68; m5a.xlarge=40; m5zn.2xlarge=15; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=6}
viralrecon,exponential,0.05,40,31,CRITICALPATH,326.83,20, 11, 10, 47, 3, 0, 2, 0, 2, 0, 0, 1, 1, 0, 0, 47, 30, 0, 0, 2, 0, 0, 2, 0, 9, 5, 14,{c5.2xlarge=20; c5.xlarge=11; c5a.2xlarge=10; c5a.xlarge=47; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=47; m5zn.large=30; m5zn.xlarge=0; r5.2xlarge=0; r5.large=2; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=9; z1d.large=5; z1d.xlarge=14}
viralrecon,exponential,0.05,40,31,CRITICALPATHREVERSE,389.0499999999999,62, 3, 12, 46, 7, 0, 2, 0, 0, 0, 0, 3, 0, 3, 0, 22, 14, 0, 0, 5, 0, 0, 2, 0, 4, 8, 13,{c5.2xlarge=62; c5.xlarge=3; c5a.2xlarge=12; c5a.xlarge=46; d3.2xlarge=7; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=22; m5zn.large=14; m5zn.xlarge=0; r5.2xlarge=0; r5.large=5; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=8; z1d.xlarge=13}
viralrecon,exponential,0.05,40,31,RESHIV2,554.8799999999999,62, 7, 27, 21, 7, 0, 2, 0, 1, 0, 0, 3, 0, 3, 0, 17, 16, 0, 0, 5, 0, 0, 1, 0, 5, 10, 19,{c5.2xlarge=62; c5.xlarge=7; c5a.2xlarge=27; c5a.xlarge=21; d3.2xlarge=7; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=17; m5zn.large=16; m5zn.xlarge=0; r5.2xlarge=0; r5.large=5; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=10; z1d.xlarge=19}
viralrecon,exponential,0.05,40,31,RESHIV3,564.6999999999999,47, 2, 5, 36, 8, 0, 1, 0, 1, 0, 0, 5, 0, 1, 1, 38, 20, 0, 0, 4, 0, 0, 1, 0, 9, 6, 21,{c5.2xlarge=47; c5.xlarge=2; c5a.2xlarge=5; c5a.xlarge=36; d3.2xlarge=8; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=5; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=38; m5zn.large=20; m5zn.xlarge=0; r5.2xlarge=0; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=9; z1d.large=6; z1d.xlarge=21}
viralrecon,exponential,0.05,40,31,RESHIMAX,341.70999999999987,46, 14, 6, 27, 13, 0, 2, 0, 1, 0, 0, 6, 0, 4, 0, 21, 23, 0, 0, 7, 0, 0, 0, 0, 7, 7, 22,{c5.2xlarge=46; c5.xlarge=14; c5a.2xlarge=6; c5a.xlarge=27; d3.2xlarge=13; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=21; m5zn.large=23; m5zn.xlarge=0; r5.2xlarge=0; r5.large=7; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=7; z1d.large=7; z1d.xlarge=22}
viralrecon,exponential,0.05,40,31,RESHIFCFS,365.8999999999999,31, 2, 25, 46, 8, 0, 1, 0, 1, 0, 0, 3, 0, 1, 0, 36, 16, 0, 0, 3, 0, 0, 1, 0, 5, 6, 21,{c5.2xlarge=31; c5.xlarge=2; c5a.2xlarge=25; c5a.xlarge=46; d3.2xlarge=8; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=36; m5zn.large=16; m5zn.xlarge=0; r5.2xlarge=0; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=6; z1d.xlarge=21}
viralrecon,exponential,0.05,40,32,MINMIN,586.61,18, 3, 8, 16, 4, 0, 2, 0, 3, 0, 0, 5, 3, 15, 3, 23, 32, 0, 0, 13, 0, 0, 8, 30, 3, 6, 11,{c5.2xlarge=18; c5.xlarge=3; c5a.2xlarge=8; c5a.xlarge=16; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=5; m5a.2xlarge=3; m5a.large=15; m5a.xlarge=3; m5zn.2xlarge=23; m5zn.large=32; m5zn.xlarge=0; r5.2xlarge=0; r5.large=13; r5.xlarge=0; r5a.2xlarge=0; r5a.large=8; r5a.xlarge=30; z1d.2xlarge=3; z1d.large=6; z1d.xlarge=11}
viralrecon,exponential,0.05,40,32,MAXMIN,554.3199999999999,0, 0, 7, 36, 4, 8, 14, 0, 11, 4, 4, 14, 4, 8, 0, 16, 17, 4, 0, 16, 15, 0, 0, 0, 10, 9, 5,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=7; c5a.xlarge=36; d3.2xlarge=4; d3.xlarge=8; i3.2xlarge=14; i3.large=0; i3.xlarge=11; m5.2xlarge=4; m5.large=4; m5.xlarge=14; m5a.2xlarge=4; m5a.large=8; m5a.xlarge=0; m5zn.2xlarge=16; m5zn.large=17; m5zn.xlarge=4; r5.2xlarge=0; r5.large=16; r5.xlarge=15; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=10; z1d.large=9; z1d.xlarge=5}
viralrecon,exponential,0.05,40,32,MCT,551.8099999999998,0, 0, 5, 29, 4, 6, 27, 0, 4, 2, 3, 17, 5, 5, 0, 18, 25, 3, 0, 20, 11, 0, 0, 0, 9, 6, 7,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=29; d3.2xlarge=4; d3.xlarge=6; i3.2xlarge=27; i3.large=0; i3.xlarge=4; m5.2xlarge=2; m5.large=3; m5.xlarge=17; m5a.2xlarge=5; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=18; m5zn.large=25; m5zn.xlarge=3; r5.2xlarge=0; r5.large=20; r5.xlarge=11; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=9; z1d.large=6; z1d.xlarge=7}
viralrecon,exponential,0.05,40,32,ROUNDROBIN,600.1399999999999,0, 0, 1, 47, 2, 23, 16, 0, 22, 3, 3, 6, 5, 13, 2, 12, 10, 0, 0, 18, 14, 0, 0, 0, 2, 6, 0,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=47; d3.2xlarge=2; d3.xlarge=23; i3.2xlarge=16; i3.large=0; i3.xlarge=22; m5.2xlarge=3; m5.large=3; m5.xlarge=6; m5a.2xlarge=5; m5a.large=13; m5a.xlarge=2; m5zn.2xlarge=12; m5zn.large=10; m5zn.xlarge=0; r5.2xlarge=0; r5.large=18; r5.xlarge=14; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=6; z1d.xlarge=0}
viralrecon,exponential,0.05,40,32,STATIC,709.2399999999998,0, 0, 5, 89, 1, 3, 1, 0, 0, 7, 3, 8, 3, 4, 0, 14, 26, 8, 0, 10, 6, 0, 0, 0, 6, 7, 4,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=5; c5a.xlarge=89; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=7; m5.large=3; m5.xlarge=8; m5a.2xlarge=3; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=14; m5zn.large=26; m5zn.xlarge=8; r5.2xlarge=0; r5.large=10; r5.xlarge=6; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=6; z1d.large=7; z1d.xlarge=4}
viralrecon,exponential,0.05,40,32,NOML,318.2299999999999,0, 0, 18, 46, 3, 0, 0, 0, 0, 28, 16, 24, 21, 8, 1, 8, 8, 4, 0, 2, 3, 0, 0, 0, 6, 5, 4,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=18; c5a.xlarge=46; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=28; m5.large=16; m5.xlarge=24; m5a.2xlarge=21; m5a.large=8; m5a.xlarge=1; m5zn.2xlarge=8; m5zn.large=8; m5zn.xlarge=4; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=6; z1d.large=5; z1d.xlarge=4}
viralrecon,exponential,0.05,40,32,CUSTOMCLUSTERNOML,378.2899999999999,0, 0, 6, 34, 73, 3, 2, 0, 2, 36, 0, 7, 0, 0, 0, 8, 4, 6, 0, 0, 8, 0, 0, 0, 8, 1, 7,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=6; c5a.xlarge=34; d3.2xlarge=73; d3.xlarge=3; i3.2xlarge=2; i3.large=0; i3.xlarge=2; m5.2xlarge=36; m5.large=0; m5.xlarge=7; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=4; m5zn.xlarge=6; r5.2xlarge=0; r5.large=0; r5.xlarge=8; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=1; z1d.xlarge=7}
viralrecon,exponential,0.05,40,32,TEXTDISTANCE,390.95999999999987,0, 0, 0, 17, 0, 1, 1, 0, 0, 27, 29, 24, 17, 41, 7, 8, 7, 6, 0, 3, 7, 0, 0, 0, 8, 0, 3,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=17; d3.2xlarge=0; d3.xlarge=1; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=27; m5.large=29; m5.xlarge=24; m5a.2xlarge=17; m5a.large=41; m5a.xlarge=7; m5zn.2xlarge=8; m5zn.large=7; m5zn.xlarge=6; r5.2xlarge=0; r5.large=3; r5.xlarge=7; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=0; z1d.xlarge=3}
viralrecon,exponential,0.05,40,32,CRITICALPATH,318.0499999999999,0, 0, 23, 65, 8, 4, 1, 0, 0, 1, 1, 1, 0, 0, 0, 25, 30, 8, 0, 3, 1, 0, 0, 0, 20, 6, 8,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=23; c5a.xlarge=65; d3.2xlarge=8; d3.xlarge=4; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=25; m5zn.large=30; m5zn.xlarge=8; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=20; z1d.large=6; z1d.xlarge=8}
viralrecon,exponential,0.05,40,32,CRITICALPATHREVERSE,387.97999999999985,0, 0, 11, 117, 9, 4, 0, 0, 0, 3, 2, 0, 0, 0, 0, 7, 20, 8, 0, 6, 3, 0, 0, 0, 7, 5, 3,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=11; c5a.xlarge=117; d3.2xlarge=9; d3.xlarge=4; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=3; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=20; m5zn.xlarge=8; r5.2xlarge=0; r5.large=6; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=7; z1d.large=5; z1d.xlarge=3}
