Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes
viralrecon,exponential,0.15,40,0,MINMIN,762.1899999999999,0, 6, 23, 12, 10, 16, 4, 1, 0, 8, 2, 11, 17, 0, 3, 47, 0, 7, 0, 3, 15, 5, 7, 5, 0, 0, 4,{c5.2xlarge=0; c5.xlarge=6; c5a.2xlarge=23; c5a.xlarge=12; d3.2xlarge=10; d3.xlarge=16; i3.2xlarge=4; i3.large=1; i3.xlarge=0; m5.2xlarge=8; m5.large=2; m5.xlarge=11; m5a.2xlarge=17; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=47; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=0; r5.large=3; r5.xlarge=15; r5a.2xlarge=5; r5a.large=7; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
viralrecon,exponential,0.15,40,0,RESHIV3,448.5999999999999,0, 15, 53, 59, 16, 11, 0, 0, 0, 7, 6, 4, 0, 0, 0, 19, 0, 8, 0, 4, 4, 0, 0, 0, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=15; c5a.2xlarge=53; c5a.xlarge=59; d3.2xlarge=16; d3.xlarge=11; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=7; m5.large=6; m5.xlarge=4; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=19; m5zn.large=0; m5zn.xlarge=8; r5.2xlarge=0; r5.large=4; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.15,40,0,RESHIMAX,367.3799999999999,0, 16, 41, 51, 22, 11, 1, 0, 0, 8, 7, 8, 0, 0, 0, 26, 0, 7, 0, 5, 3, 0, 0, 0, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=16; c5a.2xlarge=41; c5a.xlarge=51; d3.2xlarge=22; d3.xlarge=11; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=8; m5.large=7; m5.xlarge=8; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=26; m5zn.large=0; m5zn.xlarge=7; r5.2xlarge=0; r5.large=5; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.15,40,0,RESHIFCFS,451.3699999999999,0, 13, 42, 80, 10, 9, 0, 0, 0, 5, 3, 4, 0, 0, 0, 26, 0, 9, 0, 3, 2, 0, 0, 0, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=13; c5a.2xlarge=42; c5a.xlarge=80; d3.2xlarge=10; d3.xlarge=9; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=5; m5.large=3; m5.xlarge=4; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=26; m5zn.large=0; m5zn.xlarge=9; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.15,40,1,MINMIN,579.4099999999999,0, 8, 18, 11, 12, 5, 5, 2, 0, 5, 40, 11, 12, 0, 4, 32, 0, 8, 0, 3, 14, 3, 7, 6, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=8; c5a.2xlarge=18; c5a.xlarge=11; d3.2xlarge=12; d3.xlarge=5; i3.2xlarge=5; i3.large=2; i3.xlarge=0; m5.2xlarge=5; m5.large=40; m5.xlarge=11; m5a.2xlarge=12; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=32; m5zn.large=0; m5zn.xlarge=8; r5.2xlarge=0; r5.large=3; r5.xlarge=14; r5a.2xlarge=3; r5a.large=7; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
viralrecon,exponential,0.15,40,1,MAXMIN,614.7599999999999,10, 4, 3, 0, 0, 25, 12, 3, 5, 6, 2, 0, 1, 31, 0, 0, 10, 24, 11, 9, 0, 0, 7, 7, 0, 9, 26,{c5.2xlarge=10; c5.xlarge=4; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=25; i3.2xlarge=12; i3.large=3; i3.xlarge=5; m5.2xlarge=6; m5.large=2; m5.xlarge=0; m5a.2xlarge=1; m5a.large=31; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=24; r5.2xlarge=11; r5.large=9; r5.xlarge=0; r5a.2xlarge=0; r5a.large=7; r5a.xlarge=7; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=26}
viralrecon,exponential,0.15,40,1,MCT,660.1299999999999,8, 4, 7, 0, 0, 13, 16, 1, 2, 7, 1, 0, 1, 34, 0, 0, 21, 25, 11, 10, 0, 0, 11, 5, 0, 9, 19,{c5.2xlarge=8; c5.xlarge=4; c5a.2xlarge=7; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=13; i3.2xlarge=16; i3.large=1; i3.xlarge=2; m5.2xlarge=7; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=34; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=21; m5zn.xlarge=25; r5.2xlarge=11; r5.large=10; r5.xlarge=0; r5a.2xlarge=0; r5a.large=11; r5a.xlarge=5; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=19}
viralrecon,exponential,0.15,40,1,ROUNDROBIN,535.3099999999998,0, 3, 11, 0, 0, 18, 3, 7, 0, 4, 4, 0, 0, 45, 0, 0, 25, 31, 2, 4, 0, 0, 6, 6, 0, 15, 22,{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=11; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=18; i3.2xlarge=3; i3.large=7; i3.xlarge=0; m5.2xlarge=4; m5.large=4; m5.xlarge=0; m5a.2xlarge=0; m5a.large=45; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=25; m5zn.xlarge=31; r5.2xlarge=2; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=15; z1d.xlarge=22}
viralrecon,exponential,0.15,40,1,STATIC,667.6399999999998,7, 7, 9, 0, 0, 13, 3, 2, 3, 9, 4, 0, 1, 52, 0, 0, 21, 17, 12, 10, 0, 0, 10, 3, 0, 6, 16,{c5.2xlarge=7; c5.xlarge=7; c5a.2xlarge=9; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=13; i3.2xlarge=3; i3.large=2; i3.xlarge=3; m5.2xlarge=9; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=52; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=21; m5zn.xlarge=17; r5.2xlarge=12; r5.large=10; r5.xlarge=0; r5a.2xlarge=0; r5a.large=10; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=16}
viralrecon,exponential,0.15,40,1,NOML,563.0299999999997,11, 7, 8, 0, 0, 2, 1, 0, 0, 29, 11, 0, 25, 30, 0, 0, 7, 29, 19, 6, 0, 0, 0, 0, 0, 10, 10,{c5.2xlarge=11; c5.xlarge=7; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=29; m5.large=11; m5.xlarge=0; m5a.2xlarge=25; m5a.large=30; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=7; m5zn.xlarge=29; r5.2xlarge=19; r5.large=6; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=10}
viralrecon,exponential,0.15,40,1,CUSTOMCLUSTERNOML,392.17999999999995,4, 5, 5, 0, 0, 7, 2, 15, 11, 27, 2, 0, 1, 0, 0, 0, 1, 21, 89, 0, 0, 0, 0, 0, 0, 1, 14,{c5.2xlarge=4; c5.xlarge=5; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=7; i3.2xlarge=2; i3.large=15; i3.xlarge=11; m5.2xlarge=27; m5.large=2; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=21; r5.2xlarge=89; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=14}
viralrecon,exponential,0.15,40,1,TEXTDISTANCE,475.57999999999987,3, 5, 6, 0, 0, 3, 2, 1, 2, 14, 30, 0, 7, 40, 0, 0, 13, 47, 8, 13, 0, 0, 0, 2, 0, 0, 9,{c5.2xlarge=3; c5.xlarge=5; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=14; m5.large=30; m5.xlarge=0; m5a.2xlarge=7; m5a.large=40; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=13; m5zn.xlarge=47; r5.2xlarge=8; r5.large=13; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=9}
viralrecon,exponential,0.15,40,1,CRITICALPATH,527.55,10, 37, 9, 0, 0, 13, 1, 0, 0, 5, 2, 0, 0, 0, 0, 0, 21, 39, 6, 4, 0, 0, 0, 0, 0, 14, 44,{c5.2xlarge=10; c5.xlarge=37; c5a.2xlarge=9; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=13; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=5; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=21; m5zn.xlarge=39; r5.2xlarge=6; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=14; z1d.xlarge=44}
viralrecon,exponential,0.15,40,1,CRITICALPATHREVERSE,652.5299999999999,40, 18, 26, 0, 0, 9, 0, 0, 0, 7, 2, 0, 0, 0, 0, 0, 24, 37, 9, 4, 0, 0, 0, 0, 0, 13, 16,{c5.2xlarge=40; c5.xlarge=18; c5a.2xlarge=26; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=9; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=7; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=24; m5zn.xlarge=37; r5.2xlarge=9; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=13; z1d.xlarge=16}
viralrecon,exponential,0.15,40,1,RESHIV2,583.2899999999998,26, 17, 28, 0, 0, 11, 1, 0, 0, 12, 2, 0, 0, 0, 0, 0, 20, 33, 9, 8, 0, 0, 0, 0, 0, 19, 19,{c5.2xlarge=26; c5.xlarge=17; c5a.2xlarge=28; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=11; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=12; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=20; m5zn.xlarge=33; r5.2xlarge=9; r5.large=8; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=19; z1d.xlarge=19}
viralrecon,exponential,0.15,40,1,RESHIV3,450.9099999999999,12, 6, 40, 0, 0, 14, 1, 0, 0, 8, 2, 0, 0, 0, 0, 0, 21, 40, 14, 8, 0, 0, 0, 0, 0, 15, 25,{c5.2xlarge=12; c5.xlarge=6; c5a.2xlarge=40; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=14; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=8; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=21; m5zn.xlarge=40; r5.2xlarge=14; r5.large=8; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=15; z1d.xlarge=25}
viralrecon,exponential,0.15,40,1,RESHIMAX,589.7399999999999,32, 21, 8, 0, 0, 19, 1, 0, 0, 6, 2, 0, 0, 0, 0, 0, 14, 34, 9, 6, 0, 0, 0, 0, 0, 21, 32,{c5.2xlarge=32; c5.xlarge=21; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=19; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=6; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=14; m5zn.xlarge=34; r5.2xlarge=9; r5.large=6; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=21; z1d.xlarge=32}
viralrecon,exponential,0.15,40,1,RESHIFCFS,586.0699999999999,41, 24, 10, 0, 0, 18, 0, 0, 0, 9, 1, 0, 0, 0, 0, 0, 30, 30, 9, 3, 0, 0, 0, 0, 0, 13, 17,{c5.2xlarge=41; c5.xlarge=24; c5a.2xlarge=10; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=18; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=9; m5.large=1; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=30; m5zn.xlarge=30; r5.2xlarge=9; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=13; z1d.xlarge=17}
viralrecon,exponential,0.15,40,2,MINMIN,605.7099999999999,9, 3, 8, 0, 0, 14, 9, 0, 6, 8, 1, 0, 2, 40, 0, 0, 10, 25, 16, 13, 0, 0, 13, 3, 0, 11, 15,{c5.2xlarge=9; c5.xlarge=3; c5a.2xlarge=8; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=14; i3.2xlarge=9; i3.large=0; i3.xlarge=6; m5.2xlarge=8; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=40; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=25; r5.2xlarge=16; r5.large=13; r5.xlarge=0; r5a.2xlarge=0; r5a.large=13; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=11; z1d.xlarge=15}
viralrecon,exponential,0.15,40,2,MAXMIN,543.35,12, 13, 8, 13, 8, 9, 1, 1, 4, 33, 3, 0, 3, 9, 0, 11, 21, 8, 9, 1, 4, 8, 2, 3, 5, 0, 17,{c5.2xlarge=12; c5.xlarge=13; c5a.2xlarge=8; c5a.xlarge=13; d3.2xlarge=8; d3.xlarge=9; i3.2xlarge=1; i3.large=1; i3.xlarge=4; m5.2xlarge=33; m5.large=3; m5.xlarge=0; m5a.2xlarge=3; m5a.large=9; m5a.xlarge=0; m5zn.2xlarge=11; m5zn.large=21; m5zn.xlarge=8; r5.2xlarge=9; r5.large=1; r5.xlarge=4; r5a.2xlarge=8; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=17}
viralrecon,exponential,0.15,40,2,MCT,538.7299999999999,7, 9, 8, 14, 5, 12, 5, 0, 0, 16, 4, 0, 0, 7, 0, 11, 45, 7, 10, 5, 4, 6, 4, 5, 4, 0, 17,{c5.2xlarge=7; c5.xlarge=9; c5a.2xlarge=8; c5a.xlarge=14; d3.2xlarge=5; d3.xlarge=12; i3.2xlarge=5; i3.large=0; i3.xlarge=0; m5.2xlarge=16; m5.large=4; m5.xlarge=0; m5a.2xlarge=0; m5a.large=7; m5a.xlarge=0; m5zn.2xlarge=11; m5zn.large=45; m5zn.xlarge=7; r5.2xlarge=10; r5.large=5; r5.xlarge=4; r5a.2xlarge=6; r5a.large=4; r5a.xlarge=5; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=17}
viralrecon,exponential,0.15,40,2,ROUNDROBIN,577.68,0, 7, 22, 12, 4, 6, 2, 0, 9, 46, 2, 0, 0, 16, 0, 5, 28, 4, 2, 0, 0, 2, 14, 2, 7, 0, 15,{c5.2xlarge=0; c5.xlarge=7; c5a.2xlarge=22; c5a.xlarge=12; d3.2xlarge=4; d3.xlarge=6; i3.2xlarge=2; i3.large=0; i3.xlarge=9; m5.2xlarge=46; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=16; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=28; m5zn.xlarge=4; r5.2xlarge=2; r5.large=0; r5.xlarge=0; r5a.2xlarge=2; r5a.large=14; r5a.xlarge=2; z1d.2xlarge=7; z1d.large=0; z1d.xlarge=15}
viralrecon,exponential,0.15,40,2,STATIC,784.3599999999999,10, 8, 8, 12, 4, 2, 2, 0, 5, 51, 2, 0, 0, 2, 0, 12, 35, 6, 7, 2, 2, 2, 2, 3, 4, 0, 24,{c5.2xlarge=10; c5.xlarge=8; c5a.2xlarge=8; c5a.xlarge=12; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=2; i3.large=0; i3.xlarge=5; m5.2xlarge=51; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=12; m5zn.large=35; m5zn.xlarge=6; r5.2xlarge=7; r5.large=2; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=24}
