Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes
chipseq,normal,0.1,40,123,TEXTDISTANCE,354.11999999999995,10, 6, 8, 11, 0, 4, 1, 2, 2, 0, 5, 8, 2, 2, 1, 5, 3, 0, 2, 5, 9, 3, 4, 1, 3, 0, 1,{c5.2xlarge=10; c5.xlarge=6; c5a.2xlarge=8; c5a.xlarge=11; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=5; m5.xlarge=8; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=5; m5zn.large=3; m5zn.xlarge=0; r5.2xlarge=2; r5.large=5; r5.xlarge=9; r5a.2xlarge=3; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=1}
chipseq,normal,0.1,40,123,CRITICALPATH,532.11,6, 4, 14, 12, 0, 2, 3, 3, 6, 0, 5, 3, 1, 3, 2, 3, 4, 0, 5, 6, 5, 1, 2, 3, 3, 0, 2,{c5.2xlarge=6; c5.xlarge=4; c5a.2xlarge=14; c5a.xlarge=12; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=3; i3.large=3; i3.xlarge=6; m5.2xlarge=0; m5.large=5; m5.xlarge=3; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=5; r5.large=6; r5.xlarge=5; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=2}
chipseq,normal,0.1,40,123,CRITICALPATHREVERSE,461.65,12, 4, 15, 15, 0, 2, 0, 1, 1, 0, 3, 3, 1, 1, 3, 4, 6, 0, 4, 4, 3, 3, 3, 1, 4, 0, 5,{c5.2xlarge=12; c5.xlarge=4; c5a.2xlarge=15; c5a.xlarge=15; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=3; m5.xlarge=3; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=3; m5zn.2xlarge=4; m5zn.large=6; m5zn.xlarge=0; r5.2xlarge=4; r5.large=4; r5.xlarge=3; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=5}
chipseq,normal,0.1,40,123,RESHIV2,486.8299999999999,7, 8, 15, 13, 0, 2, 1, 1, 4, 0, 6, 6, 1, 2, 1, 3, 7, 0, 4, 4, 4, 1, 2, 1, 3, 0, 2,{c5.2xlarge=7; c5.xlarge=8; c5a.2xlarge=15; c5a.xlarge=13; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=4; m5.2xlarge=0; m5.large=6; m5.xlarge=6; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=7; m5zn.xlarge=0; r5.2xlarge=4; r5.large=4; r5.xlarge=4; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=2}
chipseq,normal,0.1,40,123,RESHIV3,487.94999999999993,6, 8, 16, 12, 0, 2, 1, 1, 3, 0, 7, 4, 0, 1, 2, 4, 5, 0, 3, 6, 6, 1, 2, 2, 4, 0, 2,{c5.2xlarge=6; c5.xlarge=8; c5a.2xlarge=16; c5a.xlarge=12; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=7; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=4; m5zn.large=5; m5zn.xlarge=0; r5.2xlarge=3; r5.large=6; r5.xlarge=6; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=2}
chipseq,normal,0.1,40,123,RESHIMAX,342.37999999999994,8, 8, 14, 6, 0, 3, 2, 2, 4, 0, 4, 5, 0, 4, 1, 4, 5, 0, 3, 6, 6, 2, 0, 3, 4, 0, 4,{c5.2xlarge=8; c5.xlarge=8; c5a.2xlarge=14; c5a.xlarge=6; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=2; i3.xlarge=4; m5.2xlarge=0; m5.large=4; m5.xlarge=5; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=1; m5zn.2xlarge=4; m5zn.large=5; m5zn.xlarge=0; r5.2xlarge=3; r5.large=6; r5.xlarge=6; r5a.2xlarge=2; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=4}
chipseq,normal,0.1,40,123,RESHIFCFS,416.7799999999999,8, 6, 15, 13, 0, 3, 2, 1, 3, 0, 4, 4, 0, 1, 1, 3, 8, 0, 2, 3, 8, 1, 2, 3, 4, 0, 3,{c5.2xlarge=8; c5.xlarge=6; c5a.2xlarge=15; c5a.xlarge=13; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=4; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=8; m5zn.xlarge=0; r5.2xlarge=2; r5.large=3; r5.xlarge=8; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=3}
chipseq,normal,0.1,40,124,MINMIN,354.25999999999993,11, 9, 14, 15, 0, 2, 1, 1, 1, 0, 3, 4, 0, 1, 2, 5, 6, 0, 6, 4, 3, 0, 2, 1, 2, 0, 5,{c5.2xlarge=11; c5.xlarge=9; c5a.2xlarge=14; c5a.xlarge=15; d3.2xlarge=0; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=3; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=5; m5zn.large=6; m5zn.xlarge=0; r5.2xlarge=6; r5.large=4; r5.xlarge=3; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=5}
chipseq,normal,0.1,40,124,MAXMIN,492.46999999999997,2, 4, 12, 8, 4, 3, 2, 4, 4, 0, 0, 4, 3, 0, 3, 0, 4, 5, 5, 4, 4, 3, 7, 3, 0, 6, 4,{c5.2xlarge=2; c5.xlarge=4; c5a.2xlarge=12; c5a.xlarge=8; d3.2xlarge=4; d3.xlarge=3; i3.2xlarge=2; i3.large=4; i3.xlarge=4; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=5; r5.2xlarge=5; r5.large=4; r5.xlarge=4; r5a.2xlarge=3; r5a.large=7; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=4}
chipseq,normal,0.1,40,124,MCT,458.62,5, 4, 17, 9, 2, 4, 0, 2, 2, 0, 0, 5, 2, 0, 1, 0, 7, 4, 3, 6, 5, 2, 3, 1, 0, 10, 4,{c5.2xlarge=5; c5.xlarge=4; c5a.2xlarge=17; c5a.xlarge=9; d3.2xlarge=2; d3.xlarge=4; i3.2xlarge=0; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=7; m5zn.xlarge=4; r5.2xlarge=3; r5.large=6; r5.xlarge=5; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=4}
chipseq,normal,0.1,40,124,ROUNDROBIN,732.29,3, 1, 6, 13, 8, 3, 5, 4, 4, 0, 0, 2, 5, 0, 4, 0, 0, 2, 3, 7, 4, 11, 5, 1, 0, 4, 3,{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=6; c5a.xlarge=13; d3.2xlarge=8; d3.xlarge=3; i3.2xlarge=5; i3.large=4; i3.xlarge=4; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=5; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=3; r5.large=7; r5.xlarge=4; r5a.2xlarge=11; r5a.large=5; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=3}
chipseq,normal,0.1,40,124,STATIC,352.6499999999999,3, 3, 13, 11, 4, 2, 0, 2, 3, 0, 0, 3, 4, 0, 2, 0, 9, 6, 4, 3, 3, 1, 7, 1, 0, 11, 3,{c5.2xlarge=3; c5.xlarge=3; c5a.2xlarge=13; c5a.xlarge=11; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=3; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=9; m5zn.xlarge=6; r5.2xlarge=4; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=7; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=11; z1d.xlarge=3}
chipseq,normal,0.1,40,124,NOML,706.16,7, 2, 16, 10, 5, 3, 1, 2, 3, 0, 0, 4, 4, 0, 1, 0, 2, 1, 4, 6, 4, 5, 7, 2, 0, 7, 2,{c5.2xlarge=7; c5.xlarge=2; c5a.2xlarge=16; c5a.xlarge=10; d3.2xlarge=5; d3.xlarge=3; i3.2xlarge=1; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=4; r5.large=6; r5.xlarge=4; r5a.2xlarge=5; r5a.large=7; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=2}
chipseq,normal,0.1,40,124,CUSTOMCLUSTERNOML,706.32,5, 4, 13, 7, 6, 2, 1, 5, 2, 0, 0, 3, 1, 0, 2, 0, 3, 5, 5, 7, 4, 3, 6, 4, 0, 7, 3,{c5.2xlarge=5; c5.xlarge=4; c5a.2xlarge=13; c5a.xlarge=7; d3.2xlarge=6; d3.xlarge=2; i3.2xlarge=1; i3.large=5; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=3; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=5; r5.2xlarge=5; r5.large=7; r5.xlarge=4; r5a.2xlarge=3; r5a.large=6; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=3}
chipseq,normal,0.1,40,124,TEXTDISTANCE,353.2699999999999,5, 4, 11, 7, 3, 4, 1, 2, 6, 0, 0, 10, 4, 0, 2, 0, 3, 1, 5, 3, 6, 8, 6, 0, 0, 4, 3,{c5.2xlarge=5; c5.xlarge=4; c5a.2xlarge=11; c5a.xlarge=7; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=1; i3.large=2; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=10; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=1; r5.2xlarge=5; r5.large=3; r5.xlarge=6; r5a.2xlarge=8; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=3}
chipseq,normal,0.1,40,124,CRITICALPATH,697.3100000000001,4, 3, 12, 8, 4, 2, 2, 5, 3, 0, 0, 5, 4, 0, 4, 0, 5, 3, 4, 3, 5, 4, 8, 4, 0, 4, 2,{c5.2xlarge=4; c5.xlarge=3; c5a.2xlarge=12; c5a.xlarge=8; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=2; i3.large=5; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=5; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=0; m5zn.large=5; m5zn.xlarge=3; r5.2xlarge=4; r5.large=3; r5.xlarge=5; r5a.2xlarge=4; r5a.large=8; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=2}
chipseq,normal,0.1,40,124,CRITICALPATHREVERSE,488.21,6, 4, 12, 9, 4, 1, 2, 2, 3, 0, 0, 3, 4, 0, 3, 0, 6, 4, 5, 5, 2, 1, 5, 2, 0, 10, 5,{c5.2xlarge=6; c5.xlarge=4; c5a.2xlarge=12; c5a.xlarge=9; d3.2xlarge=4; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=3; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=6; m5zn.xlarge=4; r5.2xlarge=5; r5.large=5; r5.xlarge=2; r5a.2xlarge=1; r5a.large=5; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=5}
chipseq,normal,0.1,40,124,RESHIV2,488.22999999999996,4, 3, 12, 8, 5, 2, 1, 2, 4, 0, 0, 6, 5, 0, 3, 0, 7, 3, 5, 8, 3, 1, 5, 4, 0, 5, 2,{c5.2xlarge=4; c5.xlarge=3; c5a.2xlarge=12; c5a.xlarge=8; d3.2xlarge=5; d3.xlarge=2; i3.2xlarge=1; i3.large=2; i3.xlarge=4; m5.2xlarge=0; m5.large=0; m5.xlarge=6; m5a.2xlarge=5; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=0; m5zn.large=7; m5zn.xlarge=3; r5.2xlarge=5; r5.large=8; r5.xlarge=3; r5a.2xlarge=1; r5a.large=5; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=2}
chipseq,normal,0.1,40,124,RESHIV3,489.19999999999993,4, 2, 12, 9, 5, 3, 1, 2, 5, 0, 0, 6, 1, 0, 1, 0, 5, 4, 4, 8, 6, 5, 5, 4, 0, 4, 2,{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=12; c5a.xlarge=9; d3.2xlarge=5; d3.xlarge=3; i3.2xlarge=1; i3.large=2; i3.xlarge=5; m5.2xlarge=0; m5.large=0; m5.xlarge=6; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=5; m5zn.xlarge=4; r5.2xlarge=4; r5.large=8; r5.xlarge=6; r5a.2xlarge=5; r5a.large=5; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=2}
chipseq,normal,0.1,40,124,RESHIMAX,501.24999999999994,4, 4, 10, 6, 6, 5, 2, 5, 5, 0, 0, 7, 2, 0, 2, 0, 5, 2, 4, 5, 5, 2, 5, 2, 0, 6, 4,{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=10; c5a.xlarge=6; d3.2xlarge=6; d3.xlarge=5; i3.2xlarge=2; i3.large=5; i3.xlarge=5; m5.2xlarge=0; m5.large=0; m5.xlarge=7; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=5; m5zn.xlarge=2; r5.2xlarge=4; r5.large=5; r5.xlarge=5; r5a.2xlarge=2; r5a.large=5; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=4}
chipseq,normal,0.1,40,124,RESHIFCFS,496.86999999999995,4, 4, 14, 8, 5, 2, 2, 3, 4, 0, 0, 3, 1, 0, 2, 0, 8, 3, 6, 5, 4, 5, 3, 1, 0, 9, 2,{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=14; c5a.xlarge=8; d3.2xlarge=5; d3.xlarge=2; i3.2xlarge=2; i3.large=3; i3.xlarge=4; m5.2xlarge=0; m5.large=0; m5.xlarge=3; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=8; m5zn.xlarge=3; r5.2xlarge=6; r5.large=5; r5.xlarge=4; r5a.2xlarge=5; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=2}
chipseq,normal,0.1,40,125,MINMIN,407.0799999999999,6, 5, 12, 10, 4, 2, 1, 2, 2, 0, 0, 4, 1, 0, 1, 0, 10, 6, 4, 6, 3, 2, 3, 1, 0, 10, 3,{c5.2xlarge=6; c5.xlarge=5; c5a.2xlarge=12; c5a.xlarge=10; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=4; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=10; m5zn.xlarge=6; r5.2xlarge=4; r5.large=6; r5.xlarge=3; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=3}
chipseq,normal,0.1,40,125,MAXMIN,473.9,10, 3, 6, 16, 2, 6, 1, 0, 0, 2, 4, 2, 0, 1, 0, 1, 5, 6, 6, 10, 2, 1, 1, 1, 0, 9, 3,{c5.2xlarge=10; c5.xlarge=3; c5a.2xlarge=6; c5a.xlarge=16; d3.2xlarge=2; d3.xlarge=6; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=2; m5.large=4; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=5; m5zn.xlarge=6; r5.2xlarge=6; r5.large=10; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=3}
chipseq,normal,0.1,40,125,MCT,408.90999999999997,8, 4, 9, 16, 1, 2, 0, 0, 0, 1, 3, 1, 0, 1, 0, 6, 14, 8, 2, 5, 2, 0, 2, 1, 0, 10, 2,{c5.2xlarge=8; c5.xlarge=4; c5a.2xlarge=9; c5a.xlarge=16; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=3; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=14; m5zn.xlarge=8; r5.2xlarge=2; r5.large=5; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=2}
chipseq,normal,0.1,40,125,ROUNDROBIN,470.30999999999995,3, 4, 3, 23, 1, 10, 2, 0, 0, 1, 1, 1, 0, 1, 0, 1, 11, 3, 2, 5, 3, 4, 5, 1, 0, 9, 4,{c5.2xlarge=3; c5.xlarge=4; c5a.2xlarge=3; c5a.xlarge=23; d3.2xlarge=1; d3.xlarge=10; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=11; m5zn.xlarge=3; r5.2xlarge=2; r5.large=5; r5.xlarge=3; r5a.2xlarge=4; r5a.large=5; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=4}
chipseq,normal,0.1,40,125,STATIC,378.4699999999999,7, 2, 6, 13, 1, 5, 1, 0, 0, 1, 1, 1, 0, 1, 0, 3, 27, 7, 2, 5, 4, 0, 1, 0, 0, 7, 3,{c5.2xlarge=7; c5.xlarge=2; c5a.2xlarge=6; c5a.xlarge=13; d3.2xlarge=1; d3.xlarge=5; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=27; m5zn.xlarge=7; r5.2xlarge=2; r5.large=5; r5.xlarge=4; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=3}
chipseq,normal,0.1,40,125,NOML,530.42,7, 1, 8, 16, 2, 1, 4, 0, 0, 2, 1, 4, 0, 2, 0, 2, 4, 3, 6, 11, 5, 2, 4, 2, 0, 8, 3,{c5.2xlarge=7; c5.xlarge=1; c5a.2xlarge=8; c5a.xlarge=16; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=4; i3.large=0; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=4; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=4; m5zn.xlarge=3; r5.2xlarge=6; r5.large=11; r5.xlarge=5; r5a.2xlarge=2; r5a.large=4; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=3}
chipseq,normal,0.1,40,125,CUSTOMCLUSTERNOML,451.48999999999995,10, 2, 9, 8, 4, 5, 6, 0, 0, 2, 3, 3, 0, 0, 0, 5, 8, 7, 4, 1, 3, 1, 3, 1, 0, 12, 1,{c5.2xlarge=10; c5.xlarge=2; c5a.2xlarge=9; c5a.xlarge=8; d3.2xlarge=4; d3.xlarge=5; i3.2xlarge=6; i3.large=0; i3.xlarge=0; m5.2xlarge=2; m5.large=3; m5.xlarge=3; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=8; m5zn.xlarge=7; r5.2xlarge=4; r5.large=1; r5.xlarge=3; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=12; z1d.xlarge=1}
chipseq,normal,0.1,40,125,TEXTDISTANCE,353.2099999999999,11, 2, 6, 12, 3, 5, 3, 0, 0, 4, 4, 4, 0, 2, 0, 5, 6, 7, 3, 4, 6, 2, 3, 3, 0, 1, 2,{c5.2xlarge=11; c5.xlarge=2; c5a.2xlarge=6; c5a.xlarge=12; d3.2xlarge=3; d3.xlarge=5; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=4; m5.large=4; m5.xlarge=4; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=6; m5zn.xlarge=7; r5.2xlarge=3; r5.large=4; r5.xlarge=6; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
chipseq,normal,0.1,40,125,CRITICALPATH,448.94,6, 2, 8, 16, 1, 2, 4, 0, 0, 1, 2, 3, 0, 0, 0, 3, 6, 6, 5, 14, 4, 1, 2, 2, 0, 8, 2,{c5.2xlarge=6; c5.xlarge=2; c5a.2xlarge=8; c5a.xlarge=16; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=4; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=2; m5.xlarge=3; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=6; m5zn.xlarge=6; r5.2xlarge=5; r5.large=14; r5.xlarge=4; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=2}
chipseq,normal,0.1,40,125,CRITICALPATHREVERSE,456.53,6, 2, 8, 17, 1, 2, 2, 0, 0, 2, 2, 2, 0, 1, 0, 3, 10, 9, 3, 5, 4, 0, 3, 2, 0, 12, 2,{c5.2xlarge=6; c5.xlarge=2; c5a.2xlarge=8; c5a.xlarge=17; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=10; m5zn.xlarge=9; r5.2xlarge=3; r5.large=5; r5.xlarge=4; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=12; z1d.xlarge=2}
chipseq,normal,0.1,40,125,RESHIV2,403.29999999999995,6, 3, 8, 16, 1, 3, 3, 0, 0, 2, 2, 3, 0, 2, 0, 3, 11, 5, 3, 5, 2, 1, 2, 1, 0, 12, 4,{c5.2xlarge=6; c5.xlarge=3; c5a.2xlarge=8; c5a.xlarge=16; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=11; m5zn.xlarge=5; r5.2xlarge=3; r5.large=5; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=12; z1d.xlarge=4}
chipseq,normal,0.1,40,125,RESHIV3,402.35999999999996,9, 3, 8, 16, 1, 6, 4, 0, 0, 2, 2, 1, 0, 1, 0, 3, 7, 6, 2, 6, 3, 1, 1, 0, 0, 12, 4,{c5.2xlarge=9; c5.xlarge=3; c5a.2xlarge=8; c5a.xlarge=16; d3.2xlarge=1; d3.xlarge=6; i3.2xlarge=4; i3.large=0; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=7; m5zn.xlarge=6; r5.2xlarge=2; r5.large=6; r5.xlarge=3; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=12; z1d.xlarge=4}
chipseq,normal,0.1,40,125,RESHIMAX,348.68999999999994,7, 4, 7, 17, 2, 4, 1, 0, 0, 1, 2, 2, 0, 2, 0, 3, 7, 6, 3, 10, 5, 1, 3, 3, 0, 5, 3,{c5.2xlarge=7; c5.xlarge=4; c5a.2xlarge=7; c5a.xlarge=17; d3.2xlarge=2; d3.xlarge=4; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=2; m5.xlarge=2; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=3; m5zn.large=7; m5zn.xlarge=6; r5.2xlarge=3; r5.large=10; r5.xlarge=5; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=3}
chipseq,normal,0.1,40,125,RESHIFCFS,345.96,8, 3, 10, 15, 1, 4, 2, 0, 0, 1, 1, 3, 0, 1, 0, 2, 10, 6, 2, 8, 4, 2, 2, 2, 0, 10, 1,{c5.2xlarge=8; c5.xlarge=3; c5a.2xlarge=10; c5a.xlarge=15; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=1; m5.large=1; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=10; m5zn.xlarge=6; r5.2xlarge=2; r5.large=8; r5.xlarge=4; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=1}
