Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes
chipseq,normal,0.1,40,61,ROUNDROBIN,519.3399999999999,5, 1, 5, 1, 5, 4, 3, 0, 2, 4, 6, 4, 1, 6, 1, 10, 12, 10, 0, 0, 0, 2, 10, 0, 0, 3, 3,{c5.2xlarge=5; c5.xlarge=1; c5a.2xlarge=5; c5a.xlarge=1; d3.2xlarge=5; d3.xlarge=4; i3.2xlarge=3; i3.large=0; i3.xlarge=2; m5.2xlarge=4; m5.large=6; m5.xlarge=4; m5a.2xlarge=1; m5a.large=6; m5a.xlarge=1; m5zn.2xlarge=10; m5zn.large=12; m5zn.xlarge=10; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=2; r5a.large=10; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=3}
chipseq,normal,0.1,40,61,STATIC,396.6499999999999,3, 2, 7, 4, 4, 4, 1, 0, 2, 3, 3, 3, 1, 2, 0, 9, 31, 10, 0, 0, 0, 0, 2, 0, 0, 5, 2,{c5.2xlarge=3; c5.xlarge=2; c5a.2xlarge=7; c5a.xlarge=4; d3.2xlarge=4; d3.xlarge=4; i3.2xlarge=1; i3.large=0; i3.xlarge=2; m5.2xlarge=3; m5.large=3; m5.xlarge=3; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=31; m5zn.xlarge=10; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=2}
chipseq,normal,0.1,40,61,NOML,708.67,6, 4, 9, 4, 3, 7, 3, 0, 0, 6, 7, 3, 1, 4, 3, 7, 7, 7, 0, 0, 0, 1, 5, 0, 0, 8, 3,{c5.2xlarge=6; c5.xlarge=4; c5a.2xlarge=9; c5a.xlarge=4; d3.2xlarge=3; d3.xlarge=7; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=6; m5.large=7; m5.xlarge=3; m5a.2xlarge=1; m5a.large=4; m5a.xlarge=3; m5zn.2xlarge=7; m5zn.large=7; m5zn.xlarge=7; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=3}
chipseq,normal,0.1,40,61,CUSTOMCLUSTERNOML,404.16999999999996,4, 3, 8, 2, 10, 3, 2, 0, 3, 4, 9, 3, 2, 2, 1, 12, 12, 7, 0, 0, 0, 1, 3, 0, 0, 5, 2,{c5.2xlarge=4; c5.xlarge=3; c5a.2xlarge=8; c5a.xlarge=2; d3.2xlarge=10; d3.xlarge=3; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=4; m5.large=9; m5.xlarge=3; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=12; m5zn.large=12; m5zn.xlarge=7; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=2}
chipseq,normal,0.1,40,61,TEXTDISTANCE,348.65999999999997,5, 4, 7, 4, 4, 4, 4, 0, 2, 8, 7, 4, 1, 4, 2, 12, 11, 7, 0, 0, 0, 3, 2, 0, 0, 2, 1,{c5.2xlarge=5; c5.xlarge=4; c5a.2xlarge=7; c5a.xlarge=4; d3.2xlarge=4; d3.xlarge=4; i3.2xlarge=4; i3.large=0; i3.xlarge=2; m5.2xlarge=8; m5.large=7; m5.xlarge=4; m5a.2xlarge=1; m5a.large=4; m5a.xlarge=2; m5zn.2xlarge=12; m5zn.large=11; m5zn.xlarge=7; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
chipseq,normal,0.1,40,61,CRITICALPATH,397.03999999999996,4, 1, 9, 4, 3, 4, 4, 0, 5, 3, 10, 3, 2, 4, 2, 9, 12, 7, 0, 0, 0, 1, 3, 0, 0, 4, 4,{c5.2xlarge=4; c5.xlarge=1; c5a.2xlarge=9; c5a.xlarge=4; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=4; i3.large=0; i3.xlarge=5; m5.2xlarge=3; m5.large=10; m5.xlarge=3; m5a.2xlarge=2; m5a.large=4; m5a.xlarge=2; m5zn.2xlarge=9; m5zn.large=12; m5zn.xlarge=7; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=4}
chipseq,normal,0.1,40,61,CRITICALPATHREVERSE,463.36999999999995,3, 3, 8, 4, 4, 2, 2, 0, 0, 4, 5, 3, 1, 2, 2, 9, 16, 15, 0, 0, 0, 1, 4, 0, 0, 7, 3,{c5.2xlarge=3; c5.xlarge=3; c5a.2xlarge=8; c5a.xlarge=4; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=2; i3.large=0; i3.xlarge=0; m5.2xlarge=4; m5.large=5; m5.xlarge=3; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=9; m5zn.large=16; m5zn.xlarge=15; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=3}
chipseq,normal,0.1,40,61,RESHIV2,396.98,4, 4, 9, 4, 6, 4, 1, 0, 3, 2, 3, 3, 1, 2, 2, 9, 15, 8, 0, 0, 0, 1, 5, 0, 0, 8, 4,{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=9; c5a.xlarge=4; d3.2xlarge=6; d3.xlarge=4; i3.2xlarge=1; i3.large=0; i3.xlarge=3; m5.2xlarge=2; m5.large=3; m5.xlarge=3; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=2; m5zn.2xlarge=9; m5zn.large=15; m5zn.xlarge=8; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=4}
chipseq,normal,0.1,40,61,RESHIV3,474.74,4, 4, 8, 4, 6, 2, 3, 0, 3, 4, 3, 3, 1, 2, 0, 9, 13, 10, 0, 0, 0, 1, 5, 0, 0, 8, 5,{c5.2xlarge=4; c5.xlarge=4; c5a.2xlarge=8; c5a.xlarge=4; d3.2xlarge=6; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=3; m5.2xlarge=4; m5.large=3; m5.xlarge=3; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=13; m5zn.xlarge=10; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=5}
chipseq,normal,0.1,40,61,RESHIMAX,348.4,5, 3, 9, 5, 3, 4, 3, 0, 4, 4, 8, 3, 0, 4, 2, 8, 11, 8, 0, 0, 0, 0, 4, 0, 0, 6, 4,{c5.2xlarge=5; c5.xlarge=3; c5a.2xlarge=9; c5a.xlarge=5; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=3; i3.large=0; i3.xlarge=4; m5.2xlarge=4; m5.large=8; m5.xlarge=3; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=2; m5zn.2xlarge=8; m5zn.large=11; m5zn.xlarge=8; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=4}
chipseq,normal,0.1,40,61,RESHIFCFS,403.84,4, 2, 9, 5, 4, 3, 2, 0, 4, 2, 7, 2, 1, 2, 1, 10, 14, 10, 0, 0, 0, 0, 4, 0, 0, 7, 5,{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=9; c5a.xlarge=5; d3.2xlarge=4; d3.xlarge=3; i3.2xlarge=2; i3.large=0; i3.xlarge=4; m5.2xlarge=2; m5.large=7; m5.xlarge=2; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=10; m5zn.large=14; m5zn.xlarge=10; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=5}
chipseq,normal,0.1,40,62,MINMIN,408.78999999999996,5, 2, 9, 4, 4, 4, 1, 0, 1, 4, 5, 1, 1, 2, 0, 12, 19, 14, 0, 0, 0, 0, 3, 0, 0, 5, 2,{c5.2xlarge=5; c5.xlarge=2; c5a.2xlarge=9; c5a.xlarge=4; d3.2xlarge=4; d3.xlarge=4; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=4; m5.large=5; m5.xlarge=1; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=12; m5zn.large=19; m5zn.xlarge=14; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=2}
chipseq,normal,0.1,40,62,MAXMIN,473.8999999999999,0, 0, 0, 14, 5, 7, 1, 1, 3, 0, 0, 1, 0, 0, 1, 11, 4, 4, 0, 11, 2, 0, 7, 2, 0, 4, 20,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=14; d3.2xlarge=5; d3.xlarge=7; i3.2xlarge=1; i3.large=1; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=11; m5zn.large=4; m5zn.xlarge=4; r5.2xlarge=0; r5.large=11; r5.xlarge=2; r5a.2xlarge=0; r5a.large=7; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=20}
chipseq,normal,0.1,40,62,MCT,453.67,0, 0, 0, 14, 2, 6, 1, 1, 2, 0, 0, 2, 0, 0, 1, 12, 7, 6, 0, 7, 2, 0, 4, 1, 0, 8, 22,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=14; d3.2xlarge=2; d3.xlarge=6; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=12; m5zn.large=7; m5zn.xlarge=6; r5.2xlarge=0; r5.large=7; r5.xlarge=2; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=22}
chipseq,normal,0.1,40,62,ROUNDROBIN,537.2399999999999,0, 0, 0, 8, 7, 13, 3, 1, 4, 0, 0, 2, 0, 0, 6, 3, 11, 0, 0, 11, 0, 0, 6, 2, 0, 8, 13,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=8; d3.2xlarge=7; d3.xlarge=13; i3.2xlarge=3; i3.large=1; i3.xlarge=4; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=6; m5zn.2xlarge=3; m5zn.large=11; m5zn.xlarge=0; r5.2xlarge=0; r5.large=11; r5.xlarge=0; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=13}
chipseq,normal,0.1,40,62,STATIC,430.6699999999999,0, 0, 0, 12, 4, 9, 1, 0, 3, 0, 0, 3, 0, 0, 1, 7, 8, 2, 0, 5, 2, 0, 2, 1, 0, 21, 17,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=4; d3.xlarge=9; i3.2xlarge=1; i3.large=0; i3.xlarge=3; m5.2xlarge=0; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=7; m5zn.large=8; m5zn.xlarge=2; r5.2xlarge=0; r5.large=5; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=21; z1d.xlarge=17}
chipseq,normal,0.1,40,62,NOML,582.3399999999999,0, 0, 0, 15, 5, 10, 4, 3, 1, 0, 0, 2, 0, 0, 1, 6, 2, 2, 0, 10, 2, 0, 7, 2, 0, 8, 18,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=15; d3.2xlarge=5; d3.xlarge=10; i3.2xlarge=4; i3.large=3; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=2; m5zn.xlarge=2; r5.2xlarge=0; r5.large=10; r5.xlarge=2; r5a.2xlarge=0; r5a.large=7; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=18}
chipseq,normal,0.1,40,62,CUSTOMCLUSTERNOML,588.8,0, 0, 0, 7, 6, 7, 4, 3, 4, 0, 0, 2, 0, 0, 3, 8, 3, 4, 0, 15, 2, 0, 2, 2, 0, 8, 18,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=7; d3.2xlarge=6; d3.xlarge=7; i3.2xlarge=4; i3.large=3; i3.xlarge=4; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=8; m5zn.large=3; m5zn.xlarge=4; r5.2xlarge=0; r5.large=15; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=18}
chipseq,normal,0.1,40,62,TEXTDISTANCE,466.4199999999999,0, 0, 0, 11, 4, 8, 3, 3, 6, 0, 0, 6, 0, 0, 2, 11, 3, 5, 0, 7, 3, 0, 9, 1, 0, 2, 14,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=11; d3.2xlarge=4; d3.xlarge=8; i3.2xlarge=3; i3.large=3; i3.xlarge=6; m5.2xlarge=0; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=11; m5zn.large=3; m5zn.xlarge=5; r5.2xlarge=0; r5.large=7; r5.xlarge=3; r5a.2xlarge=0; r5a.large=9; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=14}
chipseq,normal,0.1,40,62,CRITICALPATH,519.87,0, 0, 0, 12, 5, 9, 6, 3, 8, 0, 0, 3, 0, 0, 2, 8, 6, 3, 0, 11, 1, 0, 2, 3, 0, 4, 12,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=5; d3.xlarge=9; i3.2xlarge=6; i3.large=3; i3.xlarge=8; m5.2xlarge=0; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=8; m5zn.large=6; m5zn.xlarge=3; r5.2xlarge=0; r5.large=11; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=4; z1d.xlarge=12}
chipseq,normal,0.1,40,62,CRITICALPATHREVERSE,532.48,0, 0, 0, 13, 5, 8, 2, 1, 0, 0, 0, 1, 0, 0, 3, 8, 6, 5, 0, 4, 2, 0, 6, 2, 0, 10, 22,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=13; d3.2xlarge=5; d3.xlarge=8; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=8; m5zn.large=6; m5zn.xlarge=5; r5.2xlarge=0; r5.large=4; r5.xlarge=2; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=22}
chipseq,normal,0.1,40,62,RESHIV2,519.97,0, 0, 0, 12, 4, 9, 3, 1, 2, 0, 0, 3, 0, 0, 2, 8, 6, 3, 0, 12, 1, 0, 6, 2, 0, 9, 15,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=4; d3.xlarge=9; i3.2xlarge=3; i3.large=1; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=8; m5zn.large=6; m5zn.xlarge=3; r5.2xlarge=0; r5.large=12; r5.xlarge=1; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=15}
chipseq,normal,0.1,40,62,RESHIV3,520.12,0, 0, 0, 12, 5, 11, 5, 1, 1, 0, 0, 3, 0, 0, 1, 8, 6, 3, 0, 10, 1, 0, 5, 1, 0, 9, 16,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=12; d3.2xlarge=5; d3.xlarge=11; i3.2xlarge=5; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=8; m5zn.large=6; m5zn.xlarge=3; r5.2xlarge=0; r5.large=10; r5.xlarge=1; r5a.2xlarge=0; r5a.large=5; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=16}
chipseq,normal,0.1,40,62,RESHIMAX,453.65999999999997,0, 0, 0, 11, 2, 7, 3, 4, 2, 0, 0, 3, 0, 0, 2, 6, 5, 2, 0, 11, 4, 0, 4, 3, 0, 6, 23,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=11; d3.2xlarge=2; d3.xlarge=7; i3.2xlarge=3; i3.large=4; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=6; m5zn.large=5; m5zn.xlarge=2; r5.2xlarge=0; r5.large=11; r5.xlarge=4; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=6; z1d.xlarge=23}
chipseq,normal,0.1,40,62,RESHIFCFS,460.59,0, 0, 0, 13, 3, 10, 2, 1, 2, 0, 0, 2, 0, 0, 1, 10, 8, 3, 0, 7, 3, 0, 4, 2, 0, 9, 18,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=13; d3.2xlarge=3; d3.xlarge=10; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=10; m5zn.large=8; m5zn.xlarge=3; r5.2xlarge=0; r5.large=7; r5.xlarge=3; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=18}
chipseq,normal,0.1,40,63,MINMIN,405.07,0, 0, 0, 13, 3, 8, 2, 1, 2, 0, 0, 1, 0, 0, 0, 11, 7, 6, 0, 6, 2, 0, 4, 0, 0, 11, 21,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=13; d3.2xlarge=3; d3.xlarge=8; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=0; m5.large=0; m5.xlarge=1; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=11; m5zn.large=7; m5zn.xlarge=6; r5.2xlarge=0; r5.large=6; r5.xlarge=2; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=11; z1d.xlarge=21}
chipseq,normal,0.1,40,63,MAXMIN,476.06,0, 6, 8, 8, 6, 2, 0, 4, 2, 2, 0, 6, 1, 0, 1, 14, 5, 4, 8, 2, 6, 1, 0, 0, 4, 8, 0,{c5.2xlarge=0; c5.xlarge=6; c5a.2xlarge=8; c5a.xlarge=8; d3.2xlarge=6; d3.xlarge=2; i3.2xlarge=0; i3.large=4; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=6; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=14; m5zn.large=5; m5zn.xlarge=4; r5.2xlarge=8; r5.large=2; r5.xlarge=6; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=8; z1d.xlarge=0}
chipseq,normal,0.1,40,63,MCT,401.74999999999994,0, 7, 9, 9, 3, 2, 1, 3, 1, 1, 0, 2, 1, 0, 1, 18, 11, 4, 4, 3, 4, 0, 0, 0, 3, 11, 0,{c5.2xlarge=0; c5.xlarge=7; c5a.2xlarge=9; c5a.xlarge=9; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=3; i3.xlarge=1; m5.2xlarge=1; m5.large=0; m5.xlarge=2; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=18; m5zn.large=11; m5zn.xlarge=4; r5.2xlarge=4; r5.large=3; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=11; z1d.xlarge=0}
chipseq,normal,0.1,40,63,ROUNDROBIN,414.28999999999996,0, 9, 2, 6, 6, 4, 4, 2, 3, 1, 0, 3, 2, 0, 1, 10, 3, 4, 16, 1, 6, 1, 0, 0, 4, 10, 0,{c5.2xlarge=0; c5.xlarge=9; c5a.2xlarge=2; c5a.xlarge=6; d3.2xlarge=6; d3.xlarge=4; i3.2xlarge=4; i3.large=2; i3.xlarge=3; m5.2xlarge=1; m5.large=0; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=10; m5zn.large=3; m5zn.xlarge=4; r5.2xlarge=16; r5.large=1; r5.xlarge=6; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=10; z1d.xlarge=0}
chipseq,normal,0.1,40,63,STATIC,349.03999999999996,0, 5, 7, 8, 7, 1, 0, 3, 2, 1, 0, 3, 1, 0, 2, 12, 11, 5, 6, 1, 7, 0, 0, 0, 4, 12, 0,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=7; c5a.xlarge=8; d3.2xlarge=7; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=3; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=12; m5zn.large=11; m5zn.xlarge=5; r5.2xlarge=6; r5.large=1; r5.xlarge=7; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=12; z1d.xlarge=0}
chipseq,normal,0.1,40,63,NOML,491.17999999999995,0, 10, 8, 9, 3, 2, 0, 5, 2, 3, 0, 3, 4, 0, 1, 8, 4, 3, 10, 4, 2, 3, 0, 0, 5, 9, 0,{c5.2xlarge=0; c5.xlarge=10; c5a.2xlarge=8; c5a.xlarge=9; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=5; i3.xlarge=2; m5.2xlarge=3; m5.large=0; m5.xlarge=3; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=8; m5zn.large=4; m5zn.xlarge=3; r5.2xlarge=10; r5.large=4; r5.xlarge=2; r5a.2xlarge=3; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=9; z1d.xlarge=0}
chipseq,normal,0.1,40,63,CUSTOMCLUSTERNOML,487.17999999999995,0, 4, 9, 5, 8, 2, 2, 2, 2, 2, 0, 4, 1, 0, 3, 12, 10, 3, 9, 3, 3, 0, 0, 0, 4, 10, 0,{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=9; c5a.xlarge=5; d3.2xlarge=8; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=2; m5.large=0; m5.xlarge=4; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=12; m5zn.large=10; m5zn.xlarge=3; r5.2xlarge=9; r5.large=3; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=10; z1d.xlarge=0}
chipseq,normal,0.1,40,63,TEXTDISTANCE,353.80999999999995,0, 6, 7, 7, 4, 3, 2, 3, 4, 4, 0, 11, 0, 0, 1, 11, 5, 3, 8, 3, 6, 2, 0, 0, 3, 5, 0,{c5.2xlarge=0; c5.xlarge=6; c5a.2xlarge=7; c5a.xlarge=7; d3.2xlarge=4; d3.xlarge=3; i3.2xlarge=2; i3.large=3; i3.xlarge=4; m5.2xlarge=4; m5.large=0; m5.xlarge=11; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=11; m5zn.large=5; m5zn.xlarge=3; r5.2xlarge=8; r5.large=3; r5.xlarge=6; r5a.2xlarge=2; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=5; z1d.xlarge=0}
chipseq,normal,0.1,40,63,CRITICALPATH,474.7399999999999,0, 3, 8, 8, 7, 2, 0, 4, 6, 2, 0, 6, 1, 0, 3, 9, 10, 3, 10, 4, 3, 1, 0, 0, 2, 6, 0,{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=8; c5a.xlarge=8; d3.2xlarge=7; d3.xlarge=2; i3.2xlarge=0; i3.large=4; i3.xlarge=6; m5.2xlarge=2; m5.large=0; m5.xlarge=6; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=9; m5zn.large=10; m5zn.xlarge=3; r5.2xlarge=10; r5.large=4; r5.xlarge=3; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=6; z1d.xlarge=0}
chipseq,normal,0.1,40,63,CRITICALPATHREVERSE,487.77,0, 5, 8, 8, 6, 1, 2, 2, 2, 1, 0, 3, 2, 0, 1, 11, 14, 5, 5, 3, 2, 2, 0, 0, 4, 11, 0,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=8; c5a.xlarge=8; d3.2xlarge=6; d3.xlarge=1; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=1; m5.large=0; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=11; m5zn.large=14; m5zn.xlarge=5; r5.2xlarge=5; r5.large=3; r5.xlarge=2; r5a.2xlarge=2; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=11; z1d.xlarge=0}
