Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes
chipseq,exponential,0.15,40,2,TEXTDISTANCE,350.21999999999997,4, 8, 7, 6, 3, 2, 3, 3, 4, 8, 4, 0, 1, 2, 0, 9, 7, 5, 4, 3, 3, 4, 1, 2, 1, 0, 4,{c5.2xlarge=4; c5.xlarge=8; c5a.2xlarge=7; c5a.xlarge=6; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=3; i3.large=3; i3.xlarge=4; m5.2xlarge=8; m5.large=4; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=7; m5zn.xlarge=5; r5.2xlarge=4; r5.large=3; r5.xlarge=3; r5a.2xlarge=4; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=4}
chipseq,exponential,0.15,40,2,CRITICALPATH,475.25,5, 6, 8, 8, 5, 5, 3, 3, 5, 5, 2, 0, 2, 3, 0, 6, 8, 2, 4, 4, 2, 1, 0, 2, 2, 0, 7,{c5.2xlarge=5; c5.xlarge=6; c5a.2xlarge=8; c5a.xlarge=8; d3.2xlarge=5; d3.xlarge=5; i3.2xlarge=3; i3.large=3; i3.xlarge=5; m5.2xlarge=5; m5.large=2; m5.xlarge=0; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=8; m5zn.xlarge=2; r5.2xlarge=4; r5.large=4; r5.xlarge=2; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=7}
chipseq,exponential,0.15,40,2,CRITICALPATHREVERSE,464.2199999999999,5, 8, 8, 8, 4, 3, 2, 1, 0, 2, 1, 0, 2, 2, 0, 8, 11, 5, 4, 1, 2, 3, 1, 1, 4, 0, 12,{c5.2xlarge=5; c5.xlarge=8; c5a.2xlarge=8; c5a.xlarge=8; d3.2xlarge=4; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=11; m5zn.xlarge=5; r5.2xlarge=4; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=12}
chipseq,exponential,0.15,40,2,RESHIV2,474.75999999999993,4, 12, 8, 8, 6, 4, 1, 4, 3, 4, 1, 0, 1, 1, 0, 6, 11, 3, 2, 1, 2, 1, 3, 2, 4, 0, 6,{c5.2xlarge=4; c5.xlarge=12; c5a.2xlarge=8; c5a.xlarge=8; d3.2xlarge=6; d3.xlarge=4; i3.2xlarge=1; i3.large=4; i3.xlarge=3; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=11; m5zn.xlarge=3; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=6}
chipseq,exponential,0.15,40,2,RESHIV3,475.42999999999995,4, 12, 8, 8, 8, 6, 2, 1, 1, 2, 3, 0, 1, 1, 0, 6, 9, 3, 2, 1, 2, 3, 1, 2, 3, 0, 9,{c5.2xlarge=4; c5.xlarge=12; c5a.2xlarge=8; c5a.xlarge=8; d3.2xlarge=8; d3.xlarge=6; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=3; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=9; m5zn.xlarge=3; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=9}
chipseq,exponential,0.15,40,2,RESHIMAX,454.34999999999997,4, 11, 6, 5, 4, 5, 1, 2, 3, 3, 3, 0, 1, 4, 0, 6, 8, 2, 3, 3, 2, 3, 2, 3, 3, 0, 11,{c5.2xlarge=4; c5.xlarge=11; c5a.2xlarge=6; c5a.xlarge=5; d3.2xlarge=4; d3.xlarge=5; i3.2xlarge=1; i3.large=2; i3.xlarge=3; m5.2xlarge=3; m5.large=3; m5.xlarge=0; m5a.2xlarge=1; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=8; m5zn.xlarge=2; r5.2xlarge=3; r5.large=3; r5.xlarge=2; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=11}
chipseq,exponential,0.15,40,2,RESHIFCFS,409.89,4, 10, 9, 8, 6, 3, 2, 2, 5, 2, 1, 0, 2, 1, 0, 7, 12, 3, 2, 1, 2, 2, 1, 3, 3, 0, 7,{c5.2xlarge=4; c5.xlarge=10; c5a.2xlarge=9; c5a.xlarge=8; d3.2xlarge=6; d3.xlarge=3; i3.2xlarge=2; i3.large=2; i3.xlarge=5; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=12; m5zn.xlarge=3; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=7}
chipseq,exponential,0.15,40,3,MINMIN,487.9199999999999,3, 13, 7, 8, 5, 4, 2, 2, 2, 3, 2, 0, 1, 1, 0, 9, 9, 5, 2, 1, 2, 1, 1, 2, 3, 0, 10,{c5.2xlarge=3; c5.xlarge=13; c5a.2xlarge=7; c5a.xlarge=8; d3.2xlarge=5; d3.xlarge=4; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=3; m5.large=2; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=9; m5zn.xlarge=5; r5.2xlarge=2; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=10}
chipseq,exponential,0.15,40,3,MAXMIN,584.74,9, 3, 0, 3, 5, 0, 6, 0, 2, 10, 0, 3, 0, 2, 0, 6, 18, 7, 5, 4, 6, 0, 1, 1, 0, 0, 7,{c5.2xlarge=9; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=6; i3.large=0; i3.xlarge=2; m5.2xlarge=10; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=18; m5zn.xlarge=7; r5.2xlarge=5; r5.large=4; r5.xlarge=6; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7}
chipseq,exponential,0.15,40,3,MCT,497.68999999999994,8, 4, 0, 8, 6, 0, 3, 0, 3, 8, 0, 2, 0, 2, 0, 9, 15, 7, 7, 2, 5, 1, 1, 2, 0, 0, 5,{c5.2xlarge=8; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=8; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=3; i3.large=0; i3.xlarge=3; m5.2xlarge=8; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=15; m5zn.xlarge=7; r5.2xlarge=7; r5.large=2; r5.xlarge=5; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5}
chipseq,exponential,0.15,40,3,ROUNDROBIN,513.7099999999999,4, 1, 0, 1, 5, 0, 10, 0, 4, 20, 0, 3, 0, 1, 0, 5, 12, 4, 12, 3, 3, 1, 0, 2, 0, 0, 7,{c5.2xlarge=4; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=10; i3.large=0; i3.xlarge=4; m5.2xlarge=20; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=12; m5zn.xlarge=4; r5.2xlarge=12; r5.large=3; r5.xlarge=3; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7}
chipseq,exponential,0.15,40,3,STATIC,712.1099999999999,12, 3, 0, 3, 6, 0, 4, 0, 1, 10, 0, 3, 0, 1, 0, 10, 14, 10, 5, 2, 3, 0, 2, 4, 0, 0, 5,{c5.2xlarge=12; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=4; i3.large=0; i3.xlarge=1; m5.2xlarge=10; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=10; m5zn.large=14; m5zn.xlarge=10; r5.2xlarge=5; r5.large=2; r5.xlarge=3; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5}
chipseq,exponential,0.15,40,3,NOML,488.32,10, 4, 0, 5, 6, 0, 2, 0, 3, 14, 0, 4, 0, 1, 0, 5, 11, 5, 7, 2, 2, 3, 3, 3, 0, 0, 8,{c5.2xlarge=10; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=3; m5.2xlarge=14; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=11; m5zn.xlarge=5; r5.2xlarge=7; r5.large=2; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=8}
chipseq,exponential,0.15,40,3,CUSTOMCLUSTERNOML,525.3199999999999,10, 2, 0, 3, 8, 0, 4, 0, 1, 11, 0, 2, 0, 3, 0, 9, 11, 9, 10, 2, 4, 1, 1, 2, 0, 0, 5,{c5.2xlarge=10; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=8; d3.xlarge=0; i3.2xlarge=4; i3.large=0; i3.xlarge=1; m5.2xlarge=11; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=11; m5zn.xlarge=9; r5.2xlarge=10; r5.large=2; r5.xlarge=4; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5}
chipseq,exponential,0.15,40,3,TEXTDISTANCE,549.0999999999999,9, 3, 0, 4, 5, 0, 3, 0, 2, 18, 0, 6, 0, 2, 0, 4, 14, 5, 5, 4, 7, 2, 1, 2, 0, 0, 2,{c5.2xlarge=9; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=3; i3.large=0; i3.xlarge=2; m5.2xlarge=18; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=14; m5zn.xlarge=5; r5.2xlarge=5; r5.large=4; r5.xlarge=7; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=2}
chipseq,exponential,0.15,40,3,CRITICALPATH,474.03999999999996,8, 1, 0, 4, 7, 0, 5, 0, 4, 8, 0, 2, 0, 3, 0, 7, 16, 5, 6, 5, 6, 2, 2, 3, 0, 0, 4,{c5.2xlarge=8; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=7; d3.xlarge=0; i3.2xlarge=5; i3.large=0; i3.xlarge=4; m5.2xlarge=8; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=16; m5zn.xlarge=5; r5.2xlarge=6; r5.large=5; r5.xlarge=6; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,exponential,0.15,40,3,CRITICALPATHREVERSE,481.68999999999994,11, 3, 0, 4, 5, 0, 3, 0, 3, 6, 0, 1, 0, 1, 0, 9, 22, 8, 5, 5, 3, 2, 1, 2, 0, 0, 4,{c5.2xlarge=11; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=3; i3.large=0; i3.xlarge=3; m5.2xlarge=6; m5.large=0; m5.xlarge=1; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=22; m5zn.xlarge=8; r5.2xlarge=5; r5.large=5; r5.xlarge=3; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,exponential,0.15,40,3,RESHIV2,447.59999999999997,8, 4, 0, 4, 7, 0, 4, 0, 2, 7, 0, 3, 0, 1, 0, 7, 19, 6, 5, 8, 4, 1, 2, 1, 0, 0, 5,{c5.2xlarge=8; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=7; d3.xlarge=0; i3.2xlarge=4; i3.large=0; i3.xlarge=2; m5.2xlarge=7; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=19; m5zn.xlarge=6; r5.2xlarge=5; r5.large=8; r5.xlarge=4; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5}
chipseq,exponential,0.15,40,3,RESHIV3,396.52000000000004,9, 4, 0, 4, 6, 0, 2, 0, 2, 6, 0, 3, 0, 3, 0, 7, 16, 6, 4, 8, 5, 1, 1, 4, 0, 0, 7,{c5.2xlarge=9; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=2; m5.2xlarge=6; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=7; m5zn.large=16; m5zn.xlarge=6; r5.2xlarge=4; r5.large=8; r5.xlarge=5; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7}
chipseq,exponential,0.15,40,3,RESHIMAX,485.40000000000003,7, 4, 0, 5, 8, 0, 2, 0, 6, 6, 0, 3, 0, 2, 0, 6, 14, 7, 3, 5, 5, 2, 3, 3, 0, 0, 7,{c5.2xlarge=7; c5.xlarge=4; c5a.2xlarge=0; c5a.xlarge=5; d3.2xlarge=8; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=6; m5.2xlarge=6; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=14; m5zn.xlarge=7; r5.2xlarge=3; r5.large=5; r5.xlarge=5; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7}
chipseq,exponential,0.15,40,3,RESHIFCFS,485.22999999999996,8, 3, 0, 4, 9, 0, 2, 0, 4, 6, 0, 1, 0, 2, 0, 8, 18, 6, 5, 4, 6, 1, 1, 1, 0, 0, 9,{c5.2xlarge=8; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=9; d3.xlarge=0; i3.2xlarge=2; i3.large=0; i3.xlarge=4; m5.2xlarge=6; m5.large=0; m5.xlarge=1; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=18; m5zn.xlarge=6; r5.2xlarge=5; r5.large=4; r5.xlarge=6; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=9}
chipseq,exponential,0.15,40,4,MINMIN,546.81,6, 3, 0, 4, 7, 0, 7, 0, 1, 10, 0, 2, 0, 2, 0, 9, 17, 8, 3, 3, 4, 1, 2, 1, 0, 0, 8,{c5.2xlarge=6; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=4; d3.2xlarge=7; d3.xlarge=0; i3.2xlarge=7; i3.large=0; i3.xlarge=1; m5.2xlarge=10; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=17; m5zn.xlarge=8; r5.2xlarge=3; r5.large=3; r5.xlarge=4; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=8}
chipseq,exponential,0.15,40,4,MAXMIN,520.4399999999999,6, 2, 17, 4, 2, 3, 1, 5, 0, 5, 0, 0, 2, 0, 1, 7, 8, 16, 0, 2, 2, 0, 1, 4, 0, 0, 10,{c5.2xlarge=6; c5.xlarge=2; c5a.2xlarge=17; c5a.xlarge=4; d3.2xlarge=2; d3.xlarge=3; i3.2xlarge=1; i3.large=5; i3.xlarge=0; m5.2xlarge=5; m5.large=0; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=7; m5zn.large=8; m5zn.xlarge=16; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=10}
chipseq,exponential,0.15,40,4,MCT,357.53,7, 5, 20, 4, 1, 1, 1, 4, 0, 3, 0, 0, 0, 0, 0, 6, 9, 13, 0, 4, 2, 2, 3, 3, 0, 0, 10,{c5.2xlarge=7; c5.xlarge=5; c5a.2xlarge=20; c5a.xlarge=4; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=1; i3.large=4; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=6; m5zn.large=9; m5zn.xlarge=13; r5.2xlarge=0; r5.large=4; r5.xlarge=2; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=10}
chipseq,exponential,0.15,40,4,ROUNDROBIN,539.99,3, 1, 6, 6, 5, 2, 3, 16, 0, 7, 0, 0, 2, 0, 7, 11, 4, 10, 0, 3, 2, 2, 2, 3, 0, 0, 3,{c5.2xlarge=3; c5.xlarge=1; c5a.2xlarge=6; c5a.xlarge=6; d3.2xlarge=5; d3.xlarge=2; i3.2xlarge=3; i3.large=16; i3.xlarge=0; m5.2xlarge=7; m5.large=0; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=7; m5zn.2xlarge=11; m5zn.large=4; m5zn.xlarge=10; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=3}
chipseq,exponential,0.15,40,4,STATIC,431.72999999999996,13, 4, 22, 7, 1, 2, 0, 5, 0, 3, 0, 0, 1, 0, 3, 4, 6, 12, 0, 1, 2, 1, 3, 2, 0, 0, 6,{c5.2xlarge=13; c5.xlarge=4; c5a.2xlarge=22; c5a.xlarge=7; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=5; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=4; m5zn.large=6; m5zn.xlarge=12; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=6}
chipseq,exponential,0.15,40,4,NOML,449.7699999999999,8, 2, 20, 8, 1, 2, 3, 2, 0, 6, 0, 0, 3, 0, 3, 4, 4, 11, 0, 2, 2, 2, 2, 6, 0, 0, 7,{c5.2xlarge=8; c5.xlarge=2; c5a.2xlarge=20; c5a.xlarge=8; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=2; i3.xlarge=0; m5.2xlarge=6; m5.large=0; m5.xlarge=0; m5a.2xlarge=3; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=4; m5zn.large=4; m5zn.xlarge=11; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7}
chipseq,exponential,0.15,40,4,CUSTOMCLUSTERNOML,337.30999999999995,9, 1, 19, 7, 4, 2, 5, 5, 0, 4, 0, 0, 2, 0, 0, 8, 6, 6, 0, 2, 2, 2, 3, 3, 0, 0, 8,{c5.2xlarge=9; c5.xlarge=1; c5a.2xlarge=19; c5a.xlarge=7; d3.2xlarge=4; d3.xlarge=2; i3.2xlarge=5; i3.large=5; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=6; m5zn.xlarge=6; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=8}
chipseq,exponential,0.15,40,4,TEXTDISTANCE,352.1999999999999,7, 3, 13, 4, 2, 1, 2, 4, 0, 10, 0, 0, 1, 0, 2, 9, 6, 13, 0, 2, 4, 1, 4, 3, 0, 0, 7,{c5.2xlarge=7; c5.xlarge=3; c5a.2xlarge=13; c5a.xlarge=4; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=4; i3.xlarge=0; m5.2xlarge=10; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=9; m5zn.large=6; m5zn.xlarge=13; r5.2xlarge=0; r5.large=2; r5.xlarge=4; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7}
chipseq,exponential,0.15,40,4,CRITICALPATH,345.24999999999994,8, 4, 25, 8, 2, 1, 3, 6, 0, 4, 0, 0, 1, 0, 1, 5, 6, 7, 0, 2, 1, 2, 4, 1, 0, 0, 7,{c5.2xlarge=8; c5.xlarge=4; c5a.2xlarge=25; c5a.xlarge=8; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=3; i3.large=6; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=5; m5zn.large=6; m5zn.xlarge=7; r5.2xlarge=0; r5.large=2; r5.xlarge=1; r5a.2xlarge=2; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7}
chipseq,exponential,0.15,40,4,CRITICALPATHREVERSE,409.46999999999997,6, 2, 19, 9, 1, 2, 1, 2, 0, 3, 0, 0, 2, 0, 1, 8, 11, 19, 0, 1, 2, 0, 2, 3, 0, 0, 4,{c5.2xlarge=6; c5.xlarge=2; c5a.2xlarge=19; c5a.xlarge=9; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=1; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=8; m5zn.large=11; m5zn.xlarge=19; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,exponential,0.15,40,4,RESHIV2,348.3999999999999,10, 4, 23, 9, 2, 1, 2, 4, 0, 4, 0, 0, 2, 0, 0, 4, 9, 10, 0, 1, 2, 2, 3, 1, 0, 0, 5,{c5.2xlarge=10; c5.xlarge=4; c5a.2xlarge=23; c5a.xlarge=9; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=4; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=9; m5zn.xlarge=10; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=5}
chipseq,exponential,0.15,40,4,RESHIV3,348.19999999999993,10, 5, 25, 8, 2, 1, 0, 4, 0, 2, 0, 0, 1, 0, 2, 5, 7, 12, 0, 1, 2, 1, 2, 4, 0, 0, 4,{c5.2xlarge=10; c5.xlarge=5; c5a.2xlarge=25; c5a.xlarge=8; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=0; i3.large=4; i3.xlarge=0; m5.2xlarge=2; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=5; m5zn.large=7; m5zn.xlarge=12; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,exponential,0.15,40,4,RESHIMAX,340.84,6, 2, 24, 9, 2, 1, 3, 7, 0, 4, 0, 0, 1, 0, 1, 3, 6, 11, 0, 3, 2, 1, 2, 6, 0, 0, 4,{c5.2xlarge=6; c5.xlarge=2; c5a.2xlarge=24; c5a.xlarge=9; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=3; i3.large=7; i3.xlarge=0; m5.2xlarge=4; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=3; m5zn.large=6; m5zn.xlarge=11; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=4}
chipseq,exponential,0.15,40,4,RESHIFCFS,349.35999999999996,9, 2, 23, 8, 1, 2, 2, 5, 0, 3, 0, 0, 1, 0, 2, 6, 10, 8, 0, 1, 2, 1, 3, 2, 0, 0, 7,{c5.2xlarge=9; c5.xlarge=2; c5a.2xlarge=23; c5a.xlarge=8; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=2; i3.large=5; i3.xlarge=0; m5.2xlarge=3; m5.large=0; m5.xlarge=0; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=6; m5zn.large=10; m5zn.xlarge=8; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=7}
