Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes
chipseq,exponential,0.15,40,78,CRITICALPATH,525.5799999999999,0, 3, 12, 0, 5, 5, 2, 7, 2, 6, 0, 12, 3, 5, 1, 0, 14, 6, 0, 0, 0, 1, 0, 2, 0, 8, 4,{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=12; c5a.xlarge=0; d3.2xlarge=5; d3.xlarge=5; i3.2xlarge=2; i3.large=7; i3.xlarge=2; m5.2xlarge=6; m5.large=0; m5.xlarge=12; m5a.2xlarge=3; m5a.large=5; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=14; m5zn.xlarge=6; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=4}
chipseq,exponential,0.15,40,78,CRITICALPATHREVERSE,483.77,0, 5, 12, 0, 3, 3, 0, 3, 1, 5, 0, 5, 1, 3, 2, 0, 16, 10, 0, 0, 0, 3, 2, 1, 0, 17, 6,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=12; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=3; i3.2xlarge=0; i3.large=3; i3.xlarge=1; m5.2xlarge=5; m5.large=0; m5.xlarge=5; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=16; m5zn.xlarge=10; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=17; z1d.xlarge=6}
chipseq,exponential,0.15,40,78,RESHIV2,474.74,0, 2, 13, 0, 4, 6, 2, 3, 2, 5, 0, 13, 1, 3, 2, 0, 14, 7, 0, 0, 0, 0, 2, 0, 0, 14, 5,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=13; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=6; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=5; m5.large=0; m5.xlarge=13; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=14; m5zn.xlarge=7; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=14; z1d.xlarge=5}
chipseq,exponential,0.15,40,78,RESHIV3,524.87,0, 2, 13, 0, 5, 7, 2, 3, 2, 5, 0, 13, 0, 2, 0, 0, 15, 6, 0, 0, 0, 3, 1, 1, 0, 14, 4,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=13; c5a.xlarge=0; d3.2xlarge=5; d3.xlarge=7; i3.2xlarge=2; i3.large=3; i3.xlarge=2; m5.2xlarge=5; m5.large=0; m5.xlarge=13; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=15; m5zn.xlarge=6; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=3; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=14; z1d.xlarge=4}
chipseq,exponential,0.15,40,78,RESHIMAX,484.7099999999999,0, 4, 11, 0, 7, 5, 2, 3, 1, 5, 0, 13, 1, 3, 2, 0, 11, 6, 0, 0, 0, 1, 0, 3, 0, 15, 5,{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=11; c5a.xlarge=0; d3.2xlarge=7; d3.xlarge=5; i3.2xlarge=2; i3.large=3; i3.xlarge=1; m5.2xlarge=5; m5.large=0; m5.xlarge=13; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=0; m5zn.large=11; m5zn.xlarge=6; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=15; z1d.xlarge=5}
chipseq,exponential,0.15,40,78,RESHIFCFS,458.71999999999997,0, 2, 11, 0, 3, 6, 0, 4, 2, 6, 0, 9, 1, 2, 1, 0, 16, 6, 0, 0, 0, 2, 1, 4, 0, 16, 6,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=11; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=6; i3.2xlarge=0; i3.large=4; i3.xlarge=2; m5.2xlarge=6; m5.large=0; m5.xlarge=9; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=16; m5zn.xlarge=6; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=2; r5a.large=1; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=16; z1d.xlarge=6}
chipseq,exponential,0.15,40,79,MINMIN,409.39,0, 5, 14, 0, 4, 4, 1, 3, 1, 6, 0, 6, 0, 2, 1, 0, 18, 12, 0, 0, 0, 0, 1, 0, 0, 16, 4,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=14; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=4; i3.2xlarge=1; i3.large=3; i3.xlarge=1; m5.2xlarge=6; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=0; m5zn.large=18; m5zn.xlarge=12; r5.2xlarge=0; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=16; z1d.xlarge=4}
chipseq,exponential,0.15,40,79,MAXMIN,476.8099999999999,10, 10, 4, 0, 4, 0, 1, 0, 1, 3, 4, 9, 0, 0, 0, 8, 5, 4, 8, 6, 0, 0, 1, 1, 8, 7, 4,{c5.2xlarge=10; c5.xlarge=10; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=1; i3.large=0; i3.xlarge=1; m5.2xlarge=3; m5.large=4; m5.xlarge=9; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=5; m5zn.xlarge=4; r5.2xlarge=8; r5.large=6; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=8; z1d.large=7; z1d.xlarge=4}
chipseq,exponential,0.15,40,79,MCT,409.4799999999999,8, 11, 4, 0, 2, 0, 0, 1, 4, 3, 3, 5, 0, 0, 0, 12, 14, 3, 4, 5, 0, 0, 0, 0, 7, 10, 2,{c5.2xlarge=8; c5.xlarge=11; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=4; m5.2xlarge=3; m5.large=3; m5.xlarge=5; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=12; m5zn.large=14; m5zn.xlarge=3; r5.2xlarge=4; r5.large=5; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=0; z1d.2xlarge=7; z1d.large=10; z1d.xlarge=2}
chipseq,exponential,0.15,40,79,ROUNDROBIN,564.2399999999999,10, 9, 2, 0, 3, 0, 1, 2, 2, 12, 1, 6, 0, 0, 1, 2, 6, 6, 4, 6, 0, 0, 2, 5, 6, 10, 2,{c5.2xlarge=10; c5.xlarge=9; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=1; i3.large=2; i3.xlarge=2; m5.2xlarge=12; m5.large=1; m5.xlarge=6; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=6; m5zn.xlarge=6; r5.2xlarge=4; r5.large=6; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=5; z1d.2xlarge=6; z1d.large=10; z1d.xlarge=2}
chipseq,exponential,0.15,40,79,STATIC,341.4799999999999,6, 11, 3, 0, 4, 0, 0, 2, 1, 5, 1, 5, 0, 0, 0, 8, 18, 4, 5, 4, 0, 0, 1, 0, 7, 11, 2,{c5.2xlarge=6; c5.xlarge=11; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=1; m5.2xlarge=5; m5.large=1; m5.xlarge=5; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=8; m5zn.large=18; m5zn.xlarge=4; r5.2xlarge=5; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=7; z1d.large=11; z1d.xlarge=2}
chipseq,exponential,0.15,40,79,NOML,453.12999999999994,11, 12, 4, 0, 0, 0, 1, 1, 2, 6, 1, 8, 0, 0, 3, 6, 4, 3, 5, 9, 0, 0, 2, 3, 4, 8, 5,{c5.2xlarge=11; c5.xlarge=12; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=6; m5.large=1; m5.xlarge=8; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=6; m5zn.large=4; m5zn.xlarge=3; r5.2xlarge=5; r5.large=9; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=3; z1d.2xlarge=4; z1d.large=8; z1d.xlarge=5}
chipseq,exponential,0.15,40,79,CUSTOMCLUSTERNOML,524.77,9, 8, 2, 0, 7, 0, 1, 1, 2, 5, 2, 5, 0, 0, 1, 8, 6, 3, 12, 3, 0, 0, 0, 3, 8, 10, 2,{c5.2xlarge=9; c5.xlarge=8; c5a.2xlarge=2; c5a.xlarge=0; d3.2xlarge=7; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=5; m5.large=2; m5.xlarge=5; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=8; m5zn.large=6; m5zn.xlarge=3; r5.2xlarge=12; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=8; z1d.large=10; z1d.xlarge=2}
chipseq,exponential,0.15,40,79,TEXTDISTANCE,418.04999999999995,7, 10, 5, 0, 4, 0, 2, 3, 3, 12, 3, 12, 0, 0, 2, 3, 4, 3, 6, 4, 0, 0, 3, 1, 5, 4, 2,{c5.2xlarge=7; c5.xlarge=10; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=2; i3.large=3; i3.xlarge=3; m5.2xlarge=12; m5.large=3; m5.xlarge=12; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=4; m5zn.xlarge=3; r5.2xlarge=6; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=5; z1d.large=4; z1d.xlarge=2}
chipseq,exponential,0.15,40,79,CRITICALPATH,473.87999999999994,8, 8, 4, 0, 3, 0, 1, 3, 0, 3, 2, 8, 0, 0, 2, 7, 11, 3, 7, 10, 0, 0, 1, 3, 4, 7, 3,{c5.2xlarge=8; c5.xlarge=8; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=1; i3.large=3; i3.xlarge=0; m5.2xlarge=3; m5.large=2; m5.xlarge=8; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=7; m5zn.large=11; m5zn.xlarge=3; r5.2xlarge=7; r5.large=10; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=4; z1d.large=7; z1d.xlarge=3}
chipseq,exponential,0.15,40,79,CRITICALPATHREVERSE,496.63,8, 7, 4, 0, 6, 0, 0, 1, 2, 4, 1, 4, 0, 0, 2, 8, 12, 5, 7, 5, 0, 0, 3, 1, 4, 11, 3,{c5.2xlarge=8; c5.xlarge=7; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=6; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=2; m5.2xlarge=4; m5.large=1; m5.xlarge=4; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=8; m5zn.large=12; m5zn.xlarge=5; r5.2xlarge=7; r5.large=5; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=1; z1d.2xlarge=4; z1d.large=11; z1d.xlarge=3}
chipseq,exponential,0.15,40,79,RESHIV2,488.15,8, 10, 4, 0, 4, 0, 2, 1, 3, 3, 2, 6, 0, 0, 1, 8, 10, 3, 4, 7, 0, 0, 2, 1, 4, 12, 3,{c5.2xlarge=8; c5.xlarge=10; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=3; m5.large=2; m5.xlarge=6; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=8; m5zn.large=10; m5zn.xlarge=3; r5.2xlarge=4; r5.large=7; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=4; z1d.large=12; z1d.xlarge=3}
chipseq,exponential,0.15,40,79,RESHIV3,474.75999999999993,9, 10, 4, 0, 5, 0, 1, 1, 3, 4, 2, 7, 0, 0, 2, 8, 10, 3, 3, 5, 0, 0, 1, 0, 5, 13, 2,{c5.2xlarge=9; c5.xlarge=10; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=1; i3.large=1; i3.xlarge=3; m5.2xlarge=4; m5.large=2; m5.xlarge=7; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=8; m5zn.large=10; m5zn.xlarge=3; r5.2xlarge=3; r5.large=5; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=13; z1d.xlarge=2}
chipseq,exponential,0.15,40,79,RESHIMAX,409.02,7, 12, 3, 0, 5, 0, 2, 2, 1, 7, 2, 6, 0, 0, 1, 6, 8, 3, 4, 8, 0, 0, 1, 3, 5, 8, 4,{c5.2xlarge=7; c5.xlarge=12; c5a.2xlarge=3; c5a.xlarge=0; d3.2xlarge=5; d3.xlarge=0; i3.2xlarge=2; i3.large=2; i3.xlarge=1; m5.2xlarge=7; m5.large=2; m5.xlarge=6; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=8; m5zn.xlarge=3; r5.2xlarge=4; r5.large=8; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=5; z1d.large=8; z1d.xlarge=4}
chipseq,exponential,0.15,40,79,RESHIFCFS,481.56999999999994,9, 8, 5, 0, 3, 0, 2, 1, 2, 4, 1, 5, 0, 0, 1, 10, 13, 3, 3, 3, 0, 0, 1, 1, 8, 12, 3,{c5.2xlarge=9; c5.xlarge=8; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=4; m5.large=1; m5.xlarge=5; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=10; m5zn.large=13; m5zn.xlarge=3; r5.2xlarge=3; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=1; z1d.2xlarge=8; z1d.large=12; z1d.xlarge=3}
chipseq,exponential,0.15,40,80,MINMIN,408.88,10, 9, 5, 0, 2, 0, 0, 1, 1, 4, 2, 5, 0, 0, 0, 9, 14, 6, 4, 6, 0, 0, 1, 0, 5, 11, 3,{c5.2xlarge=10; c5.xlarge=9; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=2; m5.xlarge=5; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=9; m5zn.large=14; m5zn.xlarge=6; r5.2xlarge=4; r5.large=6; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=11; z1d.xlarge=3}
chipseq,exponential,0.15,40,80,MAXMIN,474.47999999999996,10, 3, 5, 8, 3, 2, 0, 2, 2, 6, 0, 4, 0, 5, 2, 7, 10, 3, 0, 5, 2, 1, 2, 4, 4, 0, 8,{c5.2xlarge=10; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=8; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=2; m5.2xlarge=6; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=5; m5a.xlarge=2; m5zn.2xlarge=7; m5zn.large=10; m5zn.xlarge=3; r5.2xlarge=0; r5.large=5; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=4; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=8}
chipseq,exponential,0.15,40,80,MCT,457.74,9, 3, 3, 8, 1, 1, 0, 1, 1, 3, 0, 3, 0, 2, 0, 12, 21, 6, 0, 3, 1, 1, 2, 4, 2, 0, 11,{c5.2xlarge=9; c5.xlarge=3; c5a.2xlarge=3; c5a.xlarge=8; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=12; m5zn.large=21; m5zn.xlarge=6; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=4; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=11}
chipseq,exponential,0.15,40,80,ROUNDROBIN,830.72,9, 5, 1, 2, 1, 0, 0, 1, 2, 6, 0, 8, 0, 2, 5, 6, 15, 1, 0, 10, 1, 2, 3, 13, 1, 0, 4,{c5.2xlarge=9; c5.xlarge=5; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=1; i3.xlarge=2; m5.2xlarge=6; m5.large=0; m5.xlarge=8; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=5; m5zn.2xlarge=6; m5zn.large=15; m5zn.xlarge=1; r5.2xlarge=0; r5.large=10; r5.xlarge=1; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=13; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=4}
chipseq,exponential,0.15,40,80,STATIC,341.48999999999995,7, 2, 4, 7, 2, 2, 0, 1, 1, 4, 0, 4, 0, 3, 0, 13, 23, 5, 0, 2, 2, 1, 1, 4, 2, 0, 8,{c5.2xlarge=7; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=7; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=13; m5zn.large=23; m5zn.xlarge=5; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=4; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=8}
chipseq,exponential,0.15,40,80,NOML,583.87,10, 4, 4, 8, 2, 1, 0, 2, 2, 7, 0, 6, 0, 3, 4, 4, 10, 1, 0, 4, 3, 2, 4, 7, 3, 0, 7,{c5.2xlarge=10; c5.xlarge=4; c5a.2xlarge=4; c5a.xlarge=8; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=0; i3.large=2; i3.xlarge=2; m5.2xlarge=7; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=4; m5zn.2xlarge=4; m5zn.large=10; m5zn.xlarge=1; r5.2xlarge=0; r5.large=4; r5.xlarge=3; r5a.2xlarge=2; r5a.large=4; r5a.xlarge=7; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=7}
chipseq,exponential,0.15,40,80,CUSTOMCLUSTERNOML,402.5,8, 2, 4, 5, 7, 2, 0, 3, 1, 5, 0, 3, 0, 1, 2, 8, 17, 3, 0, 5, 2, 3, 1, 5, 5, 0, 6,{c5.2xlarge=8; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=5; d3.2xlarge=7; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=1; m5.2xlarge=5; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=8; m5zn.large=17; m5zn.xlarge=3; r5.2xlarge=0; r5.large=5; r5.xlarge=2; r5a.2xlarge=3; r5a.large=1; r5a.xlarge=5; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=6}
chipseq,exponential,0.15,40,80,TEXTDISTANCE,353.0299999999999,10, 3, 4, 6, 1, 3, 0, 2, 2, 12, 0, 10, 0, 4, 3, 6, 8, 3, 0, 3, 3, 3, 3, 3, 1, 0, 5,{c5.2xlarge=10; c5.xlarge=3; c5a.2xlarge=4; c5a.xlarge=6; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=0; i3.large=2; i3.xlarge=2; m5.2xlarge=12; m5.large=0; m5.xlarge=10; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=3; m5zn.2xlarge=6; m5zn.large=8; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=3; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=3; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=5}
chipseq,exponential,0.15,40,80,CRITICALPATH,404.07,8, 1, 4, 8, 1, 3, 0, 2, 2, 3, 0, 6, 0, 6, 6, 6, 14, 3, 0, 6, 3, 2, 4, 1, 3, 0, 6,{c5.2xlarge=8; c5.xlarge=1; c5a.2xlarge=4; c5a.xlarge=8; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=0; i3.large=2; i3.xlarge=2; m5.2xlarge=3; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=6; m5a.xlarge=6; m5zn.2xlarge=6; m5zn.large=14; m5zn.xlarge=3; r5.2xlarge=0; r5.large=6; r5.xlarge=3; r5a.2xlarge=2; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=6}
chipseq,exponential,0.15,40,80,CRITICALPATHREVERSE,460.48999999999995,7, 3, 4, 9, 2, 2, 0, 1, 0, 6, 0, 2, 0, 3, 2, 8, 21, 5, 0, 4, 2, 0, 3, 2, 2, 0, 10,{c5.2xlarge=7; c5.xlarge=3; c5a.2xlarge=4; c5a.xlarge=9; d3.2xlarge=2; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=0; m5.2xlarge=6; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=3; m5a.xlarge=2; m5zn.2xlarge=8; m5zn.large=21; m5zn.xlarge=5; r5.2xlarge=0; r5.large=4; r5.xlarge=2; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=10}
chipseq,exponential,0.15,40,80,RESHIV2,403.76,9, 4, 4, 8, 1, 4, 0, 1, 2, 4, 0, 2, 0, 2, 1, 6, 17, 2, 0, 2, 3, 3, 3, 5, 5, 0, 10,{c5.2xlarge=9; c5.xlarge=4; c5a.2xlarge=4; c5a.xlarge=8; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=0; i3.large=1; i3.xlarge=2; m5.2xlarge=4; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=17; m5zn.xlarge=2; r5.2xlarge=0; r5.large=2; r5.xlarge=3; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=5; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=10}
chipseq,exponential,0.15,40,80,RESHIV3,403.17999999999995,8, 4, 4, 8, 1, 2, 0, 3, 2, 4, 0, 4, 0, 2, 1, 6, 15, 3, 0, 6, 2, 3, 3, 2, 3, 0, 12,{c5.2xlarge=8; c5.xlarge=4; c5a.2xlarge=4; c5a.xlarge=8; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=2; m5.2xlarge=4; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=6; m5zn.large=15; m5zn.xlarge=3; r5.2xlarge=0; r5.large=6; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=12}
chipseq,exponential,0.15,40,80,RESHIMAX,455.16999999999996,7, 4, 3, 8, 1, 2, 0, 3, 1, 6, 0, 6, 0, 4, 3, 6, 11, 3, 0, 4, 1, 1, 1, 7, 5, 0, 11,{c5.2xlarge=7; c5.xlarge=4; c5a.2xlarge=3; c5a.xlarge=8; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=3; i3.xlarge=1; m5.2xlarge=6; m5.large=0; m5.xlarge=6; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=3; m5zn.2xlarge=6; m5zn.large=11; m5zn.xlarge=3; r5.2xlarge=0; r5.large=4; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=7; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=11}
chipseq,exponential,0.15,40,80,RESHIFCFS,409.03,9, 4, 4, 9, 1, 2, 0, 1, 4, 4, 0, 4, 0, 2, 1, 7, 18, 3, 0, 3, 2, 2, 2, 4, 5, 0, 7,{c5.2xlarge=9; c5.xlarge=4; c5a.2xlarge=4; c5a.xlarge=9; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=1; i3.xlarge=4; m5.2xlarge=4; m5.large=0; m5.xlarge=4; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=7; m5zn.large=18; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=2; r5a.2xlarge=2; r5a.large=2; r5a.xlarge=4; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=7}
chipseq,exponential,0.15,40,81,MINMIN,407.46999999999997,9, 3, 3, 9, 1, 1, 0, 1, 1, 4, 0, 3, 0, 2, 1, 9, 26, 5, 0, 3, 1, 0, 2, 2, 2, 0, 10,{c5.2xlarge=9; c5.xlarge=3; c5a.2xlarge=3; c5a.xlarge=9; d3.2xlarge=1; d3.xlarge=1; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=4; m5.large=0; m5.xlarge=3; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=1; m5zn.2xlarge=9; m5zn.large=26; m5zn.xlarge=5; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=10}
