Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,normal,0.2,40,161,RESHIFCFS,587.15,18, 0, 0, 9, 15, 7, 10, 6, 9, 6, 12, 8, 0, 4, 0, 21, 26, 3, 8, 10, 3, 0, 6, 7, 7, 0, 10,{c5.2xlarge=18; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=9; d3.2xlarge=15; d3.xlarge=7; i3.2xlarge=10; i3.large=6; i3.xlarge=9; m5.2xlarge=6; m5.large=12; m5.xlarge=8; m5a.2xlarge=0; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=21; m5zn.large=26; m5zn.xlarge=3; r5.2xlarge=8; r5.large=10; r5.xlarge=3; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=7; z1d.2xlarge=7; z1d.large=0; z1d.xlarge=10},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=0; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=1; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=3; m5.large=3; m5.xlarge=4; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=3; m5zn.xlarge=1; r5.2xlarge=1; r5.large=2; r5.xlarge=2; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=2}
viralrecon,normal,0.2,40,162,MINMIN,587.5499999999998,0, 5, 11, 36, 1, 0, 0, 3, 0, 10, 5, 0, 3, 1, 6, 12, 27, 27, 0, 12, 8, 0, 1, 0, 4, 0, 34,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=11; c5a.xlarge=36; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=3; i3.xlarge=0; m5.2xlarge=10; m5.large=5; m5.xlarge=0; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=6; m5zn.2xlarge=12; m5zn.large=27; m5zn.xlarge=27; r5.2xlarge=0; r5.large=12; r5.xlarge=8; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=34},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,normal,0.2,40,162,MAXMIN,520.7099999999999,0, 4, 13, 47, 1, 0, 0, 4, 0, 17, 10, 0, 3, 1, 6, 2, 21, 20, 0, 9, 8, 5, 6, 0, 3, 0, 26,{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=13; c5a.xlarge=47; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=4; i3.xlarge=0; m5.2xlarge=17; m5.large=10; m5.xlarge=0; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=6; m5zn.2xlarge=2; m5zn.large=21; m5zn.xlarge=20; r5.2xlarge=0; r5.large=9; r5.xlarge=8; r5a.2xlarge=5; r5a.large=6; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=26},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,normal,0.2,40,162,MCT,574.8299999999999,0, 2, 12, 49, 1, 0, 0, 4, 0, 9, 5, 0, 3, 2, 6, 11, 32, 21, 0, 8, 8, 0, 5, 0, 3, 0, 24,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=12; c5a.xlarge=49; d3.2xlarge=1; d3.xlarge=0; i3.2xlarge=0; i3.large=4; i3.xlarge=0; m5.2xlarge=9; m5.large=5; m5.xlarge=0; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=6; m5zn.2xlarge=11; m5zn.large=32; m5zn.xlarge=21; r5.2xlarge=0; r5.large=8; r5.xlarge=8; r5a.2xlarge=0; r5a.large=5; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=24},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,normal,0.2,40,162,ROUNDROBIN,694.29,0, 0, 2, 25, 9, 0, 0, 9, 0, 35, 2, 0, 1, 1, 12, 0, 18, 18, 0, 1, 2, 11, 8, 0, 0, 0, 51,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=25; d3.2xlarge=9; d3.xlarge=0; i3.2xlarge=0; i3.large=9; i3.xlarge=0; m5.2xlarge=35; m5.large=2; m5.xlarge=0; m5a.2xlarge=1; m5a.large=1; m5a.xlarge=12; m5zn.2xlarge=0; m5zn.large=18; m5zn.xlarge=18; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=11; r5a.large=8; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=51},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,normal,0.2,40,162,STATIC,658.6999999999998,0, 2, 9, 27, 4, 0, 0, 0, 0, 15, 1, 0, 3, 2, 0, 4, 34, 22, 0, 5, 3, 1, 3, 0, 3, 0, 67,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=9; c5a.xlarge=27; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=0; i3.large=0; i3.xlarge=0; m5.2xlarge=15; m5.large=1; m5.xlarge=0; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=4; m5zn.large=34; m5zn.xlarge=22; r5.2xlarge=0; r5.large=5; r5.xlarge=3; r5a.2xlarge=1; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=3; z1d.large=0; z1d.xlarge=67},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,normal,0.2,40,162,NOML,327.89999999999986,0, 10, 12, 18, 8, 0, 0, 10, 0, 11, 8, 0, 16, 5, 6, 6, 27, 16, 0, 5, 7, 3, 8, 0, 6, 0, 23,{c5.2xlarge=0; c5.xlarge=10; c5a.2xlarge=12; c5a.xlarge=18; d3.2xlarge=8; d3.xlarge=0; i3.2xlarge=0; i3.large=10; i3.xlarge=0; m5.2xlarge=11; m5.large=8; m5.xlarge=0; m5a.2xlarge=16; m5a.large=5; m5a.xlarge=6; m5zn.2xlarge=6; m5zn.large=27; m5zn.xlarge=16; r5.2xlarge=0; r5.large=5; r5.xlarge=7; r5a.2xlarge=3; r5a.large=8; r5a.xlarge=0; z1d.2xlarge=6; z1d.large=0; z1d.xlarge=23},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,normal,0.2,40,162,CUSTOMCLUSTERNOML,375.36999999999983,0, 7, 11, 11, 21, 0, 0, 16, 0, 13, 7, 0, 12, 6, 7, 6, 10, 22, 0, 7, 6, 9, 9, 0, 4, 0, 21,{c5.2xlarge=0; c5.xlarge=7; c5a.2xlarge=11; c5a.xlarge=11; d3.2xlarge=21; d3.xlarge=0; i3.2xlarge=0; i3.large=16; i3.xlarge=0; m5.2xlarge=13; m5.large=7; m5.xlarge=0; m5a.2xlarge=12; m5a.large=6; m5a.xlarge=7; m5zn.2xlarge=6; m5zn.large=10; m5zn.xlarge=22; r5.2xlarge=0; r5.large=7; r5.xlarge=6; r5a.2xlarge=9; r5a.large=9; r5a.xlarge=0; z1d.2xlarge=4; z1d.large=0; z1d.xlarge=21},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,normal,0.2,40,162,TEXTDISTANCE,477.5799999999998,0, 11, 9, 18, 9, 0, 0, 8, 0, 20, 13, 0, 9, 4, 7, 5, 11, 20, 0, 11, 10, 9, 7, 0, 9, 0, 15,{c5.2xlarge=0; c5.xlarge=11; c5a.2xlarge=9; c5a.xlarge=18; d3.2xlarge=9; d3.xlarge=0; i3.2xlarge=0; i3.large=8; i3.xlarge=0; m5.2xlarge=20; m5.large=13; m5.xlarge=0; m5a.2xlarge=9; m5a.large=4; m5a.xlarge=7; m5zn.2xlarge=5; m5zn.large=11; m5zn.xlarge=20; r5.2xlarge=0; r5.large=11; r5.xlarge=10; r5a.2xlarge=9; r5a.large=7; r5a.xlarge=0; z1d.2xlarge=9; z1d.large=0; z1d.xlarge=15},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,normal,0.2,40,162,CRITICALPATH,330.22999999999985,0, 3, 14, 15, 8, 0, 0, 14, 0, 12, 6, 0, 9, 4, 6, 8, 26, 20, 0, 7, 9, 12, 10, 0, 11, 0, 11,{c5.2xlarge=0; c5.xlarge=3; c5a.2xlarge=14; c5a.xlarge=15; d3.2xlarge=8; d3.xlarge=0; i3.2xlarge=0; i3.large=14; i3.xlarge=0; m5.2xlarge=12; m5.large=6; m5.xlarge=0; m5a.2xlarge=9; m5a.large=4; m5a.xlarge=6; m5zn.2xlarge=8; m5zn.large=26; m5zn.xlarge=20; r5.2xlarge=0; r5.large=7; r5.xlarge=9; r5a.2xlarge=12; r5a.large=10; r5a.xlarge=0; z1d.2xlarge=11; z1d.large=0; z1d.xlarge=11},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,normal,0.2,40,162,CRITICALPATHREVERSE,374.50999999999993,0, 8, 18, 22, 11, 0, 0, 10, 0, 9, 6, 0, 8, 7, 7, 3, 25, 16, 0, 9, 11, 11, 7, 0, 2, 0, 16,{c5.2xlarge=0; c5.xlarge=8; c5a.2xlarge=18; c5a.xlarge=22; d3.2xlarge=11; d3.xlarge=0; i3.2xlarge=0; i3.large=10; i3.xlarge=0; m5.2xlarge=9; m5.large=6; m5.xlarge=0; m5a.2xlarge=8; m5a.large=7; m5a.xlarge=7; m5zn.2xlarge=3; m5zn.large=25; m5zn.xlarge=16; r5.2xlarge=0; r5.large=9; r5.xlarge=11; r5a.2xlarge=11; r5a.large=7; r5a.xlarge=0; z1d.2xlarge=2; z1d.large=0; z1d.xlarge=16},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,normal,0.2,40,162,RESHIV2,352.0899999999999,0, 4, 13, 17, 10, 0, 0, 6, 0, 14, 7, 0, 6, 7, 6, 12, 27, 14, 0, 13, 9, 7, 10, 0, 5, 0, 19,{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=13; c5a.xlarge=17; d3.2xlarge=10; d3.xlarge=0; i3.2xlarge=0; i3.large=6; i3.xlarge=0; m5.2xlarge=14; m5.large=7; m5.xlarge=0; m5a.2xlarge=6; m5a.large=7; m5a.xlarge=6; m5zn.2xlarge=12; m5zn.large=27; m5zn.xlarge=14; r5.2xlarge=0; r5.large=13; r5.xlarge=9; r5a.2xlarge=7; r5a.large=10; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=19},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,normal,0.2,40,162,RESHIV3,346.57999999999987,0, 8, 9, 25, 11, 0, 0, 6, 0, 9, 5, 0, 7, 6, 10, 6, 27, 15, 0, 13, 6, 8, 10, 0, 5, 0, 19,{c5.2xlarge=0; c5.xlarge=8; c5a.2xlarge=9; c5a.xlarge=25; d3.2xlarge=11; d3.xlarge=0; i3.2xlarge=0; i3.large=6; i3.xlarge=0; m5.2xlarge=9; m5.large=5; m5.xlarge=0; m5a.2xlarge=7; m5a.large=6; m5a.xlarge=10; m5zn.2xlarge=6; m5zn.large=27; m5zn.xlarge=15; r5.2xlarge=0; r5.large=13; r5.xlarge=6; r5a.2xlarge=8; r5a.large=10; r5a.xlarge=0; z1d.2xlarge=5; z1d.large=0; z1d.xlarge=19},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,normal,0.2,40,162,RESHIMAX,353.0199999999999,0, 5, 10, 26, 9, 0, 0, 7, 0, 9, 7, 0, 11, 6, 8, 4, 26, 17, 0, 9, 5, 11, 10, 0, 7, 0, 18,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=10; c5a.xlarge=26; d3.2xlarge=9; d3.xlarge=0; i3.2xlarge=0; i3.large=7; i3.xlarge=0; m5.2xlarge=9; m5.large=7; m5.xlarge=0; m5a.2xlarge=11; m5a.large=6; m5a.xlarge=8; m5zn.2xlarge=4; m5zn.large=26; m5zn.xlarge=17; r5.2xlarge=0; r5.large=9; r5.xlarge=5; r5a.2xlarge=11; r5a.large=10; r5a.xlarge=0; z1d.2xlarge=7; z1d.large=0; z1d.xlarge=18},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,normal,0.2,40,162,RESHIFCFS,347.0799999999999,0, 6, 8, 19, 13, 0, 0, 5, 0, 10, 5, 0, 4, 7, 6, 16, 31, 18, 0, 7, 7, 8, 10, 0, 8, 0, 15,{c5.2xlarge=0; c5.xlarge=6; c5a.2xlarge=8; c5a.xlarge=19; d3.2xlarge=13; d3.xlarge=0; i3.2xlarge=0; i3.large=5; i3.xlarge=0; m5.2xlarge=10; m5.large=5; m5.xlarge=0; m5a.2xlarge=4; m5a.large=7; m5a.xlarge=6; m5zn.2xlarge=16; m5zn.large=31; m5zn.xlarge=18; r5.2xlarge=0; r5.large=7; r5.xlarge=7; r5a.2xlarge=8; r5a.large=10; r5a.xlarge=0; z1d.2xlarge=8; z1d.large=0; z1d.xlarge=15},{c5.2xlarge=0; c5.xlarge=1; c5a.2xlarge=2; c5a.xlarge=3; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=0; i3.large=2; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=3; m5zn.xlarge=3; r5.2xlarge=0; r5.large=3; r5.xlarge=1; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=0; z1d.2xlarge=1; z1d.large=0; z1d.xlarge=3}
viralrecon,normal,0.2,40,163,MINMIN,561.7099999999999,10, 14, 5, 11, 2, 4, 3, 0, 0, 2, 2, 7, 2, 4, 1, 27, 66, 0, 16, 0, 6, 0, 0, 5, 2, 14, 3,{c5.2xlarge=10; c5.xlarge=14; c5a.2xlarge=5; c5a.xlarge=11; d3.2xlarge=2; d3.xlarge=4; i3.2xlarge=3; i3.large=0; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=7; m5a.2xlarge=2; m5a.large=4; m5a.xlarge=1; m5zn.2xlarge=27; m5zn.large=66; m5zn.xlarge=0; r5.2xlarge=16; r5.large=0; r5.xlarge=6; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=5; z1d.2xlarge=2; z1d.large=14; z1d.xlarge=3},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
viralrecon,normal,0.2,40,163,MAXMIN,532.65,9, 12, 8, 10, 3, 4, 5, 0, 0, 2, 4, 6, 5, 2, 16, 3, 50, 0, 23, 0, 9, 0, 0, 9, 6, 14, 6,{c5.2xlarge=9; c5.xlarge=12; c5a.2xlarge=8; c5a.xlarge=10; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=5; i3.large=0; i3.xlarge=0; m5.2xlarge=2; m5.large=4; m5.xlarge=6; m5a.2xlarge=5; m5a.large=2; m5a.xlarge=16; m5zn.2xlarge=3; m5zn.large=50; m5zn.xlarge=0; r5.2xlarge=23; r5.large=0; r5.xlarge=9; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=9; z1d.2xlarge=6; z1d.large=14; z1d.xlarge=6},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
viralrecon,normal,0.2,40,163,MCT,651.81,6, 13, 7, 11, 1, 4, 5, 0, 0, 2, 5, 9, 1, 2, 19, 16, 48, 0, 20, 0, 4, 0, 0, 8, 5, 16, 4,{c5.2xlarge=6; c5.xlarge=13; c5a.2xlarge=7; c5a.xlarge=11; d3.2xlarge=1; d3.xlarge=4; i3.2xlarge=5; i3.large=0; i3.xlarge=0; m5.2xlarge=2; m5.large=5; m5.xlarge=9; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=19; m5zn.2xlarge=16; m5zn.large=48; m5zn.xlarge=0; r5.2xlarge=20; r5.large=0; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=8; z1d.2xlarge=5; z1d.large=16; z1d.xlarge=4},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
viralrecon,normal,0.2,40,163,ROUNDROBIN,554.1699999999998,14, 2, 0, 8, 3, 0, 8, 0, 0, 0, 0, 3, 2, 4, 26, 10, 86, 0, 25, 0, 1, 0, 0, 6, 1, 6, 0,{c5.2xlarge=14; c5.xlarge=2; c5a.2xlarge=0; c5a.xlarge=8; d3.2xlarge=3; d3.xlarge=0; i3.2xlarge=8; i3.large=0; i3.xlarge=0; m5.2xlarge=0; m5.large=0; m5.xlarge=3; m5a.2xlarge=2; m5a.large=4; m5a.xlarge=26; m5zn.2xlarge=10; m5zn.large=86; m5zn.xlarge=0; r5.2xlarge=25; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=6; z1d.2xlarge=1; z1d.large=6; z1d.xlarge=0},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
viralrecon,normal,0.2,40,163,STATIC,537.4999999999998,20, 10, 8, 8, 1, 3, 1, 0, 0, 3, 1, 6, 0, 0, 24, 5, 70, 0, 17, 0, 4, 0, 0, 3, 7, 13, 2,{c5.2xlarge=20; c5.xlarge=10; c5a.2xlarge=8; c5a.xlarge=8; d3.2xlarge=1; d3.xlarge=3; i3.2xlarge=1; i3.large=0; i3.xlarge=0; m5.2xlarge=3; m5.large=1; m5.xlarge=6; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=24; m5zn.2xlarge=5; m5zn.large=70; m5zn.xlarge=0; r5.2xlarge=17; r5.large=0; r5.xlarge=4; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=7; z1d.large=13; z1d.xlarge=2},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=2; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=2; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=4; m5zn.xlarge=0; r5.2xlarge=3; r5.large=0; r5.xlarge=2; r5a.2xlarge=1; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=1}
