Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,normal,0.1,40,1,CUSTOMCLUSTERNOML,707.1999999999999,0, 2, 12, 9, 8, 4, 4, 3, 0, 5, 5, 5, 4, 0, 3, 13, 0, 4, 0, 4, 3, 2, 6, 2, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=12; c5a.xlarge=9; d3.2xlarge=8; d3.xlarge=4; i3.2xlarge=4; i3.large=3; i3.xlarge=0; m5.2xlarge=5; m5.large=5; m5.xlarge=5; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=13; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=0; r5.large=4; r5.xlarge=3; r5a.2xlarge=2; r5a.large=6; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,normal,0.1,40,1,TEXTDISTANCE,353.77,0, 5, 11, 7, 5, 3, 1, 3, 0, 7, 6, 12, 4, 0, 4, 7, 0, 4, 0, 2, 7, 6, 4, 0, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=5; c5a.2xlarge=11; c5a.xlarge=7; d3.2xlarge=5; d3.xlarge=3; i3.2xlarge=1; i3.large=3; i3.xlarge=0; m5.2xlarge=7; m5.large=6; m5.xlarge=12; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=4; m5zn.2xlarge=7; m5zn.large=0; m5zn.xlarge=4; r5.2xlarge=0; r5.large=2; r5.xlarge=7; r5a.2xlarge=6; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,normal,0.1,40,1,CRITICALPATH,474.7799999999999,0, 4, 12, 11, 6, 4, 3, 4, 0, 3, 2, 8, 4, 0, 5, 10, 0, 2, 0, 4, 4, 2, 6, 4, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=12; c5a.xlarge=11; d3.2xlarge=6; d3.xlarge=4; i3.2xlarge=3; i3.large=4; i3.xlarge=0; m5.2xlarge=3; m5.large=2; m5.xlarge=8; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=10; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=0; r5.large=4; r5.xlarge=4; r5a.2xlarge=2; r5a.large=6; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,normal,0.1,40,1,CRITICALPATHREVERSE,407.95,0, 9, 13, 13, 5, 4, 1, 1, 0, 3, 6, 5, 0, 0, 2, 13, 0, 5, 0, 4, 5, 2, 3, 4, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=9; c5a.2xlarge=13; c5a.xlarge=13; d3.2xlarge=5; d3.xlarge=4; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=3; m5.large=6; m5.xlarge=5; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=13; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=0; r5.large=4; r5.xlarge=5; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,normal,0.1,40,1,RESHIV2,525.63,0, 4, 12, 10, 6, 5, 1, 3, 0, 3, 8, 7, 4, 0, 2, 10, 0, 5, 0, 4, 5, 2, 3, 4, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=4; c5a.2xlarge=12; c5a.xlarge=10; d3.2xlarge=6; d3.xlarge=5; i3.2xlarge=1; i3.large=3; i3.xlarge=0; m5.2xlarge=3; m5.large=8; m5.xlarge=7; m5a.2xlarge=4; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=10; m5zn.large=0; m5zn.xlarge=5; r5.2xlarge=0; r5.large=4; r5.xlarge=5; r5a.2xlarge=2; r5a.large=3; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,normal,0.1,40,1,RESHIV3,481.0199999999999,0, 7, 15, 12, 8, 4, 2, 1, 0, 2, 6, 7, 2, 0, 3, 14, 0, 3, 0, 2, 2, 1, 4, 3, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=7; c5a.2xlarge=15; c5a.xlarge=12; d3.2xlarge=8; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=6; m5.xlarge=7; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=3; m5zn.2xlarge=14; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=0; r5.large=2; r5.xlarge=2; r5a.2xlarge=1; r5a.large=4; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,normal,0.1,40,1,RESHIMAX,489.3499999999999,0, 7, 8, 6, 12, 8, 1, 3, 0, 2, 5, 8, 2, 0, 5, 10, 0, 2, 0, 4, 5, 3, 1, 6, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=7; c5a.2xlarge=8; c5a.xlarge=6; d3.2xlarge=12; d3.xlarge=8; i3.2xlarge=1; i3.large=3; i3.xlarge=0; m5.2xlarge=2; m5.large=5; m5.xlarge=8; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=5; m5zn.2xlarge=10; m5zn.large=0; m5zn.xlarge=2; r5.2xlarge=0; r5.large=4; r5.xlarge=5; r5a.2xlarge=3; r5a.large=1; r5a.xlarge=6; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,normal,0.1,40,1,RESHIFCFS,537.04,0, 6, 12, 10, 8, 6, 1, 1, 0, 4, 6, 5, 1, 0, 2, 13, 0, 3, 0, 4, 5, 2, 5, 4, 0, 0, 0,{c5.2xlarge=0; c5.xlarge=6; c5a.2xlarge=12; c5a.xlarge=10; d3.2xlarge=8; d3.xlarge=6; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=4; m5.large=6; m5.xlarge=5; m5a.2xlarge=1; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=13; m5zn.large=0; m5zn.xlarge=3; r5.2xlarge=0; r5.large=4; r5.xlarge=5; r5a.2xlarge=2; r5a.large=5; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=2; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=0}
chipseq,normal,0.1,40,2,MINMIN,408.4,5, 3, 5, 0, 0, 5, 1, 1, 2, 4, 2, 0, 0, 2, 0, 0, 6, 22, 7, 6, 0, 0, 4, 0, 0, 10, 13,{c5.2xlarge=5; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=1; i3.large=1; i3.xlarge=2; m5.2xlarge=4; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=6; m5zn.xlarge=22; r5.2xlarge=7; r5.large=6; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=13},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=4; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,normal,0.1,40,2,MAXMIN,526.62,5, 4, 6, 0, 0, 5, 2, 2, 2, 3, 2, 0, 1, 3, 0, 0, 4, 17, 10, 9, 0, 0, 5, 1, 0, 5, 12,{c5.2xlarge=5; c5.xlarge=4; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=2; i3.large=2; i3.xlarge=2; m5.2xlarge=3; m5.large=2; m5.xlarge=0; m5a.2xlarge=1; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=4; m5zn.xlarge=17; r5.2xlarge=10; r5.large=9; r5.xlarge=0; r5a.2xlarge=0; r5a.large=5; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=12},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=4; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,normal,0.1,40,2,MCT,409.94999999999993,5, 4, 6, 0, 0, 8, 1, 1, 1, 3, 4, 0, 0, 2, 0, 0, 6, 24, 5, 6, 0, 0, 4, 1, 0, 7, 10,{c5.2xlarge=5; c5.xlarge=4; c5a.2xlarge=6; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=8; i3.2xlarge=1; i3.large=1; i3.xlarge=1; m5.2xlarge=3; m5.large=4; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=6; m5zn.xlarge=24; r5.2xlarge=5; r5.large=6; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=7; z1d.xlarge=10},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=4; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,normal,0.1,40,2,ROUNDROBIN,468.92999999999995,1, 2, 4, 0, 0, 8, 5, 2, 2, 5, 2, 0, 1, 9, 0, 0, 8, 15, 4, 4, 0, 0, 7, 2, 0, 8, 9,{c5.2xlarge=1; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=8; i3.2xlarge=5; i3.large=2; i3.xlarge=2; m5.2xlarge=5; m5.large=2; m5.xlarge=0; m5a.2xlarge=1; m5a.large=9; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=8; m5zn.xlarge=15; r5.2xlarge=4; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=7; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=9},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=4; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,normal,0.1,40,2,STATIC,597.3399999999999,4, 2, 4, 0, 0, 5, 2, 1, 2, 4, 1, 0, 1, 7, 0, 0, 5, 17, 6, 4, 0, 0, 4, 0, 0, 21, 8,{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=2; i3.large=1; i3.xlarge=2; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=7; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=5; m5zn.xlarge=17; r5.2xlarge=6; r5.large=4; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=0; z1d.2xlarge=0; z1d.large=21; z1d.xlarge=8},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=4; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,normal,0.1,40,2,NOML,490.98,7, 4, 5, 0, 0, 4, 3, 2, 2, 4, 1, 0, 3, 2, 0, 0, 3, 11, 8, 10, 0, 0, 8, 2, 0, 8, 11,{c5.2xlarge=7; c5.xlarge=4; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=4; i3.2xlarge=3; i3.large=2; i3.xlarge=2; m5.2xlarge=4; m5.large=1; m5.xlarge=0; m5a.2xlarge=3; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=11; r5.2xlarge=8; r5.large=10; r5.xlarge=0; r5a.2xlarge=0; r5a.large=8; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=11},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=4; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,normal,0.1,40,2,CUSTOMCLUSTERNOML,450.89,5, 2, 5, 0, 0, 5, 3, 5, 3, 5, 1, 0, 2, 3, 0, 0, 5, 17, 10, 9, 0, 0, 0, 2, 0, 8, 8,{c5.2xlarge=5; c5.xlarge=2; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=3; i3.large=5; i3.xlarge=3; m5.2xlarge=5; m5.large=1; m5.xlarge=0; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=5; m5zn.xlarge=17; r5.2xlarge=10; r5.large=9; r5.xlarge=0; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=8},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=4; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,normal,0.1,40,2,TEXTDISTANCE,503.9,7, 4, 4, 0, 0, 8, 5, 2, 5, 8, 3, 0, 2, 4, 0, 0, 3, 12, 10, 3, 0, 0, 8, 2, 0, 1, 7,{c5.2xlarge=7; c5.xlarge=4; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=8; i3.2xlarge=5; i3.large=2; i3.xlarge=5; m5.2xlarge=8; m5.large=3; m5.xlarge=0; m5a.2xlarge=2; m5a.large=4; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=3; m5zn.xlarge=12; r5.2xlarge=10; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=8; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=7},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=4; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,normal,0.1,40,2,CRITICALPATH,450.71,4, 2, 4, 0, 0, 6, 6, 4, 7, 4, 2, 0, 2, 3, 0, 0, 7, 15, 5, 11, 0, 0, 1, 3, 0, 5, 7,{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=6; i3.2xlarge=6; i3.large=4; i3.xlarge=7; m5.2xlarge=4; m5.large=2; m5.xlarge=0; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=7; m5zn.xlarge=15; r5.2xlarge=5; r5.large=11; r5.xlarge=0; r5a.2xlarge=0; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=5; z1d.xlarge=7},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=4; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,normal,0.1,40,2,CRITICALPATHREVERSE,501.44,4, 3, 5, 0, 0, 5, 3, 2, 0, 4, 2, 0, 2, 2, 0, 0, 6, 19, 6, 5, 0, 0, 5, 2, 0, 9, 14,{c5.2xlarge=4; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=5; i3.2xlarge=3; i3.large=2; i3.xlarge=0; m5.2xlarge=4; m5.large=2; m5.xlarge=0; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=6; m5zn.xlarge=19; r5.2xlarge=6; r5.large=5; r5.xlarge=0; r5a.2xlarge=0; r5a.large=5; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=9; z1d.xlarge=14},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=4; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,normal,0.1,40,2,RESHIV2,489.3499999999999,4, 2, 4, 0, 0, 7, 3, 4, 1, 4, 2, 0, 1, 2, 0, 0, 6, 15, 9, 13, 0, 0, 3, 4, 0, 8, 6,{c5.2xlarge=4; c5.xlarge=2; c5a.2xlarge=4; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=7; i3.2xlarge=3; i3.large=4; i3.xlarge=1; m5.2xlarge=4; m5.large=2; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=6; m5zn.xlarge=15; r5.2xlarge=9; r5.large=13; r5.xlarge=0; r5a.2xlarge=0; r5a.large=3; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=8; z1d.xlarge=6},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=4; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
chipseq,normal,0.1,40,2,RESHIV3,496.43,4, 3, 5, 0, 0, 7, 2, 3, 6, 5, 2, 0, 0, 2, 0, 0, 8, 15, 4, 6, 0, 0, 6, 1, 0, 10, 9,{c5.2xlarge=4; c5.xlarge=3; c5a.2xlarge=5; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=7; i3.2xlarge=2; i3.large=3; i3.xlarge=6; m5.2xlarge=5; m5.large=2; m5.xlarge=0; m5a.2xlarge=0; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=8; m5zn.xlarge=15; r5.2xlarge=4; r5.large=6; r5.xlarge=0; r5a.2xlarge=0; r5a.large=6; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=10; z1d.xlarge=9},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=1; c5a.xlarge=0; d3.2xlarge=0; d3.xlarge=3; i3.2xlarge=2; i3.large=1; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=0; m5a.2xlarge=1; m5a.large=2; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=1; m5zn.xlarge=4; r5.2xlarge=4; r5.large=3; r5.xlarge=0; r5a.2xlarge=0; r5a.large=4; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=3}
