Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,exponential,0.15,40,0,MINMIN,3107.3299999999954,0, 51, 77, 55, 78, 49, 20, 25, 0, 49, 24, 79, 48, 0, 49, 83, 0, 29, 0, 24, 45, 63, 70, 51, 0, 0, 31,{c5.2xlarge=0; c5.xlarge=51; c5a.2xlarge=77; c5a.xlarge=55; d3.2xlarge=78; d3.xlarge=49; i3.2xlarge=20; i3.large=25; i3.xlarge=0; m5.2xlarge=49; m5.large=24; m5.xlarge=79; m5a.2xlarge=48; m5a.large=0; m5a.xlarge=49; m5zn.2xlarge=83; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=24; r5.xlarge=45; r5a.2xlarge=63; r5a.large=70; r5a.xlarge=51; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=31},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.15,40,92,ROUNDROBIN,3116.5899999999956,44, 73, 0, 35, 83, 28, 0, 104, 79, 35, 2, 149, 49, 0, 35, 42, 0, 34, 19, 0, 0, 0, 64, 68, 0, 56, 1,{c5.2xlarge=44; c5.xlarge=73; c5a.2xlarge=0; c5a.xlarge=35; d3.2xlarge=83; d3.xlarge=28; i3.2xlarge=0; i3.large=104; i3.xlarge=79; m5.2xlarge=35; m5.large=2; m5.xlarge=149; m5a.2xlarge=49; m5a.large=0; m5a.xlarge=35; m5zn.2xlarge=42; m5zn.large=0; m5zn.xlarge=34; r5.2xlarge=19; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=64; r5a.xlarge=68; z1d.2xlarge=0; z1d.large=56; z1d.xlarge=1},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
chipseq,exponential,0.15,40,92,STATIC,2757.4399999999955,65, 87, 0, 52, 99, 26, 0, 73, 56, 43, 29, 130, 38, 0, 16, 61, 0, 30, 21, 0, 0, 0, 44, 42, 0, 58, 30,{c5.2xlarge=65; c5.xlarge=87; c5a.2xlarge=0; c5a.xlarge=52; d3.2xlarge=99; d3.xlarge=26; i3.2xlarge=0; i3.large=73; i3.xlarge=56; m5.2xlarge=43; m5.large=29; m5.xlarge=130; m5a.2xlarge=38; m5a.large=0; m5a.xlarge=16; m5zn.2xlarge=61; m5zn.large=0; m5zn.xlarge=30; r5.2xlarge=21; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=44; r5a.xlarge=42; z1d.2xlarge=0; z1d.large=58; z1d.xlarge=30},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
chipseq,exponential,0.15,40,92,NOML,3093.419999999994,58, 90, 0, 56, 57, 27, 0, 59, 49, 62, 31, 117, 54, 0, 33, 57, 0, 29, 27, 0, 0, 0, 55, 47, 0, 62, 30,{c5.2xlarge=58; c5.xlarge=90; c5a.2xlarge=0; c5a.xlarge=56; d3.2xlarge=57; d3.xlarge=27; i3.2xlarge=0; i3.large=59; i3.xlarge=49; m5.2xlarge=62; m5.large=31; m5.xlarge=117; m5a.2xlarge=54; m5a.large=0; m5a.xlarge=33; m5zn.2xlarge=57; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=27; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=55; r5a.xlarge=47; z1d.2xlarge=0; z1d.large=62; z1d.xlarge=30},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
chipseq,exponential,0.15,40,92,CUSTOMCLUSTERNOML,2788.5899999999942,61, 76, 0, 58, 97, 32, 0, 61, 53, 55, 27, 109, 40, 0, 24, 62, 0, 33, 31, 0, 0, 0, 39, 49, 0, 61, 32,{c5.2xlarge=61; c5.xlarge=76; c5a.2xlarge=0; c5a.xlarge=58; d3.2xlarge=97; d3.xlarge=32; i3.2xlarge=0; i3.large=61; i3.xlarge=53; m5.2xlarge=55; m5.large=27; m5.xlarge=109; m5a.2xlarge=40; m5a.large=0; m5a.xlarge=24; m5zn.2xlarge=62; m5zn.large=0; m5zn.xlarge=33; r5.2xlarge=31; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=39; r5a.xlarge=49; z1d.2xlarge=0; z1d.large=61; z1d.xlarge=32},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
chipseq,exponential,0.15,40,92,TEXTDISTANCE,2832.899999999995,53, 76, 0, 58, 84, 29, 0, 85, 62, 52, 34, 111, 46, 0, 29, 59, 0, 30, 26, 0, 0, 0, 45, 47, 0, 41, 33,{c5.2xlarge=53; c5.xlarge=76; c5a.2xlarge=0; c5a.xlarge=58; d3.2xlarge=84; d3.xlarge=29; i3.2xlarge=0; i3.large=85; i3.xlarge=62; m5.2xlarge=52; m5.large=34; m5.xlarge=111; m5a.2xlarge=46; m5a.large=0; m5a.xlarge=29; m5zn.2xlarge=59; m5zn.large=0; m5zn.xlarge=30; r5.2xlarge=26; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=45; r5a.xlarge=47; z1d.2xlarge=0; z1d.large=41; z1d.xlarge=33},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
chipseq,exponential,0.15,40,92,CRITICALPATH,2752.379999999994,57, 84, 0, 57, 88, 34, 0, 65, 59, 56, 30, 104, 34, 0, 22, 60, 0, 35, 31, 0, 0, 0, 47, 48, 0, 55, 34,{c5.2xlarge=57; c5.xlarge=84; c5a.2xlarge=0; c5a.xlarge=57; d3.2xlarge=88; d3.xlarge=34; i3.2xlarge=0; i3.large=65; i3.xlarge=59; m5.2xlarge=56; m5.large=30; m5.xlarge=104; m5a.2xlarge=34; m5a.large=0; m5a.xlarge=22; m5zn.2xlarge=60; m5zn.large=0; m5zn.xlarge=35; r5.2xlarge=31; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=47; r5a.xlarge=48; z1d.2xlarge=0; z1d.large=55; z1d.xlarge=34},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
chipseq,exponential,0.15,40,92,CRITICALPATHREVERSE,2752.349999999995,63, 79, 0, 58, 101, 32, 0, 64, 56, 57, 29, 94, 38, 0, 21, 63, 0, 35, 29, 0, 0, 0, 43, 49, 0, 59, 30,{c5.2xlarge=63; c5.xlarge=79; c5a.2xlarge=0; c5a.xlarge=58; d3.2xlarge=101; d3.xlarge=32; i3.2xlarge=0; i3.large=64; i3.xlarge=56; m5.2xlarge=57; m5.large=29; m5.xlarge=94; m5a.2xlarge=38; m5a.large=0; m5a.xlarge=21; m5zn.2xlarge=63; m5zn.large=0; m5zn.xlarge=35; r5.2xlarge=29; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=43; r5a.xlarge=49; z1d.2xlarge=0; z1d.large=59; z1d.xlarge=30},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
chipseq,exponential,0.15,40,92,RESHIV2,2753.7899999999954,57, 79, 0, 65, 96, 32, 0, 65, 58, 51, 33, 100, 36, 0, 22, 58, 0, 38, 30, 0, 0, 0, 42, 44, 0, 61, 33,{c5.2xlarge=57; c5.xlarge=79; c5a.2xlarge=0; c5a.xlarge=65; d3.2xlarge=96; d3.xlarge=32; i3.2xlarge=0; i3.large=65; i3.xlarge=58; m5.2xlarge=51; m5.large=33; m5.xlarge=100; m5a.2xlarge=36; m5a.large=0; m5a.xlarge=22; m5zn.2xlarge=58; m5zn.large=0; m5zn.xlarge=38; r5.2xlarge=30; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=42; r5a.xlarge=44; z1d.2xlarge=0; z1d.large=61; z1d.xlarge=33},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
chipseq,exponential,0.15,40,92,RESHIV3,2753.9299999999944,57, 78, 0, 55, 93, 32, 0, 64, 60, 60, 31, 101, 40, 0, 22, 62, 0, 33, 29, 0, 0, 0, 52, 39, 0, 60, 32,{c5.2xlarge=57; c5.xlarge=78; c5a.2xlarge=0; c5a.xlarge=55; d3.2xlarge=93; d3.xlarge=32; i3.2xlarge=0; i3.large=64; i3.xlarge=60; m5.2xlarge=60; m5.large=31; m5.xlarge=101; m5a.2xlarge=40; m5a.large=0; m5a.xlarge=22; m5zn.2xlarge=62; m5zn.large=0; m5zn.xlarge=33; r5.2xlarge=29; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=52; r5a.xlarge=39; z1d.2xlarge=0; z1d.large=60; z1d.xlarge=32},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
chipseq,exponential,0.15,40,92,RESHIMAX,2752.2799999999943,56, 81, 0, 63, 91, 30, 0, 70, 56, 56, 32, 104, 33, 0, 22, 61, 0, 34, 30, 0, 0, 0, 46, 43, 0, 60, 32,{c5.2xlarge=56; c5.xlarge=81; c5a.2xlarge=0; c5a.xlarge=63; d3.2xlarge=91; d3.xlarge=30; i3.2xlarge=0; i3.large=70; i3.xlarge=56; m5.2xlarge=56; m5.large=32; m5.xlarge=104; m5a.2xlarge=33; m5a.large=0; m5a.xlarge=22; m5zn.2xlarge=61; m5zn.large=0; m5zn.xlarge=34; r5.2xlarge=30; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=46; r5a.xlarge=43; z1d.2xlarge=0; z1d.large=60; z1d.xlarge=32},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
chipseq,exponential,0.15,40,92,RESHIFCFS,2753.959999999996,64, 78, 0, 60, 84, 33, 0, 66, 58, 55, 29, 95, 41, 0, 20, 65, 0, 35, 33, 0, 0, 0, 45, 44, 0, 64, 31,{c5.2xlarge=64; c5.xlarge=78; c5a.2xlarge=0; c5a.xlarge=60; d3.2xlarge=84; d3.xlarge=33; i3.2xlarge=0; i3.large=66; i3.xlarge=58; m5.2xlarge=55; m5.large=29; m5.xlarge=95; m5a.2xlarge=41; m5a.large=0; m5a.xlarge=20; m5zn.2xlarge=65; m5zn.large=0; m5zn.xlarge=35; r5.2xlarge=33; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=45; r5a.xlarge=44; z1d.2xlarge=0; z1d.large=64; z1d.xlarge=31},{c5.2xlarge=2; c5.xlarge=3; c5a.2xlarge=0; c5a.xlarge=2; d3.2xlarge=4; d3.xlarge=1; i3.2xlarge=0; i3.large=3; i3.xlarge=3; m5.2xlarge=2; m5.large=1; m5.xlarge=5; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=1; r5.large=0; r5.xlarge=0; r5a.2xlarge=0; r5a.large=2; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
chipseq,exponential,0.15,40,93,MINMIN,2702.229999999994,31, 85, 22, 29, 100, 0, 53, 22, 54, 26, 25, 50, 0, 0, 0, 134, 61, 115, 23, 0, 21, 0, 0, 64, 0, 26, 59,{c5.2xlarge=31; c5.xlarge=85; c5a.2xlarge=22; c5a.xlarge=29; d3.2xlarge=100; d3.xlarge=0; i3.2xlarge=53; i3.large=22; i3.xlarge=54; m5.2xlarge=26; m5.large=25; m5.xlarge=50; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=134; m5zn.large=61; m5zn.xlarge=115; r5.2xlarge=23; r5.large=0; r5.xlarge=21; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=64; z1d.2xlarge=0; z1d.large=26; z1d.xlarge=59},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=3; i3.large=1; i3.xlarge=3; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=4; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
chipseq,exponential,0.15,40,93,MAXMIN,2700.099999999994,28, 83, 30, 24, 92, 0, 55, 25, 60, 25, 17, 52, 0, 0, 0, 145, 60, 118, 23, 0, 27, 0, 0, 55, 0, 30, 51,{c5.2xlarge=28; c5.xlarge=83; c5a.2xlarge=30; c5a.xlarge=24; d3.2xlarge=92; d3.xlarge=0; i3.2xlarge=55; i3.large=25; i3.xlarge=60; m5.2xlarge=25; m5.large=17; m5.xlarge=52; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=145; m5zn.large=60; m5zn.xlarge=118; r5.2xlarge=23; r5.large=0; r5.xlarge=27; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=55; z1d.2xlarge=0; z1d.large=30; z1d.xlarge=51},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=3; i3.large=1; i3.xlarge=3; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=4; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
chipseq,exponential,0.15,40,93,MCT,2718.4399999999946,26, 81, 26, 26, 106, 0, 53, 24, 56, 22, 28, 49, 0, 0, 0, 140, 56, 117, 23, 0, 27, 0, 0, 58, 0, 28, 54,{c5.2xlarge=26; c5.xlarge=81; c5a.2xlarge=26; c5a.xlarge=26; d3.2xlarge=106; d3.xlarge=0; i3.2xlarge=53; i3.large=24; i3.xlarge=56; m5.2xlarge=22; m5.large=28; m5.xlarge=49; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=140; m5zn.large=56; m5zn.xlarge=117; r5.2xlarge=23; r5.large=0; r5.xlarge=27; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=58; z1d.2xlarge=0; z1d.large=28; z1d.xlarge=54},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=3; i3.large=1; i3.xlarge=3; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=4; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
chipseq,exponential,0.15,40,93,ROUNDROBIN,3113.489999999995,34, 77, 1, 13, 154, 0, 51, 34, 80, 34, 34, 39, 0, 0, 0, 91, 35, 122, 1, 0, 34, 0, 0, 86, 0, 16, 64,{c5.2xlarge=34; c5.xlarge=77; c5a.2xlarge=1; c5a.xlarge=13; d3.2xlarge=154; d3.xlarge=0; i3.2xlarge=51; i3.large=34; i3.xlarge=80; m5.2xlarge=34; m5.large=34; m5.xlarge=39; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=91; m5zn.large=35; m5zn.xlarge=122; r5.2xlarge=1; r5.large=0; r5.xlarge=34; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=86; z1d.2xlarge=0; z1d.large=16; z1d.xlarge=64},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=3; i3.large=1; i3.xlarge=3; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=4; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
chipseq,exponential,0.15,40,93,STATIC,2707.759999999994,29, 87, 28, 28, 85, 0, 56, 21, 59, 23, 26, 50, 0, 0, 0, 146, 60, 114, 23, 0, 25, 0, 0, 57, 0, 27, 56,{c5.2xlarge=29; c5.xlarge=87; c5a.2xlarge=28; c5a.xlarge=28; d3.2xlarge=85; d3.xlarge=0; i3.2xlarge=56; i3.large=21; i3.xlarge=59; m5.2xlarge=23; m5.large=26; m5.xlarge=50; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=146; m5zn.large=60; m5zn.xlarge=114; r5.2xlarge=23; r5.large=0; r5.xlarge=25; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=57; z1d.2xlarge=0; z1d.large=27; z1d.xlarge=56},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=3; i3.large=1; i3.xlarge=3; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=4; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
chipseq,exponential,0.15,40,93,NOML,3048.8899999999926,35, 80, 33, 33, 70, 0, 49, 23, 51, 31, 30, 61, 0, 0, 0, 117, 57, 105, 32, 0, 32, 0, 0, 73, 0, 32, 56,{c5.2xlarge=35; c5.xlarge=80; c5a.2xlarge=33; c5a.xlarge=33; d3.2xlarge=70; d3.xlarge=0; i3.2xlarge=49; i3.large=23; i3.xlarge=51; m5.2xlarge=31; m5.large=30; m5.xlarge=61; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=117; m5zn.large=57; m5zn.xlarge=105; r5.2xlarge=32; r5.large=0; r5.xlarge=32; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=73; z1d.2xlarge=0; z1d.large=32; z1d.xlarge=56},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=3; i3.large=1; i3.xlarge=3; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=4; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
chipseq,exponential,0.15,40,93,CUSTOMCLUSTERNOML,2800.3699999999944,32, 81, 35, 27, 87, 0, 77, 27, 60, 28, 21, 61, 0, 0, 0, 115, 48, 101, 28, 0, 32, 0, 0, 57, 0, 27, 56,{c5.2xlarge=32; c5.xlarge=81; c5a.2xlarge=35; c5a.xlarge=27; d3.2xlarge=87; d3.xlarge=0; i3.2xlarge=77; i3.large=27; i3.xlarge=60; m5.2xlarge=28; m5.large=21; m5.xlarge=61; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=115; m5zn.large=48; m5zn.xlarge=101; r5.2xlarge=28; r5.large=0; r5.xlarge=32; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=57; z1d.2xlarge=0; z1d.large=27; z1d.xlarge=56},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=3; i3.large=1; i3.xlarge=3; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=4; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
chipseq,exponential,0.15,40,93,TEXTDISTANCE,2830.7099999999937,28, 80, 32, 29, 85, 0, 64, 31, 66, 33, 34, 57, 0, 0, 0, 100, 51, 109, 27, 0, 28, 0, 0, 61, 0, 28, 57,{c5.2xlarge=28; c5.xlarge=80; c5a.2xlarge=32; c5a.xlarge=29; d3.2xlarge=85; d3.xlarge=0; i3.2xlarge=64; i3.large=31; i3.xlarge=66; m5.2xlarge=33; m5.large=34; m5.xlarge=57; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=100; m5zn.large=51; m5zn.xlarge=109; r5.2xlarge=27; r5.large=0; r5.xlarge=28; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=61; z1d.2xlarge=0; z1d.large=28; z1d.xlarge=57},{c5.2xlarge=1; c5.xlarge=3; c5a.2xlarge=1; c5a.xlarge=1; d3.2xlarge=4; d3.xlarge=0; i3.2xlarge=3; i3.large=1; i3.xlarge=3; m5.2xlarge=1; m5.large=1; m5.xlarge=2; m5a.2xlarge=0; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=5; m5zn.large=2; m5zn.xlarge=4; r5.2xlarge=1; r5.large=0; r5.xlarge=1; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=2}
