Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
chipseq,exponential,0.15,40,0,MINMIN,3107.3299999999954,0, 51, 77, 55, 78, 49, 20, 25, 0, 49, 24, 79, 48, 0, 49, 83, 0, 29, 0, 24, 45, 63, 70, 51, 0, 0, 31,{c5.2xlarge=0; c5.xlarge=51; c5a.2xlarge=77; c5a.xlarge=55; d3.2xlarge=78; d3.xlarge=49; i3.2xlarge=20; i3.large=25; i3.xlarge=0; m5.2xlarge=49; m5.large=24; m5.xlarge=79; m5a.2xlarge=48; m5a.large=0; m5a.xlarge=49; m5zn.2xlarge=83; m5zn.large=0; m5zn.xlarge=29; r5.2xlarge=0; r5.large=24; r5.xlarge=45; r5a.2xlarge=63; r5a.large=70; r5a.xlarge=51; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=31},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
chipseq,exponential,0.15,40,47,MAXMIN,3010.029999999995,0, 0, 23, 63, 74, 99, 44, 16, 19, 53, 54, 52, 43, 77, 23, 30, 55, 0, 27, 26, 56, 68, 47, 21, 0, 30, 0,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=23; c5a.xlarge=63; d3.2xlarge=74; d3.xlarge=99; i3.2xlarge=44; i3.large=16; i3.xlarge=19; m5.2xlarge=53; m5.large=54; m5.xlarge=52; m5a.2xlarge=43; m5a.large=77; m5a.xlarge=23; m5zn.2xlarge=30; m5zn.large=55; m5zn.xlarge=0; r5.2xlarge=27; r5.large=26; r5.xlarge=56; r5a.2xlarge=68; r5a.large=47; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=30; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=2; m5.xlarge=2; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.15,40,47,MCT,3107.1099999999956,0, 0, 26, 57, 80, 103, 45, 22, 23, 49, 58, 48, 43, 66, 24, 24, 57, 0, 27, 26, 50, 81, 40, 22, 0, 29, 0,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=26; c5a.xlarge=57; d3.2xlarge=80; d3.xlarge=103; i3.2xlarge=45; i3.large=22; i3.xlarge=23; m5.2xlarge=49; m5.large=58; m5.xlarge=48; m5a.2xlarge=43; m5a.large=66; m5a.xlarge=24; m5zn.2xlarge=24; m5zn.large=57; m5zn.xlarge=0; r5.2xlarge=27; r5.large=26; r5.xlarge=50; r5a.2xlarge=81; r5a.large=40; r5a.xlarge=22; z1d.2xlarge=0; z1d.large=29; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=2; m5.xlarge=2; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.15,40,47,ROUNDROBIN,3110.539999999996,0, 0, 34, 68, 66, 142, 64, 34, 34, 42, 35, 44, 69, 37, 2, 35, 51, 0, 34, 18, 31, 69, 39, 34, 0, 18, 0,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=34; c5a.xlarge=68; d3.2xlarge=66; d3.xlarge=142; i3.2xlarge=64; i3.large=34; i3.xlarge=34; m5.2xlarge=42; m5.large=35; m5.xlarge=44; m5a.2xlarge=69; m5a.large=37; m5a.xlarge=2; m5zn.2xlarge=35; m5zn.large=51; m5zn.xlarge=0; r5.2xlarge=34; r5.large=18; r5.xlarge=31; r5a.2xlarge=69; r5a.large=39; r5a.xlarge=34; z1d.2xlarge=0; z1d.large=18; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=2; m5.xlarge=2; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.15,40,47,STATIC,4519.759999999995,0, 0, 32, 59, 75, 102, 44, 29, 19, 46, 48, 49, 49, 66, 24, 29, 55, 0, 17, 32, 59, 59, 56, 19, 0, 32, 0,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=32; c5a.xlarge=59; d3.2xlarge=75; d3.xlarge=102; i3.2xlarge=44; i3.large=29; i3.xlarge=19; m5.2xlarge=46; m5.large=48; m5.xlarge=49; m5a.2xlarge=49; m5a.large=66; m5a.xlarge=24; m5zn.2xlarge=29; m5zn.large=55; m5zn.xlarge=0; r5.2xlarge=17; r5.large=32; r5.xlarge=59; r5a.2xlarge=59; r5a.large=56; r5a.xlarge=19; z1d.2xlarge=0; z1d.large=32; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=2; m5.xlarge=2; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.15,40,47,NOML,3095.849999999994,0, 0, 33, 67, 50, 69, 31, 21, 20, 63, 57, 58, 49, 67, 29, 31, 55, 0, 31, 33, 52, 70, 58, 27, 0, 29, 0,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=33; c5a.xlarge=67; d3.2xlarge=50; d3.xlarge=69; i3.2xlarge=31; i3.large=21; i3.xlarge=20; m5.2xlarge=63; m5.large=57; m5.xlarge=58; m5a.2xlarge=49; m5a.large=67; m5a.xlarge=29; m5zn.2xlarge=31; m5zn.large=55; m5zn.xlarge=0; r5.2xlarge=31; r5.large=33; r5.xlarge=52; r5a.2xlarge=70; r5a.large=58; r5a.xlarge=27; z1d.2xlarge=0; z1d.large=29; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=2; m5.xlarge=2; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.15,40,47,CUSTOMCLUSTERNOML,2976.369999999995,0, 0, 28, 54, 83, 84, 60, 25, 22, 52, 53, 59, 42, 61, 25, 33, 56, 0, 31, 29, 54, 44, 47, 28, 0, 30, 0,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=28; c5a.xlarge=54; d3.2xlarge=83; d3.xlarge=84; i3.2xlarge=60; i3.large=25; i3.xlarge=22; m5.2xlarge=52; m5.large=53; m5.xlarge=59; m5a.2xlarge=42; m5a.large=61; m5a.xlarge=25; m5zn.2xlarge=33; m5zn.large=56; m5zn.xlarge=0; r5.2xlarge=31; r5.large=29; r5.xlarge=54; r5a.2xlarge=44; r5a.large=47; r5a.xlarge=28; z1d.2xlarge=0; z1d.large=30; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=2; m5.xlarge=2; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.15,40,47,TEXTDISTANCE,3014.5899999999933,0, 0, 31, 52, 71, 74, 43, 32, 20, 57, 58, 54, 52, 73, 29, 32, 49, 0, 26, 31, 48, 63, 52, 26, 0, 27, 0,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=31; c5a.xlarge=52; d3.2xlarge=71; d3.xlarge=74; i3.2xlarge=43; i3.large=32; i3.xlarge=20; m5.2xlarge=57; m5.large=58; m5.xlarge=54; m5a.2xlarge=52; m5a.large=73; m5a.xlarge=29; m5zn.2xlarge=32; m5zn.large=49; m5zn.xlarge=0; r5.2xlarge=26; r5.large=31; r5.xlarge=48; r5a.2xlarge=63; r5a.large=52; r5a.xlarge=26; z1d.2xlarge=0; z1d.large=27; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=2; m5.xlarge=2; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.15,40,47,CRITICALPATH,2793.949999999994,0, 0, 30, 60, 67, 88, 38, 28, 28, 63, 53, 57, 39, 66, 23, 34, 60, 0, 26, 31, 59, 48, 46, 25, 0, 31, 0,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=30; c5a.xlarge=60; d3.2xlarge=67; d3.xlarge=88; i3.2xlarge=38; i3.large=28; i3.xlarge=28; m5.2xlarge=63; m5.large=53; m5.xlarge=57; m5a.2xlarge=39; m5a.large=66; m5a.xlarge=23; m5zn.2xlarge=34; m5zn.large=60; m5zn.xlarge=0; r5.2xlarge=26; r5.large=31; r5.xlarge=59; r5a.2xlarge=48; r5a.large=46; r5a.xlarge=25; z1d.2xlarge=0; z1d.large=31; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=2; m5.xlarge=2; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.15,40,47,CRITICALPATHREVERSE,2793.949999999995,0, 0, 31, 55, 74, 89, 37, 28, 25, 59, 58, 60, 35, 66, 23, 33, 61, 0, 28, 29, 59, 47, 46, 24, 0, 33, 0,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=31; c5a.xlarge=55; d3.2xlarge=74; d3.xlarge=89; i3.2xlarge=37; i3.large=28; i3.xlarge=25; m5.2xlarge=59; m5.large=58; m5.xlarge=60; m5a.2xlarge=35; m5a.large=66; m5a.xlarge=23; m5zn.2xlarge=33; m5zn.large=61; m5zn.xlarge=0; r5.2xlarge=28; r5.large=29; r5.xlarge=59; r5a.2xlarge=47; r5a.large=46; r5a.xlarge=24; z1d.2xlarge=0; z1d.large=33; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=2; m5.xlarge=2; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.15,40,47,RESHIV2,2795.899999999994,0, 0, 34, 54, 76, 98, 37, 26, 24, 51, 57, 54, 39, 60, 27, 33, 62, 0, 27, 30, 53, 48, 52, 26, 0, 32, 0,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=34; c5a.xlarge=54; d3.2xlarge=76; d3.xlarge=98; i3.2xlarge=37; i3.large=26; i3.xlarge=24; m5.2xlarge=51; m5.large=57; m5.xlarge=54; m5a.2xlarge=39; m5a.large=60; m5a.xlarge=27; m5zn.2xlarge=33; m5zn.large=62; m5zn.xlarge=0; r5.2xlarge=27; r5.large=30; r5.xlarge=53; r5a.2xlarge=48; r5a.large=52; r5a.xlarge=26; z1d.2xlarge=0; z1d.large=32; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=2; m5.xlarge=2; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.15,40,47,RESHIV3,2795.619999999994,0, 0, 31, 56, 72, 91, 39, 29, 27, 53, 54, 55, 41, 62, 22, 30, 64, 0, 31, 30, 59, 42, 53, 25, 0, 34, 0,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=31; c5a.xlarge=56; d3.2xlarge=72; d3.xlarge=91; i3.2xlarge=39; i3.large=29; i3.xlarge=27; m5.2xlarge=53; m5.large=54; m5.xlarge=55; m5a.2xlarge=41; m5a.large=62; m5a.xlarge=22; m5zn.2xlarge=30; m5zn.large=64; m5zn.xlarge=0; r5.2xlarge=31; r5.large=30; r5.xlarge=59; r5a.2xlarge=42; r5a.large=53; r5a.xlarge=25; z1d.2xlarge=0; z1d.large=34; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=2; m5.xlarge=2; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.15,40,47,RESHIMAX,2793.8599999999938,0, 0, 33, 61, 65, 92, 41, 28, 25, 59, 50, 60, 40, 69, 21, 35, 58, 0, 31, 31, 62, 39, 49, 21, 0, 30, 0,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=33; c5a.xlarge=61; d3.2xlarge=65; d3.xlarge=92; i3.2xlarge=41; i3.large=28; i3.xlarge=25; m5.2xlarge=59; m5.large=50; m5.xlarge=60; m5a.2xlarge=40; m5a.large=69; m5a.xlarge=21; m5zn.2xlarge=35; m5zn.large=58; m5zn.xlarge=0; r5.2xlarge=31; r5.large=31; r5.xlarge=62; r5a.2xlarge=39; r5a.large=49; r5a.xlarge=21; z1d.2xlarge=0; z1d.large=30; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=2; m5.xlarge=2; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.15,40,47,RESHIFCFS,2795.7899999999945,0, 0, 32, 55, 72, 91, 39, 30, 25, 54, 54, 56, 40, 72, 20, 36, 58, 0, 29, 31, 62, 37, 48, 28, 0, 31, 0,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=32; c5a.xlarge=55; d3.2xlarge=72; d3.xlarge=91; i3.2xlarge=39; i3.large=30; i3.xlarge=25; m5.2xlarge=54; m5.large=54; m5.xlarge=56; m5a.2xlarge=40; m5a.large=72; m5a.xlarge=20; m5zn.2xlarge=36; m5zn.large=58; m5zn.xlarge=0; r5.2xlarge=29; r5.large=31; r5.xlarge=62; r5a.2xlarge=37; r5a.large=48; r5a.xlarge=28; z1d.2xlarge=0; z1d.large=31; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=4; i3.2xlarge=2; i3.large=1; i3.xlarge=1; m5.2xlarge=2; m5.large=2; m5.xlarge=2; m5a.2xlarge=2; m5a.large=3; m5a.xlarge=1; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=0; r5.2xlarge=1; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=0}
chipseq,exponential,0.15,40,48,MINMIN,3100.959999999996,25, 30, 0, 74, 69, 70, 0, 22, 25, 0, 82, 54, 70, 25, 0, 56, 25, 50, 52, 49, 46, 21, 52, 24, 0, 53, 26,{c5.2xlarge=25; c5.xlarge=30; c5a.2xlarge=0; c5a.xlarge=74; d3.2xlarge=69; d3.xlarge=70; i3.2xlarge=0; i3.large=22; i3.xlarge=25; m5.2xlarge=0; m5.large=82; m5.xlarge=54; m5a.2xlarge=70; m5a.large=25; m5a.xlarge=0; m5zn.2xlarge=56; m5zn.large=25; m5zn.xlarge=50; r5.2xlarge=52; r5.large=49; r5.xlarge=46; r5a.2xlarge=21; r5a.large=52; r5a.xlarge=24; z1d.2xlarge=0; z1d.large=53; z1d.xlarge=26},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=3; m5.xlarge=2; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
chipseq,exponential,0.15,40,48,MAXMIN,3017.7299999999946,31, 28, 0, 79, 71, 76, 0, 25, 21, 0, 73, 46, 75, 27, 0, 57, 29, 53, 48, 51, 46, 23, 41, 20, 0, 51, 29,{c5.2xlarge=31; c5.xlarge=28; c5a.2xlarge=0; c5a.xlarge=79; d3.2xlarge=71; d3.xlarge=76; i3.2xlarge=0; i3.large=25; i3.xlarge=21; m5.2xlarge=0; m5.large=73; m5.xlarge=46; m5a.2xlarge=75; m5a.large=27; m5a.xlarge=0; m5zn.2xlarge=57; m5zn.large=29; m5zn.xlarge=53; r5.2xlarge=48; r5.large=51; r5.xlarge=46; r5a.2xlarge=23; r5a.large=41; r5a.xlarge=20; z1d.2xlarge=0; z1d.large=51; z1d.xlarge=29},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=3; m5.xlarge=2; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
chipseq,exponential,0.15,40,48,MCT,3072.929999999995,34, 26, 0, 72, 72, 76, 0, 26, 21, 0, 77, 47, 69, 25, 0, 54, 26, 59, 49, 49, 45, 20, 48, 23, 0, 57, 25,{c5.2xlarge=34; c5.xlarge=26; c5a.2xlarge=0; c5a.xlarge=72; d3.2xlarge=72; d3.xlarge=76; i3.2xlarge=0; i3.large=26; i3.xlarge=21; m5.2xlarge=0; m5.large=77; m5.xlarge=47; m5a.2xlarge=69; m5a.large=25; m5a.xlarge=0; m5zn.2xlarge=54; m5zn.large=26; m5zn.xlarge=59; r5.2xlarge=49; r5.large=49; r5.xlarge=45; r5a.2xlarge=20; r5a.large=48; r5a.xlarge=23; z1d.2xlarge=0; z1d.large=57; z1d.xlarge=25},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=3; m5.xlarge=2; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
chipseq,exponential,0.15,40,48,ROUNDROBIN,3106.929999999995,34, 18, 0, 84, 44, 103, 0, 34, 34, 0, 55, 80, 97, 5, 0, 68, 34, 14, 29, 56, 17, 18, 44, 34, 0, 68, 30,{c5.2xlarge=34; c5.xlarge=18; c5a.2xlarge=0; c5a.xlarge=84; d3.2xlarge=44; d3.xlarge=103; i3.2xlarge=0; i3.large=34; i3.xlarge=34; m5.2xlarge=0; m5.large=55; m5.xlarge=80; m5a.2xlarge=97; m5a.large=5; m5a.xlarge=0; m5zn.2xlarge=68; m5zn.large=34; m5zn.xlarge=14; r5.2xlarge=29; r5.large=56; r5.xlarge=17; r5a.2xlarge=18; r5a.large=44; r5a.xlarge=34; z1d.2xlarge=0; z1d.large=68; z1d.xlarge=30},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=3; m5.xlarge=2; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
chipseq,exponential,0.15,40,48,STATIC,5057.909999999993,31, 34, 0, 83, 67, 70, 0, 24, 26, 0, 78, 44, 54, 23, 0, 52, 30, 53, 49, 44, 54, 18, 46, 28, 0, 66, 26,{c5.2xlarge=31; c5.xlarge=34; c5a.2xlarge=0; c5a.xlarge=83; d3.2xlarge=67; d3.xlarge=70; i3.2xlarge=0; i3.large=24; i3.xlarge=26; m5.2xlarge=0; m5.large=78; m5.xlarge=44; m5a.2xlarge=54; m5a.large=23; m5a.xlarge=0; m5zn.2xlarge=52; m5zn.large=30; m5zn.xlarge=53; r5.2xlarge=49; r5.large=44; r5.xlarge=54; r5a.2xlarge=18; r5a.large=46; r5a.xlarge=28; z1d.2xlarge=0; z1d.large=66; z1d.xlarge=26},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=3; m5.xlarge=2; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
chipseq,exponential,0.15,40,48,NOML,3089.5499999999943,39, 30, 0, 72, 56, 47, 0, 22, 21, 0, 79, 60, 72, 30, 0, 60, 30, 51, 50, 45, 53, 26, 45, 26, 0, 55, 31,{c5.2xlarge=39; c5.xlarge=30; c5a.2xlarge=0; c5a.xlarge=72; d3.2xlarge=56; d3.xlarge=47; i3.2xlarge=0; i3.large=22; i3.xlarge=21; m5.2xlarge=0; m5.large=79; m5.xlarge=60; m5a.2xlarge=72; m5a.large=30; m5a.xlarge=0; m5zn.2xlarge=60; m5zn.large=30; m5zn.xlarge=51; r5.2xlarge=50; r5.large=45; r5.xlarge=53; r5a.2xlarge=26; r5a.large=45; r5a.xlarge=26; z1d.2xlarge=0; z1d.large=55; z1d.xlarge=31},{c5.2xlarge=1; c5.xlarge=1; c5a.2xlarge=0; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=3; i3.2xlarge=0; i3.large=1; i3.xlarge=1; m5.2xlarge=0; m5.large=3; m5.xlarge=2; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=2; r5.2xlarge=2; r5.large=2; r5.xlarge=2; r5a.2xlarge=1; r5a.large=2; r5a.xlarge=1; z1d.2xlarge=0; z1d.large=2; z1d.xlarge=1}
