Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
eager,normal,0.2,40,0,MINMIN,259.1799999999999,0, 54, 84, 58, 73, 54, 20, 20, 0, 51, 28, 72, 41, 0, 40, 94, 0, 33, 0, 28, 52, 62, 68, 40, 0, 0, 28,{c5.2xlarge=0; c5.xlarge=54; c5a.2xlarge=84; c5a.xlarge=58; d3.2xlarge=73; d3.xlarge=54; i3.2xlarge=20; i3.large=20; i3.xlarge=0; m5.2xlarge=51; m5.large=28; m5.xlarge=72; m5a.2xlarge=41; m5a.large=0; m5a.xlarge=40; m5zn.2xlarge=94; m5zn.large=0; m5zn.xlarge=33; r5.2xlarge=0; r5.large=28; r5.xlarge=52; r5a.2xlarge=62; r5a.large=68; r5a.xlarge=40; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=28},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
eager,normal,0.2,40,102,STATIC,233.51999999999984,31, 0, 87, 31, 23, 48, 55, 0, 34, 44, 49, 0, 50, 18, 19, 73, 36, 108, 0, 22, 67, 0, 0, 76, 0, 31, 98,{c5.2xlarge=31; c5.xlarge=0; c5a.2xlarge=87; c5a.xlarge=31; d3.2xlarge=23; d3.xlarge=48; i3.2xlarge=55; i3.large=0; i3.xlarge=34; m5.2xlarge=44; m5.large=49; m5.xlarge=0; m5a.2xlarge=50; m5a.large=18; m5a.xlarge=19; m5zn.2xlarge=73; m5zn.large=36; m5zn.xlarge=108; r5.2xlarge=0; r5.large=22; r5.xlarge=67; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=76; z1d.2xlarge=0; z1d.large=31; z1d.xlarge=98},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=2; m5.xlarge=0; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=3; r5.2xlarge=0; r5.large=1; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
eager,normal,0.2,40,102,NOML,248.50999999999988,31, 0, 83, 30, 25, 51, 61, 0, 40, 46, 54, 0, 61, 21, 21, 58, 33, 87, 0, 27, 73, 0, 0, 82, 0, 30, 86,{c5.2xlarge=31; c5.xlarge=0; c5a.2xlarge=83; c5a.xlarge=30; d3.2xlarge=25; d3.xlarge=51; i3.2xlarge=61; i3.large=0; i3.xlarge=40; m5.2xlarge=46; m5.large=54; m5.xlarge=0; m5a.2xlarge=61; m5a.large=21; m5a.xlarge=21; m5zn.2xlarge=58; m5zn.large=33; m5zn.xlarge=87; r5.2xlarge=0; r5.large=27; r5.xlarge=73; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=82; z1d.2xlarge=0; z1d.large=30; z1d.xlarge=86},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=2; m5.xlarge=0; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=3; r5.2xlarge=0; r5.large=1; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
eager,normal,0.2,40,102,CUSTOMCLUSTERNOML,235.19999999999985,28, 0, 81, 28, 28, 49, 62, 0, 40, 47, 55, 0, 61, 22, 20, 61, 32, 87, 0, 28, 72, 0, 0, 84, 0, 29, 86,{c5.2xlarge=28; c5.xlarge=0; c5a.2xlarge=81; c5a.xlarge=28; d3.2xlarge=28; d3.xlarge=49; i3.2xlarge=62; i3.large=0; i3.xlarge=40; m5.2xlarge=47; m5.large=55; m5.xlarge=0; m5a.2xlarge=61; m5a.large=22; m5a.xlarge=20; m5zn.2xlarge=61; m5zn.large=32; m5zn.xlarge=87; r5.2xlarge=0; r5.large=28; r5.xlarge=72; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=84; z1d.2xlarge=0; z1d.large=29; z1d.xlarge=86},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=2; m5.xlarge=0; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=3; r5.2xlarge=0; r5.large=1; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
eager,normal,0.2,40,102,TEXTDISTANCE,236.90999999999977,28, 0, 82, 29, 23, 53, 60, 0, 40, 48, 57, 0, 61, 22, 21, 59, 33, 86, 0, 27, 73, 0, 0, 82, 0, 30, 86,{c5.2xlarge=28; c5.xlarge=0; c5a.2xlarge=82; c5a.xlarge=29; d3.2xlarge=23; d3.xlarge=53; i3.2xlarge=60; i3.large=0; i3.xlarge=40; m5.2xlarge=48; m5.large=57; m5.xlarge=0; m5a.2xlarge=61; m5a.large=22; m5a.xlarge=21; m5zn.2xlarge=59; m5zn.large=33; m5zn.xlarge=86; r5.2xlarge=0; r5.large=27; r5.xlarge=73; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=82; z1d.2xlarge=0; z1d.large=30; z1d.xlarge=86},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=2; m5.xlarge=0; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=3; r5.2xlarge=0; r5.large=1; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
eager,normal,0.2,40,102,CRITICALPATH,232.11999999999978,29, 0, 82, 28, 24, 50, 62, 0, 41, 46, 55, 0, 61, 22, 20, 60, 37, 88, 0, 27, 71, 0, 0, 82, 0, 29, 86,{c5.2xlarge=29; c5.xlarge=0; c5a.2xlarge=82; c5a.xlarge=28; d3.2xlarge=24; d3.xlarge=50; i3.2xlarge=62; i3.large=0; i3.xlarge=41; m5.2xlarge=46; m5.large=55; m5.xlarge=0; m5a.2xlarge=61; m5a.large=22; m5a.xlarge=20; m5zn.2xlarge=60; m5zn.large=37; m5zn.xlarge=88; r5.2xlarge=0; r5.large=27; r5.xlarge=71; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=82; z1d.2xlarge=0; z1d.large=29; z1d.xlarge=86},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=2; m5.xlarge=0; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=3; r5.2xlarge=0; r5.large=1; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
eager,normal,0.2,40,102,CRITICALPATHREVERSE,232.26999999999978,30, 0, 81, 29, 24, 52, 63, 0, 41, 47, 54, 0, 62, 22, 20, 59, 37, 85, 0, 28, 71, 0, 0, 81, 0, 29, 85,{c5.2xlarge=30; c5.xlarge=0; c5a.2xlarge=81; c5a.xlarge=29; d3.2xlarge=24; d3.xlarge=52; i3.2xlarge=63; i3.large=0; i3.xlarge=41; m5.2xlarge=47; m5.large=54; m5.xlarge=0; m5a.2xlarge=62; m5a.large=22; m5a.xlarge=20; m5zn.2xlarge=59; m5zn.large=37; m5zn.xlarge=85; r5.2xlarge=0; r5.large=28; r5.xlarge=71; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=81; z1d.2xlarge=0; z1d.large=29; z1d.xlarge=85},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=2; m5.xlarge=0; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=3; r5.2xlarge=0; r5.large=1; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
eager,normal,0.2,40,102,RESHIV2,232.1599999999998,29, 0, 81, 29, 24, 52, 63, 0, 40, 46, 54, 0, 63, 22, 20, 59, 36, 86, 0, 28, 72, 0, 0, 81, 0, 29, 86,{c5.2xlarge=29; c5.xlarge=0; c5a.2xlarge=81; c5a.xlarge=29; d3.2xlarge=24; d3.xlarge=52; i3.2xlarge=63; i3.large=0; i3.xlarge=40; m5.2xlarge=46; m5.large=54; m5.xlarge=0; m5a.2xlarge=63; m5a.large=22; m5a.xlarge=20; m5zn.2xlarge=59; m5zn.large=36; m5zn.xlarge=86; r5.2xlarge=0; r5.large=28; r5.xlarge=72; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=81; z1d.2xlarge=0; z1d.large=29; z1d.xlarge=86},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=2; m5.xlarge=0; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=3; r5.2xlarge=0; r5.large=1; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
eager,normal,0.2,40,102,RESHIV3,232.21999999999983,29, 0, 82, 28, 24, 51, 61, 0, 41, 46, 55, 0, 62, 22, 20, 60, 36, 85, 0, 28, 72, 0, 0, 82, 0, 30, 86,{c5.2xlarge=29; c5.xlarge=0; c5a.2xlarge=82; c5a.xlarge=28; d3.2xlarge=24; d3.xlarge=51; i3.2xlarge=61; i3.large=0; i3.xlarge=41; m5.2xlarge=46; m5.large=55; m5.xlarge=0; m5a.2xlarge=62; m5a.large=22; m5a.xlarge=20; m5zn.2xlarge=60; m5zn.large=36; m5zn.xlarge=85; r5.2xlarge=0; r5.large=28; r5.xlarge=72; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=82; z1d.2xlarge=0; z1d.large=30; z1d.xlarge=86},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=2; m5.xlarge=0; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=3; r5.2xlarge=0; r5.large=1; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
eager,normal,0.2,40,102,RESHIMAX,232.3599999999998,29, 0, 81, 29, 24, 51, 63, 0, 41, 46, 54, 0, 62, 21, 21, 59, 36, 87, 0, 27, 73, 0, 0, 83, 0, 29, 84,{c5.2xlarge=29; c5.xlarge=0; c5a.2xlarge=81; c5a.xlarge=29; d3.2xlarge=24; d3.xlarge=51; i3.2xlarge=63; i3.large=0; i3.xlarge=41; m5.2xlarge=46; m5.large=54; m5.xlarge=0; m5a.2xlarge=62; m5a.large=21; m5a.xlarge=21; m5zn.2xlarge=59; m5zn.large=36; m5zn.xlarge=87; r5.2xlarge=0; r5.large=27; r5.xlarge=73; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=83; z1d.2xlarge=0; z1d.large=29; z1d.xlarge=84},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=2; m5.xlarge=0; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=3; r5.2xlarge=0; r5.large=1; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
eager,normal,0.2,40,102,RESHIFCFS,232.36999999999978,29, 0, 81, 29, 24, 52, 62, 0, 39, 47, 55, 0, 62, 22, 20, 59, 35, 87, 0, 28, 72, 0, 0, 80, 0, 29, 88,{c5.2xlarge=29; c5.xlarge=0; c5a.2xlarge=81; c5a.xlarge=29; d3.2xlarge=24; d3.xlarge=52; i3.2xlarge=62; i3.large=0; i3.xlarge=39; m5.2xlarge=47; m5.large=55; m5.xlarge=0; m5a.2xlarge=62; m5a.large=22; m5a.xlarge=20; m5zn.2xlarge=59; m5zn.large=35; m5zn.xlarge=87; r5.2xlarge=0; r5.large=28; r5.xlarge=72; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=80; z1d.2xlarge=0; z1d.large=29; z1d.xlarge=88},{c5.2xlarge=1; c5.xlarge=0; c5a.2xlarge=3; c5a.xlarge=1; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=3; i3.large=0; i3.xlarge=2; m5.2xlarge=2; m5.large=2; m5.xlarge=0; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=1; m5zn.2xlarge=2; m5zn.large=1; m5zn.xlarge=3; r5.2xlarge=0; r5.large=1; r5.xlarge=3; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=4; z1d.2xlarge=0; z1d.large=1; z1d.xlarge=3}
eager,normal,0.2,40,103,MINMIN,237.45999999999992,57, 0, 55, 28, 46, 0, 22, 40, 62, 49, 0, 49, 0, 22, 0, 32, 32, 29, 117, 27, 54, 19, 24, 62, 0, 88, 86,{c5.2xlarge=57; c5.xlarge=0; c5a.2xlarge=55; c5a.xlarge=28; d3.2xlarge=46; d3.xlarge=0; i3.2xlarge=22; i3.large=40; i3.xlarge=62; m5.2xlarge=49; m5.large=0; m5.xlarge=49; m5a.2xlarge=0; m5a.large=22; m5a.xlarge=0; m5zn.2xlarge=32; m5zn.large=32; m5zn.xlarge=29; r5.2xlarge=117; r5.large=27; r5.xlarge=54; r5a.2xlarge=19; r5a.large=24; r5a.xlarge=62; z1d.2xlarge=0; z1d.large=88; z1d.xlarge=86},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=1; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=5; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=3}
eager,normal,0.2,40,103,MAXMIN,241.21999999999989,57, 0, 55, 29, 49, 0, 22, 40, 60, 49, 0, 49, 0, 22, 0, 31, 33, 31, 117, 28, 54, 20, 21, 62, 0, 85, 86,{c5.2xlarge=57; c5.xlarge=0; c5a.2xlarge=55; c5a.xlarge=29; d3.2xlarge=49; d3.xlarge=0; i3.2xlarge=22; i3.large=40; i3.xlarge=60; m5.2xlarge=49; m5.large=0; m5.xlarge=49; m5a.2xlarge=0; m5a.large=22; m5a.xlarge=0; m5zn.2xlarge=31; m5zn.large=33; m5zn.xlarge=31; r5.2xlarge=117; r5.large=28; r5.xlarge=54; r5a.2xlarge=20; r5a.large=21; r5a.xlarge=62; z1d.2xlarge=0; z1d.large=85; z1d.xlarge=86},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=1; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=5; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=3}
eager,normal,0.2,40,103,MCT,241.59999999999982,60, 0, 56, 28, 46, 0, 22, 40, 61, 49, 0, 50, 0, 22, 0, 30, 34, 30, 117, 27, 55, 20, 22, 61, 0, 84, 86,{c5.2xlarge=60; c5.xlarge=0; c5a.2xlarge=56; c5a.xlarge=28; d3.2xlarge=46; d3.xlarge=0; i3.2xlarge=22; i3.large=40; i3.xlarge=61; m5.2xlarge=49; m5.large=0; m5.xlarge=50; m5a.2xlarge=0; m5a.large=22; m5a.xlarge=0; m5zn.2xlarge=30; m5zn.large=34; m5zn.xlarge=30; r5.2xlarge=117; r5.large=27; r5.xlarge=55; r5a.2xlarge=20; r5a.large=22; r5a.xlarge=61; z1d.2xlarge=0; z1d.large=84; z1d.xlarge=86},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=1; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=5; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=3}
eager,normal,0.2,40,103,ROUNDROBIN,300.53999999999996,57, 0, 55, 29, 47, 0, 28, 44, 61, 47, 0, 50, 0, 21, 0, 29, 32, 29, 118, 27, 55, 20, 22, 60, 0, 84, 85,{c5.2xlarge=57; c5.xlarge=0; c5a.2xlarge=55; c5a.xlarge=29; d3.2xlarge=47; d3.xlarge=0; i3.2xlarge=28; i3.large=44; i3.xlarge=61; m5.2xlarge=47; m5.large=0; m5.xlarge=50; m5a.2xlarge=0; m5a.large=21; m5a.xlarge=0; m5zn.2xlarge=29; m5zn.large=32; m5zn.xlarge=29; r5.2xlarge=118; r5.large=27; r5.xlarge=55; r5a.2xlarge=20; r5a.large=22; r5a.xlarge=60; z1d.2xlarge=0; z1d.large=84; z1d.xlarge=85},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=1; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=5; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=3}
eager,normal,0.2,40,103,STATIC,237.3399999999998,61, 0, 57, 30, 48, 0, 21, 34, 55, 42, 0, 45, 0, 20, 0, 37, 37, 38, 112, 25, 47, 17, 20, 59, 0, 94, 101,{c5.2xlarge=61; c5.xlarge=0; c5a.2xlarge=57; c5a.xlarge=30; d3.2xlarge=48; d3.xlarge=0; i3.2xlarge=21; i3.large=34; i3.xlarge=55; m5.2xlarge=42; m5.large=0; m5.xlarge=45; m5a.2xlarge=0; m5a.large=20; m5a.xlarge=0; m5zn.2xlarge=37; m5zn.large=37; m5zn.xlarge=38; r5.2xlarge=112; r5.large=25; r5.xlarge=47; r5a.2xlarge=17; r5a.large=20; r5a.xlarge=59; z1d.2xlarge=0; z1d.large=94; z1d.xlarge=101},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=1; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=5; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=3}
eager,normal,0.2,40,103,NOML,253.64999999999992,59, 0, 55, 30, 46, 0, 22, 41, 59, 51, 0, 50, 0, 21, 0, 28, 34, 30, 117, 28, 54, 19, 23, 62, 0, 85, 86,{c5.2xlarge=59; c5.xlarge=0; c5a.2xlarge=55; c5a.xlarge=30; d3.2xlarge=46; d3.xlarge=0; i3.2xlarge=22; i3.large=41; i3.xlarge=59; m5.2xlarge=51; m5.large=0; m5.xlarge=50; m5a.2xlarge=0; m5a.large=21; m5a.xlarge=0; m5zn.2xlarge=28; m5zn.large=34; m5zn.xlarge=30; r5.2xlarge=117; r5.large=28; r5.xlarge=54; r5a.2xlarge=19; r5a.large=23; r5a.xlarge=62; z1d.2xlarge=0; z1d.large=85; z1d.xlarge=86},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=1; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=5; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=3}
eager,normal,0.2,40,103,CUSTOMCLUSTERNOML,239.66999999999985,56, 0, 54, 28, 49, 0, 20, 41, 60, 48, 0, 50, 0, 23, 0, 33, 32, 30, 117, 28, 54, 21, 22, 63, 0, 85, 86,{c5.2xlarge=56; c5.xlarge=0; c5a.2xlarge=54; c5a.xlarge=28; d3.2xlarge=49; d3.xlarge=0; i3.2xlarge=20; i3.large=41; i3.xlarge=60; m5.2xlarge=48; m5.large=0; m5.xlarge=50; m5a.2xlarge=0; m5a.large=23; m5a.xlarge=0; m5zn.2xlarge=33; m5zn.large=32; m5zn.xlarge=30; r5.2xlarge=117; r5.large=28; r5.xlarge=54; r5a.2xlarge=21; r5a.large=22; r5a.xlarge=63; z1d.2xlarge=0; z1d.large=85; z1d.xlarge=86},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=1; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=5; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=3}
eager,normal,0.2,40,103,TEXTDISTANCE,241.32999999999993,56, 0, 55, 29, 46, 0, 21, 41, 62, 48, 0, 51, 0, 21, 0, 30, 33, 30, 118, 28, 54, 20, 22, 63, 0, 85, 87,{c5.2xlarge=56; c5.xlarge=0; c5a.2xlarge=55; c5a.xlarge=29; d3.2xlarge=46; d3.xlarge=0; i3.2xlarge=21; i3.large=41; i3.xlarge=62; m5.2xlarge=48; m5.large=0; m5.xlarge=51; m5a.2xlarge=0; m5a.large=21; m5a.xlarge=0; m5zn.2xlarge=30; m5zn.large=33; m5zn.xlarge=30; r5.2xlarge=118; r5.large=28; r5.xlarge=54; r5a.2xlarge=20; r5a.large=22; r5a.xlarge=63; z1d.2xlarge=0; z1d.large=85; z1d.xlarge=87},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=1; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=5; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=3}
eager,normal,0.2,40,103,CRITICALPATH,237.1999999999999,56, 0, 55, 29, 45, 0, 20, 41, 60, 48, 0, 50, 0, 22, 0, 31, 36, 30, 120, 27, 53, 21, 23, 62, 0, 85, 86,{c5.2xlarge=56; c5.xlarge=0; c5a.2xlarge=55; c5a.xlarge=29; d3.2xlarge=45; d3.xlarge=0; i3.2xlarge=20; i3.large=41; i3.xlarge=60; m5.2xlarge=48; m5.large=0; m5.xlarge=50; m5a.2xlarge=0; m5a.large=22; m5a.xlarge=0; m5zn.2xlarge=31; m5zn.large=36; m5zn.xlarge=30; r5.2xlarge=120; r5.large=27; r5.xlarge=53; r5a.2xlarge=21; r5a.large=23; r5a.xlarge=62; z1d.2xlarge=0; z1d.large=85; z1d.xlarge=86},{c5.2xlarge=2; c5.xlarge=0; c5a.2xlarge=2; c5a.xlarge=1; d3.2xlarge=2; d3.xlarge=0; i3.2xlarge=1; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=2; m5a.2xlarge=0; m5a.large=1; m5a.xlarge=0; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=5; r5.large=1; r5.xlarge=2; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=3; z1d.2xlarge=0; z1d.large=3; z1d.xlarge=3}
