Workflow,Distribution,Error,NumberNodes,ClusterSeed,Scheduler,Runtime,c5.2xlarge,c5.xlarge,c5a.2xlarge,c5a.xlarge,d3.2xlarge,d3.xlarge,i3.2xlarge,i3.large,i3.xlarge,m5.2xlarge,m5.large,m5.xlarge,m5a.2xlarge,m5a.large,m5a.xlarge,m5zn.2xlarge,m5zn.large,m5zn.xlarge,r5.2xlarge,r5.large,r5.xlarge,r5a.2xlarge,r5a.large,r5a.xlarge,z1d.2xlarge,z1d.large,z1d.xlarge,Nodes,Cluster
viralrecon,exponential,0.15,40,0,MINMIN,356.97,0, 56, 73, 52, 76, 46, 25, 18, 0, 54, 28, 79, 44, 0, 42, 77, 0, 24, 0, 24, 56, 77, 61, 66, 0, 0, 22,{c5.2xlarge=0; c5.xlarge=56; c5a.2xlarge=73; c5a.xlarge=52; d3.2xlarge=76; d3.xlarge=46; i3.2xlarge=25; i3.large=18; i3.xlarge=0; m5.2xlarge=54; m5.large=28; m5.xlarge=79; m5a.2xlarge=44; m5a.large=0; m5a.xlarge=42; m5zn.2xlarge=77; m5zn.large=0; m5zn.xlarge=24; r5.2xlarge=0; r5.large=24; r5.xlarge=56; r5a.2xlarge=77; r5a.large=61; r5a.xlarge=66; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=22},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=3; c5a.xlarge=2; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=1; i3.large=1; i3.xlarge=0; m5.2xlarge=2; m5.large=1; m5.xlarge=3; m5a.2xlarge=2; m5a.large=0; m5a.xlarge=2; m5zn.2xlarge=3; m5zn.large=0; m5zn.xlarge=1; r5.2xlarge=0; r5.large=1; r5.xlarge=2; r5a.2xlarge=3; r5a.large=3; r5a.xlarge=2; z1d.2xlarge=0; z1d.large=0; z1d.xlarge=1}
viralrecon,exponential,0.15,40,77,CRITICALPATHREVERSE,356.97,0, 0, 40, 124, 36, 62, 0, 41, 47, 50, 55, 39, 42, 39, 45, 43, 48, 40, 0, 0, 44, 0, 0, 29, 42, 62, 72,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=40; c5a.xlarge=124; d3.2xlarge=36; d3.xlarge=62; i3.2xlarge=0; i3.large=41; i3.xlarge=47; m5.2xlarge=50; m5.large=55; m5.xlarge=39; m5a.2xlarge=42; m5a.large=39; m5a.xlarge=45; m5zn.2xlarge=43; m5zn.large=48; m5zn.xlarge=40; r5.2xlarge=0; r5.large=0; r5.xlarge=44; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=29; z1d.2xlarge=42; z1d.large=62; z1d.xlarge=72},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=6; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=3; m5.large=2; m5.xlarge=1; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=2; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
viralrecon,exponential,0.15,40,77,RESHIV2,356.97,0, 0, 42, 131, 31, 65, 0, 40, 42, 41, 46, 34, 47, 32, 54, 43, 49, 47, 0, 0, 57, 0, 0, 30, 39, 63, 67,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=42; c5a.xlarge=131; d3.2xlarge=31; d3.xlarge=65; i3.2xlarge=0; i3.large=40; i3.xlarge=42; m5.2xlarge=41; m5.large=46; m5.xlarge=34; m5a.2xlarge=47; m5a.large=32; m5a.xlarge=54; m5zn.2xlarge=43; m5zn.large=49; m5zn.xlarge=47; r5.2xlarge=0; r5.large=0; r5.xlarge=57; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=30; z1d.2xlarge=39; z1d.large=63; z1d.xlarge=67},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=6; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=3; m5.large=2; m5.xlarge=1; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=2; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
viralrecon,exponential,0.15,40,77,RESHIV3,356.97,0, 0, 41, 137, 33, 51, 0, 41, 43, 55, 45, 29, 42, 39, 51, 48, 52, 40, 0, 0, 57, 0, 0, 33, 39, 63, 61,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=41; c5a.xlarge=137; d3.2xlarge=33; d3.xlarge=51; i3.2xlarge=0; i3.large=41; i3.xlarge=43; m5.2xlarge=55; m5.large=45; m5.xlarge=29; m5a.2xlarge=42; m5a.large=39; m5a.xlarge=51; m5zn.2xlarge=48; m5zn.large=52; m5zn.xlarge=40; r5.2xlarge=0; r5.large=0; r5.xlarge=57; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=33; z1d.2xlarge=39; z1d.large=63; z1d.xlarge=61},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=6; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=3; m5.large=2; m5.xlarge=1; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=2; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
viralrecon,exponential,0.15,40,77,RESHIMAX,356.97,0, 0, 39, 129, 28, 64, 0, 35, 49, 51, 55, 28, 39, 32, 52, 39, 48, 46, 0, 0, 49, 0, 0, 25, 46, 74, 72,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=39; c5a.xlarge=129; d3.2xlarge=28; d3.xlarge=64; i3.2xlarge=0; i3.large=35; i3.xlarge=49; m5.2xlarge=51; m5.large=55; m5.xlarge=28; m5a.2xlarge=39; m5a.large=32; m5a.xlarge=52; m5zn.2xlarge=39; m5zn.large=48; m5zn.xlarge=46; r5.2xlarge=0; r5.large=0; r5.xlarge=49; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=25; z1d.2xlarge=46; z1d.large=74; z1d.xlarge=72},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=6; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=3; m5.large=2; m5.xlarge=1; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=2; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
viralrecon,exponential,0.15,40,77,RESHIFCFS,356.97,0, 0, 42, 126, 31, 61, 0, 52, 38, 47, 50, 34, 44, 40, 45, 43, 52, 47, 0, 0, 55, 0, 0, 24, 40, 61, 68,{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=42; c5a.xlarge=126; d3.2xlarge=31; d3.xlarge=61; i3.2xlarge=0; i3.large=52; i3.xlarge=38; m5.2xlarge=47; m5.large=50; m5.xlarge=34; m5a.2xlarge=44; m5a.large=40; m5a.xlarge=45; m5zn.2xlarge=43; m5zn.large=52; m5zn.xlarge=47; r5.2xlarge=0; r5.large=0; r5.xlarge=55; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=24; z1d.2xlarge=40; z1d.large=61; z1d.xlarge=68},{c5.2xlarge=0; c5.xlarge=0; c5a.2xlarge=1; c5a.xlarge=6; d3.2xlarge=1; d3.xlarge=2; i3.2xlarge=0; i3.large=2; i3.xlarge=3; m5.2xlarge=3; m5.large=2; m5.xlarge=1; m5a.2xlarge=2; m5a.large=2; m5a.xlarge=4; m5zn.2xlarge=1; m5zn.large=1; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=2; r5a.2xlarge=0; r5a.large=0; r5a.xlarge=1; z1d.2xlarge=1; z1d.large=2; z1d.xlarge=2}
viralrecon,exponential,0.15,40,78,MINMIN,356.97,0, 43, 19, 90, 73, 36, 33, 61, 73, 51, 0, 39, 88, 23, 33, 15, 52, 26, 0, 0, 25, 39, 14, 69, 47, 33, 18,{c5.2xlarge=0; c5.xlarge=43; c5a.2xlarge=19; c5a.xlarge=90; d3.2xlarge=73; d3.xlarge=36; i3.2xlarge=33; i3.large=61; i3.xlarge=73; m5.2xlarge=51; m5.large=0; m5.xlarge=39; m5a.2xlarge=88; m5a.large=23; m5a.xlarge=33; m5zn.2xlarge=15; m5zn.large=52; m5zn.xlarge=26; r5.2xlarge=0; r5.large=0; r5.xlarge=25; r5a.2xlarge=39; r5a.large=14; r5a.xlarge=69; z1d.2xlarge=47; z1d.large=33; z1d.xlarge=18},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.15,40,78,MAXMIN,356.97,0, 47, 23, 73, 68, 54, 33, 58, 77, 60, 0, 38, 84, 18, 38, 13, 60, 22, 0, 0, 28, 37, 15, 52, 50, 35, 17,{c5.2xlarge=0; c5.xlarge=47; c5a.2xlarge=23; c5a.xlarge=73; d3.2xlarge=68; d3.xlarge=54; i3.2xlarge=33; i3.large=58; i3.xlarge=77; m5.2xlarge=60; m5.large=0; m5.xlarge=38; m5a.2xlarge=84; m5a.large=18; m5a.xlarge=38; m5zn.2xlarge=13; m5zn.large=60; m5zn.xlarge=22; r5.2xlarge=0; r5.large=0; r5.xlarge=28; r5a.2xlarge=37; r5a.large=15; r5a.xlarge=52; z1d.2xlarge=50; z1d.large=35; z1d.xlarge=17},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.15,40,78,MCT,356.97,0, 52, 18, 86, 59, 44, 35, 69, 78, 52, 0, 44, 80, 15, 34, 15, 52, 28, 0, 0, 25, 41, 14, 70, 50, 29, 10,{c5.2xlarge=0; c5.xlarge=52; c5a.2xlarge=18; c5a.xlarge=86; d3.2xlarge=59; d3.xlarge=44; i3.2xlarge=35; i3.large=69; i3.xlarge=78; m5.2xlarge=52; m5.large=0; m5.xlarge=44; m5a.2xlarge=80; m5a.large=15; m5a.xlarge=34; m5zn.2xlarge=15; m5zn.large=52; m5zn.xlarge=28; r5.2xlarge=0; r5.large=0; r5.xlarge=25; r5a.2xlarge=41; r5a.large=14; r5a.xlarge=70; z1d.2xlarge=50; z1d.large=29; z1d.xlarge=10},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.15,40,78,ROUNDROBIN,356.97,0, 40, 0, 60, 27, 21, 1, 116, 61, 65, 0, 61, 105, 0, 0, 0, 61, 29, 0, 0, 48, 61, 0, 127, 61, 56, 0,{c5.2xlarge=0; c5.xlarge=40; c5a.2xlarge=0; c5a.xlarge=60; d3.2xlarge=27; d3.xlarge=21; i3.2xlarge=1; i3.large=116; i3.xlarge=61; m5.2xlarge=65; m5.large=0; m5.xlarge=61; m5a.2xlarge=105; m5a.large=0; m5a.xlarge=0; m5zn.2xlarge=0; m5zn.large=61; m5zn.xlarge=29; r5.2xlarge=0; r5.large=0; r5.xlarge=48; r5a.2xlarge=61; r5a.large=0; r5a.xlarge=127; z1d.2xlarge=61; z1d.large=56; z1d.xlarge=0},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.15,40,78,STATIC,356.97,0, 45, 25, 84, 74, 44, 54, 58, 83, 40, 0, 25, 74, 34, 49, 24, 49, 24, 0, 0, 28, 21, 22, 49, 48, 27, 19,{c5.2xlarge=0; c5.xlarge=45; c5a.2xlarge=25; c5a.xlarge=84; d3.2xlarge=74; d3.xlarge=44; i3.2xlarge=54; i3.large=58; i3.xlarge=83; m5.2xlarge=40; m5.large=0; m5.xlarge=25; m5a.2xlarge=74; m5a.large=34; m5a.xlarge=49; m5zn.2xlarge=24; m5zn.large=49; m5zn.xlarge=24; r5.2xlarge=0; r5.large=0; r5.xlarge=28; r5a.2xlarge=21; r5a.large=22; r5a.xlarge=49; z1d.2xlarge=48; z1d.large=27; z1d.xlarge=19},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.15,40,78,NOML,356.97,0, 65, 42, 91, 43, 25, 48, 33, 34, 53, 0, 40, 40, 36, 53, 40, 62, 37, 0, 0, 35, 30, 27, 45, 49, 30, 42,{c5.2xlarge=0; c5.xlarge=65; c5a.2xlarge=42; c5a.xlarge=91; d3.2xlarge=43; d3.xlarge=25; i3.2xlarge=48; i3.large=33; i3.xlarge=34; m5.2xlarge=53; m5.large=0; m5.xlarge=40; m5a.2xlarge=40; m5a.large=36; m5a.xlarge=53; m5zn.2xlarge=40; m5zn.large=62; m5zn.xlarge=37; r5.2xlarge=0; r5.large=0; r5.xlarge=35; r5a.2xlarge=30; r5a.large=27; r5a.xlarge=45; z1d.2xlarge=49; z1d.large=30; z1d.xlarge=42},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.15,40,78,CUSTOMCLUSTERNOML,356.97,0, 72, 39, 36, 64, 61, 70, 32, 40, 52, 0, 43, 35, 22, 38, 53, 48, 40, 0, 0, 41, 28, 25, 32, 65, 25, 39,{c5.2xlarge=0; c5.xlarge=72; c5a.2xlarge=39; c5a.xlarge=36; d3.2xlarge=64; d3.xlarge=61; i3.2xlarge=70; i3.large=32; i3.xlarge=40; m5.2xlarge=52; m5.large=0; m5.xlarge=43; m5a.2xlarge=35; m5a.large=22; m5a.xlarge=38; m5zn.2xlarge=53; m5zn.large=48; m5zn.xlarge=40; r5.2xlarge=0; r5.large=0; r5.xlarge=41; r5a.2xlarge=28; r5a.large=25; r5a.xlarge=32; z1d.2xlarge=65; z1d.large=25; z1d.xlarge=39},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.15,40,78,TEXTDISTANCE,356.97,0, 67, 35, 80, 56, 49, 31, 39, 46, 68, 0, 42, 47, 30, 50, 39, 36, 46, 0, 0, 34, 20, 24, 36, 54, 33, 38,{c5.2xlarge=0; c5.xlarge=67; c5a.2xlarge=35; c5a.xlarge=80; d3.2xlarge=56; d3.xlarge=49; i3.2xlarge=31; i3.large=39; i3.xlarge=46; m5.2xlarge=68; m5.large=0; m5.xlarge=42; m5a.2xlarge=47; m5a.large=30; m5a.xlarge=50; m5zn.2xlarge=39; m5zn.large=36; m5zn.xlarge=46; r5.2xlarge=0; r5.large=0; r5.xlarge=34; r5a.2xlarge=20; r5a.large=24; r5a.xlarge=36; z1d.2xlarge=54; z1d.large=33; z1d.xlarge=38},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.15,40,78,CRITICALPATH,356.97,0, 67, 43, 83, 49, 51, 30, 35, 42, 43, 0, 30, 44, 27, 32, 40, 75, 38, 0, 0, 34, 25, 26, 35, 64, 44, 43,{c5.2xlarge=0; c5.xlarge=67; c5a.2xlarge=43; c5a.xlarge=83; d3.2xlarge=49; d3.xlarge=51; i3.2xlarge=30; i3.large=35; i3.xlarge=42; m5.2xlarge=43; m5.large=0; m5.xlarge=30; m5a.2xlarge=44; m5a.large=27; m5a.xlarge=32; m5zn.2xlarge=40; m5zn.large=75; m5zn.xlarge=38; r5.2xlarge=0; r5.large=0; r5.xlarge=34; r5a.2xlarge=25; r5a.large=26; r5a.xlarge=35; z1d.2xlarge=64; z1d.large=44; z1d.xlarge=43},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.15,40,78,CRITICALPATHREVERSE,356.97,0, 57, 40, 78, 55, 56, 41, 35, 38, 54, 0, 27, 38, 24, 37, 42, 70, 47, 0, 0, 34, 23, 26, 39, 63, 38, 38,{c5.2xlarge=0; c5.xlarge=57; c5a.2xlarge=40; c5a.xlarge=78; d3.2xlarge=55; d3.xlarge=56; i3.2xlarge=41; i3.large=35; i3.xlarge=38; m5.2xlarge=54; m5.large=0; m5.xlarge=27; m5a.2xlarge=38; m5a.large=24; m5a.xlarge=37; m5zn.2xlarge=42; m5zn.large=70; m5zn.xlarge=47; r5.2xlarge=0; r5.large=0; r5.xlarge=34; r5a.2xlarge=23; r5a.large=26; r5a.xlarge=39; z1d.2xlarge=63; z1d.large=38; z1d.xlarge=38},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.15,40,78,RESHIV2,356.97,0, 56, 41, 96, 57, 59, 35, 35, 41, 50, 0, 28, 36, 27, 34, 44, 73, 36, 0, 0, 31, 18, 22, 33, 60, 44, 44,{c5.2xlarge=0; c5.xlarge=56; c5a.2xlarge=41; c5a.xlarge=96; d3.2xlarge=57; d3.xlarge=59; i3.2xlarge=35; i3.large=35; i3.xlarge=41; m5.2xlarge=50; m5.large=0; m5.xlarge=28; m5a.2xlarge=36; m5a.large=27; m5a.xlarge=34; m5zn.2xlarge=44; m5zn.large=73; m5zn.xlarge=36; r5.2xlarge=0; r5.large=0; r5.xlarge=31; r5a.2xlarge=18; r5a.large=22; r5a.xlarge=33; z1d.2xlarge=60; z1d.large=44; z1d.xlarge=44},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.15,40,78,RESHIV3,356.97,0, 72, 36, 85, 60, 61, 41, 35, 33, 39, 0, 30, 28, 26, 34, 47, 74, 38, 0, 0, 30, 31, 23, 26, 63, 44, 44,{c5.2xlarge=0; c5.xlarge=72; c5a.2xlarge=36; c5a.xlarge=85; d3.2xlarge=60; d3.xlarge=61; i3.2xlarge=41; i3.large=35; i3.xlarge=33; m5.2xlarge=39; m5.large=0; m5.xlarge=30; m5a.2xlarge=28; m5a.large=26; m5a.xlarge=34; m5zn.2xlarge=47; m5zn.large=74; m5zn.xlarge=38; r5.2xlarge=0; r5.large=0; r5.xlarge=30; r5a.2xlarge=31; r5a.large=23; r5a.xlarge=26; z1d.2xlarge=63; z1d.large=44; z1d.xlarge=44},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.15,40,78,RESHIMAX,356.97,0, 63, 45, 80, 59, 57, 35, 36, 35, 45, 0, 32, 35, 27, 42, 39, 70, 48, 0, 0, 28, 20, 25, 44, 57, 41, 37,{c5.2xlarge=0; c5.xlarge=63; c5a.2xlarge=45; c5a.xlarge=80; d3.2xlarge=59; d3.xlarge=57; i3.2xlarge=35; i3.large=36; i3.xlarge=35; m5.2xlarge=45; m5.large=0; m5.xlarge=32; m5a.2xlarge=35; m5a.large=27; m5a.xlarge=42; m5zn.2xlarge=39; m5zn.large=70; m5zn.xlarge=48; r5.2xlarge=0; r5.large=0; r5.xlarge=28; r5a.2xlarge=20; r5a.large=25; r5a.xlarge=44; z1d.2xlarge=57; z1d.large=41; z1d.xlarge=37},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
viralrecon,exponential,0.15,40,78,RESHIFCFS,356.97,0, 64, 40, 75, 51, 61, 34, 46, 38, 50, 0, 29, 34, 29, 30, 46, 72, 41, 0, 0, 38, 26, 30, 30, 57, 40, 39,{c5.2xlarge=0; c5.xlarge=64; c5a.2xlarge=40; c5a.xlarge=75; d3.2xlarge=51; d3.xlarge=61; i3.2xlarge=34; i3.large=46; i3.xlarge=38; m5.2xlarge=50; m5.large=0; m5.xlarge=29; m5a.2xlarge=34; m5a.large=29; m5a.xlarge=30; m5zn.2xlarge=46; m5zn.large=72; m5zn.xlarge=41; r5.2xlarge=0; r5.large=0; r5.xlarge=38; r5a.2xlarge=26; r5a.large=30; r5a.xlarge=30; z1d.2xlarge=57; z1d.large=40; z1d.xlarge=39},{c5.2xlarge=0; c5.xlarge=2; c5a.2xlarge=1; c5a.xlarge=3; d3.2xlarge=3; d3.xlarge=2; i3.2xlarge=2; i3.large=2; i3.xlarge=3; m5.2xlarge=2; m5.large=0; m5.xlarge=1; m5a.2xlarge=3; m5a.large=1; m5a.xlarge=2; m5zn.2xlarge=1; m5zn.large=2; m5zn.xlarge=1; r5.2xlarge=0; r5.large=0; r5.xlarge=1; r5a.2xlarge=1; r5a.large=1; r5a.xlarge=2; z1d.2xlarge=2; z1d.large=1; z1d.xlarge=1}
